geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00139441,1.4,27.9,52.1,18.6
E00139442,9.3,37.2,42.6,10.9
E00139444,9.2,44.6,36.2,10
E00139446,8,38.4,34.8,18.8
E00139447,6,35.1,40.3,18.7
E00139449,3.7,38,42.6,15.7
E00139452,2.2,24.6,54.5,18.7
E00139455,11.3,42.7,30.6,15.3
E00139456,0,39.4,48.5,12.1
E00139459,9.6,50,35.5,4.8
E00139461,9.8,49.6,27.6,13
E00139466,9.8,38.5,44.3,7.4
E00139482,37.4,44.3,15.3,3.1
E00139484,29.3,39,27.6,4.1
E00139485,20.8,62.5,13.3,3.3
E00139486,19.3,52.1,20.2,8.4
E00139487,13,57.2,21.7,8
E00139489,17.8,43,34.1,5.2
E00139490,35.8,42.2,15.6,6.4
E00139491,20.5,56.6,18.9,4.1
E00139492,19,50.8,26.2,4
E00139495,25.9,49.6,17.3,7.2
E00139497,29.1,43.9,19.6,7.4
E00139498,17.5,43,31.6,7.9
E00139499,13.2,47.4,26.3,13.2
E00139500,32.5,50.8,11.7,5
E00139501,52.9,35.5,7.4,4.1
E00139502,13.1,48.6,31.8,6.5
E00139504,38.3,38.3,18,5.5
E00139505,41.7,42.5,15.8,0
E00139506,28,48,19.2,4.8
E00139507,18.9,50.8,24.6,5.7
E00139508,30.3,46.2,17.4,6.1
E00139697,5.5,35.2,41.4,17.9
E00139698,2.8,30.7,47.5,19
E00139700,5.4,28.7,41.1,24.8
E00139718,20.7,46.3,29.8,3.3
E00139719,21.3,50.4,22,6.4
E00139720,24.2,43,27.3,5.5
E00139721,27.1,47.9,19.4,5.6
E00139722,35.6,50.5,12,1.9
E00139723,54.8,31,11.9,2.4
E00139724,38.8,48.9,9.4,2.9
E00139725,58.5,33.8,6.9,0.8
E00139726,20.4,49.6,28.3,1.8
E00139727,6.2,41.5,37.7,14.6
E00139728,27.1,47.3,22.5,3.1
E00139729,35.8,46.3,13.8,4.1
E00139730,4.8,43.2,33.6,18.4
E00139731,69.6,27.7,1.8,0.9
E00139732,42.2,35.2,21.1,1.6
E00139733,18.9,50.4,22.8,7.9
E00139734,11.9,46.8,36.5,4.8
E00139735,10.9,37,40.3,11.8
E00139736,5.5,34.4,46.9,13.3
E00139737,9.4,42.5,37.8,10.2
E00139738,16.7,40.7,32.7,10
E00139739,6,38.1,44,11.9
E00139740,11.3,44.8,36,7.9
E00139741,12,38.9,36.1,13
E00139742,14.4,55.2,25.6,4.8
E00139743,6.2,30.8,48.5,14.6
E00139744,9.9,35.5,42.1,12.4
E00139745,8.5,36.4,41.9,13.2
E00139746,12.6,53.8,26.9,6.7
E00139747,26.4,49.6,16.5,7.4
E00139748,19.2,47.5,27.5,5.8
E00139749,8.3,46.4,35.1,10.1
E00139750,24.8,45.7,20.9,8.5
E00139751,10.7,44,36.5,8.8
E00139752,9.3,59.3,28.6,2.7
E00139753,6.6,32.2,44.6,16.5
E00139755,22.7,53.1,20.3,3.9
E00139756,42.1,37.3,14.3,6.3
E00139757,19.3,49.6,23.5,7.6
E00139758,24.6,43.9,25.4,6.1
E00139759,12.6,53.5,25.2,8.7
E00139760,16.3,45.5,30.9,7.3
E00139761,6,44.8,39.7,9.5
E00139762,3.8,47.2,34.9,14.2
E00139763,8.4,43.4,38.5,9.8
E00139764,41.1,42.7,13.7,2.4
E00139765,25.6,48.8,21.5,4.1
E00139774,35.7,51.2,10.9,2.3
E00139775,10.9,49.6,25.2,14.3
E00139776,22,53.5,18.9,5.5
E00139820,10.7,41,34.6,13.7
E00139821,8.3,37.6,39.4,14.7
E00140037,15.2,44.8,31.2,8.8
E00140038,27.4,43.7,25.2,3.7
E00140039,18.6,48.1,25.6,7.7
E00140040,16.1,46.8,29,8.1
E00140041,31,46.8,19.8,2.4
E00140042,7.1,51.2,32.3,9.4
E00140043,11.4,52,28.5,8.1
E00140044,3.6,37.5,44.2,14.7
E00140045,24.8,43.4,29.5,2.3
E00140046,41.3,41.3,13,4.3
E00140047,7,40.3,41.1,11.6
E00140048,55.8,35,7.5,1.7
E00140049,12.2,41.5,37.2,9.1
E00140050,30.4,50.4,15.2,4
E00140062,29.3,45.5,20.3,4.9
E00140065,30.4,41.2,20.6,7.8
E00140066,42.6,34.9,20.2,2.3
E00140067,6.5,30.9,44.2,18.4
E00140068,31.5,43.8,18.5,6.2
E00140069,9.7,45.2,27.4,17.7
E00140070,15,43.3,33.3,8.3
E00140071,2.7,35.3,46.7,15.2
E00140072,13.8,56.2,23.1,6.9
E00140073,0.9,32.5,44.7,21.9
E00140074,3.2,36.8,45.3,14.7
E00140075,5.2,40.5,41,13.3
E00140077,23.3,46.5,24.8,5.4
E00140078,28,36.8,28,7.2
E00140079,7.5,51.9,34.9,5.7
E00140080,38.8,36.4,20.7,4.1
E00140081,42.6,45.4,5.6,6.5
E00140082,49.6,37.2,10.7,2.5
E00140083,23.1,52.4,19.6,4.9
E00140084,15.6,50.4,26.2,7.8
E00140085,14.3,38.1,34.3,13.3
E00140090,10,39.2,38.5,12.3
E00140093,12.1,37.1,38.6,12.1
E00140094,7,38.6,36.8,17.5
E00140114,29.6,48,16,6.4
E00140115,34.1,42.9,19.8,3.2
