areacd,heating_type_3a-001,heating_type_3a-002
E00089263,0,100
E00138766,1.5,98.5
E00138767,0.8,99.2
E00138769,0,100
E00138771,0.4,99.6
E00138776,1.6,98.4
E00138778,1.4,98.6
E00138780,0.8,99.2
E00138781,1.6,98.4
E00138782,0.8,99.2
E00138783,0,100
E00138795,0.6,99.4
E00138796,0,100
E00138797,0.7,99.3
E00138798,1.7,98.3
E00138799,0.7,99.3
E00138800,0,100
E00138827,0,100
E00138828,0.5,99.5
E00138829,0,100
E00138830,1.6,98.4
E00138831,0,100
E00138832,2.2,97.8
E00138859,0,100
E00138860,0,100
E00138861,1.1,98.9
E00138862,0,100
E00138863,0.5,99.5
E00138864,0.4,99.6
E00138871,0,100
E00138872,1.1,98.9
E00138873,0.8,99.2
E00138874,1.6,98.4
E00138875,3,97
E00138876,0.8,99.2
E00138877,0,100
E00138878,1.5,98.5
E00138879,0.6,99.4
E00138880,0,100
E00138881,3,97
E00138882,0.8,99.2
E00138883,0.5,99.5
E00138884,0,100
E00138885,0,100
E00138886,1.6,98.4
E00138888,0.8,99.2
E00138889,0,100
E00138892,1.1,98.9
E00138893,3.3,96.7
E00138894,2.1,97.9
E00138895,0.8,99.2
E00138896,3.4,96.6
E00138897,0.5,99.5
E00138898,0.7,99.3
E00138899,0,100
E00138902,1.1,98.9
E00138903,0,100
E00138915,2,98
E00138920,1.5,98.5
E00138921,2.2,97.8
E00138922,0.6,99.4
E00138923,0.8,99.2
E00138924,1.6,98.4
E00138925,4.4,95.6
E00138926,1.6,98.4
E00169285,1.6,98.4
E00169286,0,100
E00169289,0,100
E00169290,3.6,96.4
E00169291,0,100
E00169292,0,100
E00169293,0,100
E00169294,0.9,99.1
E00169295,0.7,99.3
E00169296,0.9,99.1
E00169309,0.5,99.5
E00189012,0,100
E00189023,0,100
E00189029,0.9,99.1
E00189055,0,100
E00189075,0.9,99.1
E00189094,0,100
E00189095,0,100
E00189097,0,100
E00189118,2.7,97.3
E00189132,0,100
E00189157,0,100
E00189169,0.8,99.2
