areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00089263,7.1,31.4,50,11.4
E00138766,30.8,29,21.5,18.7
E00138767,28.1,28.1,22.3,21.6
E00138769,26.2,23.4,34.6,15.9
E00138771,21.3,28.2,39.4,11.2
E00138776,21.2,32.8,30.7,15.3
E00138778,18.9,36.1,32,13
E00138780,21.1,21.8,38.8,18.4
E00138781,25.7,32.4,25.7,16.2
E00138782,24.8,28.6,34.8,11.8
E00138783,27.1,33.6,20.7,18.6
E00138795,18.3,27.2,42.3,12.2
E00138796,9.8,28.8,43.9,17.4
E00138797,15.1,34.4,36,14.5
E00138798,21.8,25.9,35.4,17
E00138799,10.5,33.6,42.8,13.2
E00138800,9.9,29.8,49.7,10.5
E00138827,16.3,32.7,34.6,16.3
E00138828,17.2,29.6,39.9,13.3
E00138829,15.8,28.1,43.9,12.3
E00138830,23.7,34.8,28.9,12.6
E00138831,13.8,28.4,46.6,11.2
E00138832,7.8,29.4,51,11.8
E00138859,11.4,34,44.8,9.8
E00138860,9.4,35,45.6,10
E00138861,14.3,32.9,42.4,10.4
E00138862,19.5,25.4,43.8,11.2
E00138863,19.6,28.9,32.3,19.2
E00138864,11.8,36,42.1,10.1
E00138871,13.3,28.3,40.6,17.8
E00138872,13.9,27.8,43.1,15.3
E00138873,13.9,24.1,49.4,12.7
E00138874,22.1,24,39,14.9
E00138875,16.5,21.5,48,14
E00138876,23.4,36.5,24.1,16.1
E00138877,12.9,42,35.7,9.4
E00138878,21.5,32.5,25.8,20.2
E00138879,18.9,31.3,36.2,13.6
E00138880,17.8,33.7,38,10.5
E00138881,28,38.5,17.5,16.1
E00138882,19.9,39.1,21.7,19.3
E00138883,15,27.1,44.7,13.2
E00138884,26.2,28.2,24.3,21.4
E00138885,27.4,34.9,27.4,10.3
E00138886,23.1,31.2,32.9,12.7
E00138888,11.5,30.1,53.1,5.3
E00138889,35.6,30.6,17.5,16.3
E00138892,12.1,32.3,39.4,16.2
E00138893,18.5,31.1,32.8,17.6
E00138894,27.5,30,26.3,16.3
E00138895,20,34.3,34.3,11.4
E00138896,22.7,36.8,28.2,12.3
E00138897,37.3,31.1,14.5,17.1
E00138898,20,45.6,24.4,10
E00138899,11.1,49.2,28.6,11.1
E00138902,11.2,22.4,60.7,5.6
E00138903,17.3,28,46.9,7.8
E00138915,14.8,39.3,32.2,13.7
E00138920,13.6,32,41.4,13
E00138921,9.2,27,49.3,14.5
E00138922,22.3,30.5,34.5,12.7
E00138923,8.3,40.5,37.2,14
E00138924,14.8,32.2,36.2,16.8
E00138925,20.2,33.1,30.6,16.1
E00138926,12.5,26.9,55,5.6
E00169285,15.7,26.9,46.7,10.7
E00169286,20.2,23.4,46.2,10.1
E00169289,20.7,29.1,45.8,4.4
E00169290,17.9,35.9,42.3,3.8
E00169291,17.6,20,53.6,8.8
E00169292,25,27.2,34.8,13
E00169293,18.1,33.3,34,14.6
E00169294,19.6,37.5,28.6,14.3
E00169295,23.2,29.6,33.8,13.4
E00169296,22.3,34.6,26.2,16.9
E00169309,33.8,33.3,20.1,12.7
E00189012,8,40,43.5,8.5
E00189023,7.9,36.1,47.1,8.9
E00189029,13,27.5,45.1,14.5
E00189055,22.5,24,38.8,14.7
E00189075,18.2,26.6,43.5,11.7
E00189094,15.6,30.5,47.3,6.6
E00189095,7.3,40.8,40.3,11.5
E00189097,4.5,33.5,53.6,8.5
E00189118,33.3,27,24.8,14.9
E00189132,21.4,31.4,32.9,14.3
E00189157,19,34,35.3,11.8
E00189169,4.9,40.9,46.3,7.9
