areacd,in_full_time_education-001,in_full_time_education-002
E00089263,13.3,86.7
E00138766,14,86
E00138767,16.4,83.6
E00138769,9.5,90.5
E00138771,16.7,83.3
E00138776,17.3,82.7
E00138778,22.3,77.7
E00138780,16.4,83.6
E00138781,16.3,83.7
E00138782,17.3,82.7
E00138783,18.2,81.8
E00138795,19.4,80.6
E00138796,12.3,87.7
E00138797,20.6,79.4
E00138798,17.7,82.3
E00138799,17.9,82.1
E00138800,12.1,87.9
E00138827,12.7,87.3
E00138828,22.8,77.2
E00138829,16.5,83.5
E00138830,15.7,84.3
E00138831,15.2,84.8
E00138832,10.1,89.9
E00138859,20.3,79.7
E00138860,23.2,76.8
E00138861,17.4,82.6
E00138862,15.4,84.6
E00138863,25,75
E00138864,19.8,80.2
E00138871,16.3,83.7
E00138872,13.6,86.4
E00138873,17.4,82.6
E00138874,17.8,82.2
E00138875,15.5,84.5
E00138876,12.8,87.2
E00138877,23.3,76.7
E00138878,18.3,81.7
E00138879,18.8,81.2
E00138880,20.7,79.3
E00138881,21.8,78.2
E00138882,16.5,83.5
E00138883,15.6,84.4
E00138884,12.6,87.4
E00138885,17.8,82.2
E00138886,21,79
E00138888,16.8,83.2
E00138889,25.5,74.5
E00138892,18.3,81.7
E00138893,18.3,81.7
E00138894,13.3,86.7
E00138895,15.7,84.3
E00138896,13.5,86.5
E00138897,21.2,78.8
E00138898,11.6,88.4
E00138899,19.5,80.5
E00138902,19.8,80.2
E00138903,26,74
E00138915,16.1,83.9
E00138920,18.2,81.8
E00138921,18.9,81.1
E00138922,19.8,80.2
E00138923,13.5,86.5
E00138924,19.2,80.8
E00138925,14.2,85.8
E00138926,16.4,83.6
E00169285,22,78
E00169286,27.6,72.4
E00169289,22.8,77.2
E00169290,20.2,79.8
E00169291,29.3,70.7
E00169292,17.8,82.2
E00169293,15.8,84.2
E00169294,8.5,91.5
E00169295,9.7,90.3
E00169296,12.6,87.4
E00169309,13.7,86.3
E00189012,12.2,87.8
E00189023,17.9,82.1
E00189029,17.5,82.5
E00189055,15.7,84.3
E00189075,19.6,80.4
E00189094,25.1,74.9
E00189095,13.8,86.2
E00189097,17.5,82.5
E00189118,24.6,75.4
E00189132,30.5,69.5
E00189157,19.9,80.1
E00189169,14.9,85.1
