areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
W00005719,56.1,0.7,43.2
W00005720,29.8,3.3,66.9
W00005721,37.4,3.8,58.8
W00005722,49.4,2.1,48.6
W00005723,54.7,1.8,43.5
W00005724,47.6,1.5,51
W00005725,40.3,1.4,58.3
W00005726,55.6,1.4,43
W00005727,43.2,1.7,55.1
W00005728,52.2,0,47.8
W00005729,45.4,3.3,51.3
W00005730,48.4,2.6,49
W00005731,44.1,0,55.9
W00005732,39.3,4.4,56.3
W00005733,53.5,2.8,43.7
W00005734,53.7,2.7,43.6
W00005735,37.2,4.2,58.6
W00005736,59.7,0.7,39.6
W00005737,61.1,1.2,37.7
W00005738,60,1.8,38.2
W00005739,48.7,3,48.3
W00005839,57.3,1.4,41.3
W00005840,51.4,4.5,44.1
W00005842,64.5,2.1,33.3
W00005843,41.8,0.5,57.7
W00005844,38.9,1.4,59.6
W00005845,56.3,2.7,41
W00005846,34.8,4,61.2
W00005847,65.9,1.8,32.3
W00005848,50.3,0.7,49
W00005849,59.1,0.4,40.4
W00005850,48.7,4.7,46.5
W00005851,44.1,1.3,54.6
W00005852,46.3,2.8,50.9
W00005853,64.7,4,31.2
W00005854,57.3,2.9,39.7
W00005855,52.1,1.1,46.8
W00005856,55.6,2.5,41.9
W00005857,16.8,0.6,82.6
W00005858,73.1,1.3,25.6
W00005859,63.6,1.9,34.5
W00005860,60.8,0.5,38.7
W00005861,63,0.6,36.4
W00005863,46.3,2,51.7
W00005864,74.1,2.8,23.1
W00005865,50,3.5,46.5
W00005866,58.2,1.2,40.6
W00005867,42.3,2.3,55.4
W00005868,52.3,1.8,45.9
W00005869,55.7,3.6,40.7
W00005870,52.6,5.2,42.2
W00005871,55.4,0.4,44.2
W00005872,48.5,6.6,44.9
W00005873,79.7,0,20.3
W00005874,48.6,4.8,46.7
W00005875,45.7,0.4,53.8
W00005876,43.8,0.5,55.8
W00005878,54.5,0.7,44.8
W00005883,64.3,1.9,33.7
W00005900,57.6,1.9,40.5
W00005901,64.7,3.2,32.1
W00005918,56,6.6,37.4
W00005919,61.9,5.1,33.1
W00005920,61.1,3.8,35.1
W00005921,58.4,4.2,37.4
W00005922,59.3,3.2,37.6
W00005925,48.5,3,48.5
W00005926,52.7,3.5,43.8
W00005927,46.4,1.6,52
W00005987,54.8,2,43.2
W00009840,61.6,1.6,36.8
W00010495,80.4,1.6,18
W00010516,70,1,29
W00010577,61.1,2.1,36.8
