areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
W00005719,97.1,2.9,0
W00005720,98.4,1.6,0
W00005721,59.8,40.2,0
W00005722,100,0,0
W00005723,96.7,3.3,0
W00005724,88.4,11.6,0
W00005725,89.3,10.7,0
W00005726,95.5,4.5,0
W00005727,100,0,0
W00005728,90.4,8.8,0.8
W00005729,94,6,0
W00005730,85.3,14.7,0
W00005731,86.7,12.7,0.6
W00005732,63.6,35.8,0.7
W00005733,99.1,0.9,0
W00005734,98.7,1.3,0
W00005735,97.5,1.3,1.3
W00005736,98.1,1.9,0
W00005737,95.8,4.2,0
W00005738,100,0,0
W00005739,99.2,0.8,0
W00005839,99.3,0.7,0
W00005840,97.8,0.7,1.4
W00005842,97,3,0
W00005843,83.2,2.2,14.7
W00005844,99.1,0.9,0
W00005845,100,0,0
W00005846,80.7,19.3,0
W00005847,97.1,2.9,0
W00005848,99.3,0.7,0
W00005849,99.1,0.9,0
W00005850,100,0,0
W00005851,89.2,10.8,0
W00005852,99.1,0.9,0
W00005853,84.7,15.3,0
W00005854,95.2,4.8,0
W00005855,99.3,0.7,0
W00005856,100,0,0
W00005857,28.8,3.6,67.6
W00005858,98.4,1.6,0
W00005859,100,0,0
W00005860,100,0,0
W00005861,99.1,0.9,0
W00005863,100,0,0
W00005864,99.2,0.8,0
W00005865,99.2,0.8,0
W00005866,100,0,0
W00005867,100,0,0
W00005868,84.4,15.6,0
W00005869,99.1,0.9,0
W00005870,99.1,0.9,0
W00005871,86.6,13.4,0
W00005872,86.9,13.1,0
W00005873,99,1,0
W00005874,96.6,3.4,0
W00005875,96.7,3.3,0
W00005876,81.5,18.5,0
W00005878,78.5,21.5,0
W00005883,97.8,2.2,0
W00005900,99.3,0.7,0
W00005901,99.3,0,0.7
W00005918,83.6,16.4,0
W00005919,100,0,0
W00005920,99.4,0,0.6
W00005921,100,0,0
W00005922,99.2,0,0.8
W00005925,99.4,0.6,0
W00005926,76.1,23.1,0.9
W00005927,77.4,0.8,21.8
W00005987,95.2,4.2,0.6
W00009840,100,0,0
W00010495,100,0,0
W00010516,89.2,10.8,0
W00010577,96.5,2.6,0.9
