areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00005719,11,29.7,49,10.3
W00005720,6.8,48.6,37.8,6.8
W00005721,16.2,27.9,38.2,17.6
W00005722,17.2,23,45.9,13.9
W00005723,13.5,25.9,52.4,8.1
W00005724,18.4,30.6,39.8,11.2
W00005725,11.5,27.6,49.4,11.5
W00005726,11.5,26.1,52.9,9.6
W00005727,12.6,31.1,48.5,7.8
W00005728,15.7,27.3,44.6,12.4
W00005729,21.3,27.8,38.9,12
W00005730,18.1,25.5,47.9,8.5
W00005731,20.5,21.3,45.9,12.3
W00005732,20,35.6,25.6,18.9
W00005733,20.2,27.7,43.7,8.4
W00005734,17.1,30.3,46.3,6.3
W00005735,5.6,38,47.9,8.5
W00005736,18.9,32.3,41.3,7.5
W00005737,12.4,30,49.5,8.1
W00005738,10.9,32.1,52.1,4.8
W00005739,16.2,25.4,46.2,12.3
W00005839,9.9,28.7,54.4,7
W00005840,16,28.7,46,9.3
W00005842,20.8,25.8,41,12.4
W00005843,10.8,31.2,46.5,11.5
W00005844,26.6,26.6,26.6,20.3
W00005845,12.2,48,26.4,13.5
W00005846,29.9,29.9,23.9,16.4
W00005847,21.2,37.5,24.9,16.4
W00005848,14.6,45.1,30.6,9.7
W00005849,24.3,33.8,29.4,12.5
W00005850,29.7,34.4,21.9,14.1
W00005851,22.9,26,33.3,17.7
W00005852,14.7,34.3,42.2,8.8
W00005853,38.7,26.1,15.3,19.8
W00005854,26.3,32.8,21.2,19.7
W00005855,24.8,36.5,25.5,13.1
W00005856,25.9,42.2,24.4,7.4
W00005857,13.8,41.4,34.5,10.3
W00005858,21.8,33.3,33.9,10.9
W00005859,20.6,39.7,26.7,13
W00005860,18,39.1,32.3,10.5
W00005861,16.5,36.7,36.7,10.1
W00005863,18.8,39.6,27.1,14.6
W00005864,34.4,38.2,12.7,14.6
W00005865,33.6,33.6,19.8,12.9
W00005866,23.9,34.5,28.9,12.7
W00005867,23.4,31.9,34,10.6
W00005868,27.1,28,33.9,11
W00005869,17.7,36.3,33.9,12.1
W00005870,38.2,34.1,14.6,13
W00005871,22.7,28.9,28.9,19.5
W00005872,31.3,42.7,16.7,9.4
W00005873,36.9,31.9,21.3,10
W00005874,4.8,40.4,48.1,6.7
W00005875,17.3,31.7,34.6,16.3
W00005876,10,30,43.3,16.7
W00005878,8.6,28.8,57.1,5.6
W00005883,12.3,26,49.4,12.3
W00005900,12.3,31.3,45.8,10.6
W00005901,10.9,29.9,45.3,13.9
W00005918,37.2,30.7,11.7,20.4
W00005919,20.5,36.3,26.7,16.4
W00005920,23.4,32.1,29.7,14.8
W00005921,19.1,32.2,25.7,23
W00005922,28.4,35.1,21.6,14.9
W00005925,25.6,38.4,25.6,10.4
W00005926,28.3,32.1,25.5,14.2
W00005927,17.8,46.6,27.1,8.5
W00005987,10,30,52.1,7.9
W00009840,26.6,34.4,26,13
W00010495,16.4,11.1,61,11.5
W00010516,9.9,43.7,38,8.5
W00010577,16.5,33,40.4,10.1
