areacd,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
W00005719,44.2,39.1,5.1,11.6
W00005720,78,17.9,0.8,3.3
W00005721,36,11.2,33.6,19.2
W00005722,54.2,30,5.8,10
W00005723,47.2,40.6,8.9,3.3
W00005724,47.9,26.9,1.7,23.5
W00005725,50,20.2,8.9,21
W00005726,51.1,32.3,5.3,11.3
W00005727,52.4,32.9,5.6,9.1
W00005728,52.4,28.6,9.5,9.5
W00005729,65.1,23.5,0,11.4
W00005730,58.5,27.4,1.9,12.3
W00005731,61.8,17.8,3.8,16.6
W00005732,55,13.9,1.3,29.8
W00005733,59,32.5,0,8.5
W00005734,50,36.7,6.3,7
W00005735,57.5,28.8,1.3,12.5
W00005736,43.9,39.5,6.8,9.8
W00005737,51.5,36.7,5.9,5.9
W00005738,51.1,44.3,0,4.6
W00005739,54.8,32.5,0.8,11.9
W00005839,58.5,36.1,0,5.4
W00005840,60.7,26.7,3,9.6
W00005842,38.8,42.5,11.2,7.5
W00005843,61.7,31.4,0.5,6.4
W00005844,51.3,21.2,16.8,10.6
W00005845,53,33.3,7.6,6.1
W00005846,19.7,15.4,49.6,15.4
W00005847,31.4,48.2,5.3,15.1
W00005848,55.2,24.1,12.4,8.3
W00005849,50.5,42.3,0,7.2
W00005850,35.6,32.6,18.2,13.6
W00005851,65.9,26.4,0,7.8
W00005852,62.2,27,1.8,9
W00005853,28.3,37.4,18.2,16.2
W00005854,33.6,32,24.8,9.6
W00005855,57.2,34.8,7.2,0.7
W00005856,55,40,0,5
W00005857,86.8,3.5,0,9.6
W00005858,30.8,45.8,0.8,22.5
W00005859,33.1,30.6,2.4,33.9
W00005860,41.4,40.5,0,18
W00005861,40.2,37.4,0.9,21.5
W00005863,58.2,25.5,7.3,9.1
W00005864,4.5,26.5,0.8,68.2
W00005865,35.2,29.5,19.7,15.6
W00005866,50.4,31.2,0,18.4
W00005867,43.1,24.8,20.2,11.9
W00005868,50.8,20.8,11.5,16.9
W00005869,59.3,33.6,0,7.1
W00005870,17,20.5,38.4,24.1
W00005871,41.2,25.7,11.8,21.3
W00005872,46.8,22.9,19.3,11
W00005873,4.1,15.5,1,79.3
W00005874,62.6,31.3,0.9,5.2
W00005875,55.3,29.3,8.1,7.3
W00005876,63.4,17.6,4.6,14.5
W00005878,49.8,34.4,5.6,10.2
W00005883,46.5,47,0,6.5
W00005900,50.7,37.3,0.7,11.3
W00005901,44.4,39.4,2.8,13.4
W00005918,23.1,28.9,35.5,12.4
W00005919,16.7,39.9,0,43.5
W00005920,32.7,49.7,0,17.6
W00005921,29.2,42.3,0,28.5
W00005922,32.5,30.9,0,36.6
W00005925,47.3,39,6,7.7
W00005926,30.4,22.6,31.3,15.7
W00005927,57.7,26,4.1,12.2
W00005987,47.9,42.4,3.6,6.1
W00009840,33.9,30.6,7.3,28.2
W00010495,6.5,23.5,2,68
W00010516,9.2,44.6,21.5,24.6
W00010577,39.6,39.6,7.5,13.2
