areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00005719,3.5,34.5,46.5,15.5
W00005720,10.5,46,30.6,12.9
W00005721,28.8,52.8,14.4,4
W00005722,9.9,25.6,47.1,17.4
W00005723,4.4,35.4,46.4,13.8
W00005724,17.1,43.9,29.3,9.8
W00005725,8.9,48.8,33.3,8.9
W00005726,6,29.1,50.7,14.2
W00005727,13.6,47.1,32.1,7.1
W00005728,8.8,39.2,34.4,17.6
W00005729,16.1,51.7,24.8,7.4
W00005730,13.8,36.7,40.4,9.2
W00005731,12.2,46.8,30.1,10.9
W00005732,20.4,54.6,17.8,7.2
W00005733,9.4,34.2,47.9,8.5
W00005734,7,20.3,49.4,23.4
W00005735,7.5,31.3,43.8,17.5
W00005736,5.3,18.9,47.1,28.6
W00005737,2.4,28.4,43.2,26
W00005738,5.3,19.7,58.3,16.7
W00005739,2.4,23.2,46.4,28
W00005839,3.4,28.9,43,24.8
W00005840,6.5,32.6,42,18.8
W00005842,5.9,25.7,46.3,22.1
W00005843,9.2,32.6,40.8,17.4
W00005844,16.4,55.2,21.6,6.9
W00005845,9.8,50.4,27.1,12.8
W00005846,29.9,52.1,14.5,3.4
W00005847,7.4,44.3,36.9,11.5
W00005848,12,39.4,32.4,16.2
W00005849,7.4,31.5,44.4,16.7
W00005850,19.1,45,29,6.9
W00005851,16.3,42.6,33.3,7.8
W00005852,4.5,41.4,40.5,13.5
W00005853,12.2,44.9,35.7,7.1
W00005854,14.4,43.2,32.8,9.6
W00005855,12.4,43.8,27.7,16.1
W00005856,9.2,41.7,32.5,16.7
W00005857,21.6,66.7,9,2.7
W00005858,5.7,48.4,36.1,9.8
W00005859,7.2,53.6,36,3.2
W00005860,4.5,45.9,32.4,17.1
W00005861,12,50,33.3,4.6
W00005863,16.1,44.6,29.5,9.8
W00005864,12.9,46.2,34.8,6.1
W00005865,15.1,46.2,29.4,9.2
W00005866,8.7,38.9,38.9,13.5
W00005867,20,42.7,28.2,9.1
W00005868,18.3,38.1,27.8,15.9
W00005869,8.9,36.6,34.8,19.6
W00005870,22.7,47.3,23.6,6.4
W00005871,25.7,47.8,17.6,8.8
W00005872,29.9,38.3,23.4,8.4
W00005873,17.6,52.1,28.7,1.6
W00005874,9.3,52.5,30.5,7.6
W00005875,13,44.7,34.1,8.1
W00005876,22.3,47.7,24.6,5.4
W00005878,4.7,33.2,44.4,17.8
W00005883,1.6,17.4,50.5,30.4
W00005900,2.1,22.9,49.3,25.7
W00005901,5.7,18.4,44,31.9
W00005918,15.3,44.4,27.4,12.9
W00005919,23.7,41.5,25.2,9.6
W00005920,7.9,33.3,40.6,18.2
W00005921,12.2,42.4,37.4,7.9
W00005922,12.2,45.5,31.7,10.6
W00005925,7.7,46.2,35.7,10.4
W00005926,22.9,43.2,23.7,10.2
W00005927,4.9,49.6,32.5,13
W00005987,6.6,25.9,44,23.5
W00009840,4,37.9,48.4,9.7
W00010495,8.4,53.5,31.6,6.5
W00010516,12.3,56.9,23.1,7.7
W00010577,7.1,44,36,12.9
