areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00084753,26.4,73.6
E00138025,24.5,75.5
E00138026,23.6,76.4
E00138027,27.2,72.8
E00138028,21.3,78.8
E00138029,28.2,71.8
E00138030,24.1,75.9
E00138031,23.5,76.5
E00138032,22.9,77.1
E00138033,21.3,78.7
E00138034,27.6,72.4
E00138035,19.1,80.9
E00138036,22.9,77.1
E00138037,26.6,73.4
E00138038,27.4,72.6
E00138039,29.8,70.2
E00138040,21.7,78.3
E00138041,20,80
E00138042,17.4,82.6
E00138043,25.1,74.9
E00138044,23.1,76.9
E00138045,23.8,76.2
E00138046,22.7,77.3
E00138047,22.7,77.3
E00138048,20.2,79.8
E00138049,23.2,76.8
E00138050,21.3,78.7
E00138051,31.8,68.2
E00138052,26.8,73.2
E00138053,31.5,68.5
E00138054,26.3,73.7
E00138055,31,69
E00138056,32.9,67.1
E00138057,18.2,81.8
E00138058,32.4,67.6
E00138059,19.5,80.5
E00138060,25.1,74.9
E00138061,33.9,66.1
E00138062,16.8,83.2
E00138063,32.4,67.6
E00138064,26,74
E00138065,30.1,69.9
E00138066,28.1,71.9
E00138067,30.1,69.9
E00138068,29.6,70.4
E00138069,33.1,66.9
E00138070,29,71
E00138071,29.7,70.3
E00138072,14.9,85.1
E00138073,23,77
E00138074,21.2,78.8
E00138075,30,70
E00138076,21.2,78.8
E00138077,34.7,65.3
E00138078,24.2,75.8
E00138080,33.5,66.5
E00138081,35.3,64.7
E00138212,27.5,72.5
E00138213,34.1,65.9
E00138214,31.3,68.7
E00138215,31.3,68.7
E00138216,30.1,69.9
E00138217,24.8,75.2
E00138218,29.7,70.3
E00138219,34.9,65.1
E00138220,24.4,75.6
E00138221,33.7,66.3
E00138222,26.3,73.7
E00138223,23,77
E00138224,30.1,69.9
E00138225,30.9,69.1
E00138226,24.8,75.2
E00138227,33.9,66.1
E00138228,22.2,77.8
E00138229,20.8,79.2
E00138230,33.6,66.4
E00138231,29.8,70.2
E00138232,23.2,76.8
E00138233,23.8,76.2
E00138234,24.8,75.2
E00138235,21.2,78.8
E00138236,27.5,72.5
E00138237,31,69
E00138238,25.4,74.6
E00138239,33.8,66.2
E00138240,29.8,70.2
E00138242,30.1,69.9
E00138244,27.8,72.2
E00138246,24.9,75.1
E00138247,32.5,67.5
E00138248,21.1,78.9
E00138249,20.6,79.4
E00138250,34.3,65.7
E00138251,22,78
E00138255,36.9,63.1
E00138256,33.8,66.2
E00138257,28.8,71.2
E00138258,22,78
E00138259,22.8,77.2
E00138260,30.1,69.9
E00138261,22.5,77.5
E00138262,26.9,73.1
E00138263,20.3,79.7
E00138264,36.7,63.3
E00138265,22.5,77.5
E00138266,28.5,71.5
E00138267,26.8,73.2
E00138268,24,76
E00138270,27.7,72.3
E00138271,27.2,72.8
E00138272,28.3,71.7
E00138273,19.4,80.6
E00138274,23.4,76.6
E00138275,26.3,73.7
E00138276,18.8,81.3
E00138277,27.4,72.6
E00138278,23,77
E00138279,22.9,77.1
E00138280,34.9,65.1
E00138281,27.8,72.2
E00138282,22.8,77.2
E00138283,25.2,74.8
E00138284,25.6,74.4
E00138285,22.4,77.6
E00138286,28.8,71.2
E00138287,26.4,73.6
E00138291,24.4,75.6
E00138292,31.6,68.4
E00138293,23.4,76.6
E00138294,22.2,77.8
E00138296,29.8,70.2
E00138297,27.5,72.5
E00138300,26.2,73.8
E00138301,22.9,77.1
E00138303,34.6,65.4
E00138307,23,77
E00138309,25.3,74.7
E00138314,23.5,76.5
E00138316,29.7,70.3
E00138318,27.2,72.8
E00138319,21.2,78.8
E00138348,25.7,74.3
E00138349,29,71
E00138350,22.7,77.3
E00138351,31.4,68.6
E00138352,29,71
E00138353,24.6,75.4
E00138354,28.3,71.7
E00138355,28.3,71.7
E00138356,29.9,70.1
E00138357,23.3,76.7
E00138358,28.4,71.6
E00138359,31.1,68.9
E00138360,31.3,68.7
E00138361,22.5,77.5
E00138362,34.9,65.1
E00138363,35.8,64.2
E00138364,20.8,79.2
E00138365,25.4,74.6
E00138366,27.7,72.3
E00138367,22.9,77.1
E00138373,33.3,66.7
E00138374,26,74
E00138375,39.7,60.3
E00138379,30.5,69.5
E00138380,30.6,69.4
E00138381,24.6,75.4
E00138385,31.5,68.5
E00138392,25.6,74.4
E00138393,23.6,76.4
E00138394,25.5,74.5
E00138397,23.4,76.6
E00138398,30.6,69.4
E00138402,26.3,73.7
E00138472,36.5,63.5
E00138473,29.5,70.5
E00138474,29.1,70.9
E00138475,26.8,73.2
E00138476,25,75
E00138477,23.1,76.9
E00138478,23.5,76.5
E00138479,25,75
E00138503,29.2,70.8
E00138508,19.1,80.9
