areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00126481,94.3,0.5,3,2.2
E00126482,89.5,0.7,8.8,1
E00126483,89.7,0,10,0.4
E00126484,86.8,0,12.5,0.7
E00126485,92.1,0,7.6,0.4
E00126486,95.3,0,4.7,0
E00126487,92.6,0,7.4,0
E00126488,91.4,0,8.3,0.3
E00126489,91.7,0,8.3,0
E00126490,96.1,0,3.9,0
E00126491,89.8,0,8.3,1.9
E00126563,96.2,0,3.8,0
E00126564,89.2,0,10.8,0
E00126565,94.1,1.3,4.4,0.3
E00126568,94.3,0,5.7,0
E00126570,92,0,7.7,0.3
E00126571,95.5,0,4.5,0
E00126572,94.9,0,4.4,0.7
E00126573,91.6,0,8.4,0
E00126575,96.4,0.4,3.1,0
E00126578,89.7,0.4,9.6,0.2
E00126609,91.5,0.3,6.9,1.3
E00126612,91.9,0.8,6.8,0.4
E00126622,92.6,0.3,7.1,0
E00126623,92.8,0.7,6.5,0
E00126625,91.3,0,8.7,0
E00126626,94.9,0.3,4.4,0.3
E00126628,92.2,0,7.4,0.3
E00126630,92.2,0.3,7.5,0
E00126631,94.7,0,4.6,0.7
E00126632,97,0.5,2.2,0.2
E00126633,91.5,0,8.5,0
E00126637,94.5,0,5.5,0
E00126639,95.9,0,4.1,0
E00126643,92.1,0,7.6,0.3
E00126644,93.2,0.6,5.4,0.9
E00126645,93,0,5.9,1.1
E00126646,89.1,0.2,10.7,0
E00126648,86.4,0.2,13.3,0
E00126649,95,0,5,0
E00126651,91,0.3,7.8,0.8
E00126652,81.2,0,17.8,1
E00126654,89.6,0,8.5,1.9
E00126656,92.5,0.5,7,0
E00126657,90.7,0,9.3,0
E00126658,93.3,0,6.7,0
E00126661,95.6,0.4,3.5,0.4
E00126662,96.6,0,3.4,0
E00126663,89.9,0,10.1,0
E00126664,95,0,4.7,0.3
E00126666,93.5,0.5,5.7,0.3
E00126667,96.8,0.6,2.6,0
E00126668,94.1,0,5.9,0
E00126669,96.1,0,3.9,0
E00126670,94.1,0.5,5.2,0.2
E00126674,95.3,0,4.7,0
E00126675,92.6,0,5.6,1.9
E00126676,94.6,0.7,4.1,0.7
E00126677,88.6,0,10.7,0.6
E00126678,94.5,0.4,4.8,0.4
E00126700,93.4,0,6.6,0
E00126703,91.8,0.3,7.6,0.3
E00126704,97.9,0,1.9,0.3
E00126705,91.2,0,7.9,0.9
E00126706,95.2,0.4,4.4,0
E00126707,90.8,0,9.2,0
E00126708,95.3,0,4.7,0
E00126709,94.8,0,5.2,0
E00126711,88.5,0.3,9.8,1.4
E00126713,95,0,4.6,0.4
E00126720,92.4,0.3,6.3,1
E00126721,90.1,0,9.9,0
E00126722,85.3,0.8,13.5,0.4
E00126723,94.1,0,5.9,0
E00126724,92.7,0.3,7,0
E00126725,88.1,0,9.9,2
E00126727,96.3,0,2.8,0.9
E00126728,99.6,0,0.4,0
E00126729,92.4,0,7.6,0
E00126730,94.7,0,4.1,1.2
E00126731,97.1,0,2.9,0
E00126733,94.7,0,4.1,1.2
E00126734,92,1,7,0
E00126735,92.9,0.3,5.8,1
E00126736,93.7,0,5.8,0.5
E00126737,91.3,0.7,8,0
E00126738,86,0.4,13.6,0
E00126739,93.4,0,6.6,0
E00126740,94.2,0,5.3,0.5
E00126741,93.5,0.4,6.2,0
E00126742,93.8,0,5.4,0.8
E00126743,92.6,0,7.4,0
E00126744,96.2,0,3.8,0
