geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00097332,10.5,42.1,6.6,38.9,1.8
E00097337,10.9,40.6,6.3,39.6,2.6
E00097338,8.8,37.3,5.5,45.6,2.8
E00097339,11.6,37.1,11.6,37.5,2.2
E00097340,25,41.4,9.5,21.4,2.7
E00097341,27.1,46.2,5.4,17.2,4.1
E00097342,23.4,43.5,11.2,17.8,4.2
E00097348,25,43.9,10.5,19.3,1.3
E00097349,12.7,39.2,8.2,38.8,1.2
E00097350,9.2,42,8.1,40.3,0.3
E00097351,9.3,52.2,3.5,31.4,3.5
E00097352,11,42,8.8,35.4,2.9
E00097353,18.4,42.8,11.6,24.4,2.8
E00097354,23.2,38.6,11.4,24,2.8
E00097355,10,44.5,9,33.6,3
E00097356,14.3,52.5,6.1,25,2
E00097357,11.9,46.3,6.6,32.6,2.6
E00097358,16.3,41.2,10,29.9,2.7
E00097359,7.8,40.6,7.4,42.2,2
E00097360,10.3,40.1,8.2,36.6,4.7
E00097361,28.6,44.2,6.1,19.5,1.7
E00097362,14,41.1,9.3,32.2,3.4
E00097363,15.2,47.1,6,29.3,2.3
E00097364,28.5,41.1,4.6,25.8,0
E00097365,30.1,34.7,8.5,25,1.7
E00097370,13.4,46.9,6.9,30.9,1.9
E00097371,28.4,50.5,8.3,11,1.8
E00097373,21.3,41.8,10.9,24.3,1.7
E00097374,19.6,50.2,6.4,20.9,3
E00097375,19.8,44.9,10.6,22.1,2.7
E00097378,34.3,42.4,7.6,12.6,3
E00097379,34.7,43.1,7.2,13.2,1.8
E00097384,36.8,40.2,10.3,9.8,2.9
E00097385,18.7,47.2,7.7,25.2,1.2
E00097386,18.1,41.2,5.9,33.6,1.3
E00097397,28,42.3,8.9,17.9,2.8
E00097398,18,47.8,7.9,21.2,5
E00097399,33,44,8.1,10.5,4.3
E00097400,15.2,40.6,12.5,27.7,4
E00097401,22.1,50.4,7.9,15.8,3.8
E00097402,32.4,49.3,4.2,11.7,2.3
E00097403,32.9,41.3,9,13.8,3
E00097404,26.1,50.9,6.4,16.1,0.5
E00097405,35.9,38.8,6.3,16.5,2.4
E00097406,19.2,52,7.4,17,4.4
E00097407,36.5,40.6,6.4,16.4,0
E00097408,30.5,46.4,7.3,15.9,0
E00097409,17.9,48,5.7,24.8,3.7
E00097410,16.9,46.7,6.4,26.8,3.3
E00097411,14.8,47.3,11.5,23.9,2.5
E00097412,23.1,41.7,10.2,22.7,2.4
E00097413,9.2,49.2,6.9,33.8,0.8
E00097414,14.8,43.5,9.1,30.1,2.4
E00097415,40.9,32.2,10.1,13.4,3.4
E00097416,28.2,42.1,6.9,21.3,1.5
E00097417,15.3,43.5,11.7,26.6,2.8
E00097418,18.2,42.7,9.8,25.3,4
E00097419,18,52.5,8.3,19.8,1.4
E00097420,11.9,48.2,10.9,27.5,1.6
E00097421,27.5,37.6,7.9,23.3,3.7
E00097422,18.7,47.3,7.2,23.9,2.9
E00097423,25.4,42.3,11.1,21.2,0
E00097424,31.4,40.6,9.7,16.6,1.7
E00097425,29.6,47.6,7.7,14.6,0.4
E00097426,26.4,40.7,7.1,21.4,4.4
E00097427,19.5,42.8,10.7,24.5,2.5
E00097446,14.4,37.6,9.2,38.7,0
E00097447,39.9,30.1,7.3,19.2,3.6
E00097448,23.6,42.2,4.5,23.1,6.5
E00097449,27.9,32.9,8.6,30.7,0
E00097450,48,29.3,6.5,12.2,4.1
E00097451,12.6,42.7,8.7,31.6,4.3
E00097452,26.2,38.5,10.8,21.9,2.7
E00097453,16.4,36.4,6.7,37.5,3
E00097454,21.4,46,5.2,23.4,4
E00097455,24.1,44.1,9.1,22.3,0.5
E00097456,12.4,44.2,10.8,31.3,1.2
E00097457,23.1,37,8.1,31.8,0
E00097458,22.9,37.9,7.9,27.7,3.6
E00097459,32.5,38.9,7.9,16.7,4
E00097460,33.5,32.4,7.5,26,0.6
E00097461,29.5,35.8,4.7,27.9,2.1
E00097467,22.8,42,5.8,26.3,3.1
E00097468,22.3,45.2,10.6,20.2,1.6
E00097469,22.8,42.9,8.2,25.5,0.5
E00097470,35.8,33.5,7.3,19.7,3.7
E00097471,29.8,34.3,9.7,22.2,4
E00097472,21.8,51.1,7.1,17.3,2.7
E00097473,18.4,47.7,13.2,18.4,2.3
E00097474,28.1,39.5,7.1,24.3,1
E00097475,11.8,44.6,8.9,32.5,2.2
E00097476,19.9,41.7,7.3,29.1,1.9
E00097477,22.8,44.7,11.7,15.7,5.1
E00097478,28.4,46.2,4.9,19.6,0.9
E00097479,23.5,39.1,6.5,26.5,4.3
E00097480,44,33.3,8,14.7,0
E00097481,20.2,39.7,6.9,29.1,4
E00097482,8.3,44.5,8.7,36.6,1.9
E00097483,16.2,42.3,9.1,30.4,2
E00097484,26.6,37.1,8.3,23.1,4.8
E00097485,15.4,43.4,8.1,29.9,3.2
E00097486,9.7,51.2,7.3,29.8,2.1
E00097487,13.6,36.8,11.2,35.1,3.3
E00097488,12.2,45.8,7.6,34.4,0
E00097489,17,38.9,11.4,28.4,4.4
E00097499,17.2,43.1,11.1,27.1,1.5
E00097500,24.3,38.5,12.4,23.5,1.3
E00097501,16.4,49.2,10,22.4,2
E00097502,24.7,38.3,11.5,23,2.6
E00097503,29.7,42.8,7.4,16.6,3.5
E00097504,27.8,44.4,10.9,14.9,2
E00097505,23.5,39.1,9.9,25.9,1.6
E00097506,26.1,40.8,10.6,22.5,0
E00097507,38.8,35.2,11.5,11.5,3
E00097513,26,52.4,2.2,16,3.5
E00097514,24.5,45.5,8.5,19.5,2
E00097515,29.8,45.2,7.2,15.9,1.9
E00097516,35.7,48,4.1,9,3.2
E00097517,29.7,51.7,4.8,13.4,0.5
E00097518,33.2,43.2,5.8,13.7,4.2
E00097519,29.6,42.1,7.9,16.3,4.2
E00097520,28.3,45.2,9.1,15.5,1.8
E00097521,35,45.8,5.4,12.1,1.7
E00097522,24.2,50,10.3,15.5,0
E00097523,41.1,39.8,7.3,10.2,1.6
E00097524,32.8,43.9,8.6,11.6,3
E00097525,28,46,7.6,15.2,3.3
E00097526,33.6,44.1,5.2,14.8,2.2
E00097527,28.8,41.4,10.7,16.3,2.8
E00097528,23.2,45.9,8.9,20.3,1.6
E00097529,19.9,43.8,9.5,25.2,1.6
E00097531,16.5,33.3,11.2,36,3
E00097544,11.8,45.1,8.3,31.9,2.8
E00097545,8.3,36.1,7.8,45.9,2
E00097546,7.4,36.2,5.3,49,2.1
E00097547,5.2,27.9,6.1,58,2.8
E00097548,6.7,33.6,6.7,50.8,2.1
E00097549,11,35.7,6.2,42.3,4.8
E00097550,28.5,45.3,3.6,20.4,2.2
E00097551,25,50.3,4.3,19,1.3
E00097553,40.5,39.5,6.5,11.6,1.9
E00097554,40.4,34.9,4.6,17,3.2
E00097555,15.3,41.5,6.4,34.2,2.6
E00097556,44.4,41.8,4.6,8.7,0.5
E00097557,24.9,47.8,10.7,12.7,3.9
E00097558,38.9,43.2,3.1,13.6,1.2
E00097559,24.4,48.8,9.8,14.6,2.4
