geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00053353,53.6,1.8,44.6
E00053357,56.5,0,43.5
E00053359,47.6,5.3,47.1
E00053360,52.2,3,44.8
E00053361,50.7,1.1,48.2
E00053362,45,0.7,54.2
E00053363,53.2,3.4,43.5
E00053364,32.6,0.5,66.8
E00053365,62.4,2.5,35
E00053366,56.9,3.7,39.4
E00053369,65.7,2.1,32.2
E00053370,60.5,0.6,38.9
E00053371,77.2,3.4,19.4
E00053372,44.6,3,52.4
E00053373,44.4,1.4,54.2
E00053374,50.7,2.6,46.7
E00053375,53.9,0.8,45.3
E00053376,58.9,0,41.1
E00053377,55.9,2.6,41.4
E00053378,57,4.5,38.5
E00053379,51.7,2.4,45.9
E00053380,54.3,0,45.7
E00053381,63.9,4.2,31.9
E00053382,66.6,3.3,30.2
E00053383,58.2,3.3,38.5
E00053384,64.2,4.7,31.1
E00053385,61.7,1.5,36.8
E00053386,48.8,4.2,47.1
E00053401,59.4,0.4,40.2
E00053403,56.1,2.4,41.5
E00053404,65.1,0.6,34.4
E00053405,51.6,1.8,46.6
E00053406,49.5,5.4,45.1
E00053407,57.1,1.3,41.6
E00053408,46,0.4,53.7
E00053410,63.8,2.5,33.8
E00053411,60.9,2.3,36.8
E00053412,65.3,2.7,32
E00053414,64.1,1.7,34.2
E00053415,41.9,2.9,55.2
E00053416,77.3,3.9,18.8
E00053417,64,2.9,33.1
E00053418,62.7,0.9,36.4
E00053419,40.4,3.4,56.2
E00053420,62.7,3.8,33.5
E00053421,57.4,5.5,37.2
E00053422,62.9,4.7,32.4
E00053424,45.2,7.7,47
E00053425,70.4,4.9,24.6
E00053426,53.4,5.3,41.3
E00053427,55.4,5.4,39.2
E00053428,64.6,3.9,31.5
E00053430,38.2,1.4,60.4
E00053431,58.2,1.6,40.2
E00053432,49.3,4.2,46.5
E00053434,75.2,0,24.8
E00053435,59.3,2.1,38.6
E00053436,54.5,5.6,39.9
E00053437,58.3,0,41.7
E00053438,64.8,4.7,30.5
E00053439,48.6,0.7,50.7
E00053451,62.8,3.2,34
E00053453,61.5,3.4,35.1
E00053454,61.3,1.1,37.6
E00053455,72.5,1.2,26.3
E00053456,59.1,0.3,40.6
E00053457,55.2,2.5,42.3
E00053458,49.8,1.6,48.5
E00053459,71,0.3,28.7
E00053460,59.1,2.2,38.8
E00053462,53.7,1.2,45
E00053463,46.4,3.4,50.2
E00053464,50.7,2.2,47
E00053465,54.6,0.4,45
E00053466,59.5,2.8,37.7
E00053467,54,2.5,43.5
E00053468,52.9,5.3,41.9
E00053469,56.5,1.4,42
E00053470,61.7,1.5,36.8
E00053471,59.6,3,37.4
E00053472,55.9,2.1,42
E00053473,53.8,0.5,45.8
E00053474,39.7,0,60.3
E00053475,54.8,2.5,42.7
E00053476,57.9,1.8,40.2
E00053477,51.9,1.9,46.2
E00053478,66.7,4,29.4
E00053479,53,2.6,44.3
E00053480,51.4,3.5,45.1
E00053481,42.9,1.9,55.2
E00053482,56.7,0.8,42.5
E00053483,56.6,1.3,42
E00053484,42.3,3.6,54
E00053485,50.9,4.7,44.4
E00053486,59,3.8,37.2
E00053487,56.3,1.1,42.6
E00053488,50.8,1.7,47.5
E00053489,60.6,2.3,37.1
E00053490,41.5,3.5,55
E00053491,43,0.8,56.2
E00053493,65.9,0.2,33.9
E00053494,57.7,3.3,38.9
E00053495,59.9,3.8,36.3
E00053496,50.9,0.5,48.6
E00053497,66.4,2.8,30.8
E00053498,65.4,2.3,32.3
E00053499,65.2,2.6,32.2
E00053500,62.3,1,36.8
E00053501,55,1.9,43
E00053502,54.9,3.4,41.6
E00053503,69.2,2.7,28.1
E00053641,50,4.5,45.5
E00053642,51.5,4.1,44.4
E00053643,54.7,3.3,42
E00053644,56.6,3,40.4
E00053645,64.5,1.9,33.6
E00053646,56.6,2.7,40.7
E00053647,59.3,1.3,39.4
E00053648,40,7.7,52.3
E00053649,58.1,1.2,40.7
E00053650,44.4,4.1,51.6
E00053651,48.6,1.9,49.5
E00053652,26.5,10.1,63.5
E00053653,60.2,3.7,36.1
E00053654,51.2,6.4,42.4
