geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00053353,12.8,64.5,9.9,12.8
E00053357,0.7,19.1,35.5,44.7
E00053359,38.7,10.2,42.3,8.8
E00053360,2.9,18.6,65,13.6
E00053361,3.8,20.6,24.4,51.1
E00053362,4.2,14.1,34.5,47.2
E00053363,22.2,34.7,34,9
E00053364,23.6,17.3,31.8,27.3
E00053365,0,6.7,42.5,50.8
E00053366,10.9,12.3,37.7,39.1
E00053369,2.4,18.7,65.9,13
E00053370,0,5.4,22.8,71.8
E00053371,0.8,9,79.7,10.5
E00053372,1.5,46.2,36.9,15.4
E00053373,0,2.8,21.5,75.7
E00053374,1.4,39.5,47.6,11.6
E00053375,2.9,52.9,35.7,8.6
E00053376,0.7,2,36.5,60.8
E00053377,21,42.8,27.5,8.7
E00053378,17.5,35,39.8,7.8
E00053379,30.8,39.2,23.8,6.2
E00053380,8.8,44.6,37.8,8.8
E00053381,4.9,42.6,44.3,8.2
E00053382,21.2,28.6,37.4,12.8
E00053383,24.1,40.6,21.1,14.3
E00053384,16.9,41.9,32.4,8.8
E00053385,22.3,37.2,33.9,6.6
E00053386,24.7,32.3,40.5,2.5
E00053401,3.6,20.9,47.5,28.1
E00053403,1.6,14.2,46.5,37.8
E00053404,0,13.1,25,61.9
E00053405,0,11.4,43.2,45.5
E00053406,30.3,37,29.4,3.4
E00053407,1.4,7.8,35.5,55.3
E00053408,0,14.8,36.6,48.6
E00053410,3.2,34.9,50.8,11.1
E00053411,44.3,42.3,10,3.5
E00053412,9.8,52.3,25,12.9
E00053414,6.1,25.2,33.2,35.5
E00053415,3.9,57.5,20.4,18.2
E00053416,0.8,20.3,42.1,36.8
E00053417,7.9,50.6,33.5,7.9
E00053418,0.5,30.3,38.9,30.3
E00053419,72.1,7.4,19.7,0.8
E00053420,9.3,22,38.1,30.5
E00053421,3.1,62.5,30.2,4.2
E00053422,27.1,18.8,52.1,2.1
E00053424,52.2,15,31.9,0.9
E00053425,0,39.1,51.7,9.3
E00053426,27.1,38.6,24.3,10
E00053427,17.6,21.2,44.8,16.4
E00053428,3.8,58.1,36.2,1.9
E00053430,48.1,45.6,3.8,2.5
E00053431,0,26.8,63.8,9.4
E00053432,14.1,43,33.6,9.4
E00053434,0.7,14.9,53.7,30.6
E00053435,14.1,28.2,37.4,20.2
E00053436,9.2,42.5,41.7,6.7
E00053437,4.4,31.6,33.5,30.4
E00053438,4,48.3,32.2,15.4
E00053439,4,35.3,37.3,23.3
E00053451,9.4,12.3,44.2,34.1
E00053453,22.2,16.7,37.3,23.8
E00053454,10,22.7,53.3,14
E00053455,5.7,29.7,30.9,33.7
E00053456,1.7,32.6,29.1,36.6
E00053457,5.8,39.6,41.7,12.9
E00053458,6.1,42.9,23.3,27.6
E00053459,2.1,17.8,46.6,33.6
E00053460,15.2,36.1,31,17.7
E00053462,2.9,38.7,38.7,19.7
E00053463,0.9,28.3,57.5,13.2
E00053464,2.2,21.9,27.7,48.2
E00053465,0,11.4,52.8,35.8
E00053466,1.6,28.2,49.2,21
E00053467,3,38.6,38.6,19.7
E00053468,4.8,33.1,41.1,21
E00053469,5.1,26.3,37.8,30.8
E00053470,4.9,46.2,44.1,4.9
E00053471,0.8,11.1,77,11.1
E00053472,0.8,2.3,70.8,26.2
E00053473,1.8,27.2,48.2,22.8
E00053474,40.6,32.7,24.8,1.8
E00053475,0,5.8,72.5,21.7
E00053476,5.4,27,56.8,10.8
E00053477,7.9,19.3,48.2,24.6
E00053478,14.2,45.3,24.7,15.8
E00053479,1.6,41.1,50.4,7
E00053480,17.2,35.2,38.6,9
E00053481,3.1,47.7,36.7,12.5
E00053482,1.6,33.9,40.3,24.2
E00053483,11.3,29,31.5,28.2
E00053484,15.7,15.7,61.2,7.5
E00053485,27.7,42.6,18.2,11.5
E00053486,5.8,26.3,32.6,35.3
E00053487,9.6,32.5,40.8,17.2
E00053488,1.6,27.9,45,25.6
E00053489,2.4,19.6,45.2,32.7
E00053490,42,32.8,17.6,7.6
E00053491,2.2,25.9,32.6,39.3
E00053493,1.7,13.7,43.2,41.5
E00053494,2.6,40.5,39.2,17.6
E00053495,6.4,15.3,32.5,45.9
E00053496,35.6,18.5,42.2,3.7
E00053497,5.6,42.6,32.9,18.9
E00053498,3.2,28.2,31.9,36.7
E00053499,5.2,37.9,40.9,15.9
E00053500,0,24,46.1,29.9
E00053501,2.3,27.5,35.9,34.4
E00053502,11.9,28.9,46.7,12.6
E00053503,6,27.6,58.2,8.2
E00053641,0.7,42.7,49,7.7
E00053642,0,17.9,67.9,14.2
E00053643,1.4,3.6,78.6,16.4
E00053644,1.6,7.2,47.2,44
E00053645,0.6,27.7,56,15.7
E00053646,4,19.6,15.1,61.3
E00053647,3.1,40,36.9,20
E00053648,25.7,14.7,52.2,7.4
E00053649,2.7,36.9,41.4,18.9
E00053650,1.3,40.1,44.6,14
E00053651,3.4,35.3,44.8,16.4
E00053652,46.9,34.4,16.4,2.3
E00053653,5,5,73.1,16.8
E00053654,11.1,13.3,62.2,13.3
E00053655,33.3,37.9,15.9,12.9
E00053656,1.2,18.1,56.6,24.1
E00053657,15.1,41.3,19.6,24
E00053658,4.5,24.1,40.6,30.8
E00053659,18.6,40.7,30.5,10.2
E00053660,17.1,41,27.4,14.5
E00053661,10.4,29.9,37.3,22.4
E00053663,0.8,2.4,73.2,23.6
E00053664,0,3.9,71.1,25
E00053665,2.2,2.2,65.9,29.6
E00053666,12.5,8.5,59.1,19.9
E00053667,0.9,13.5,74.8,10.8
E00053668,10,36.2,38.5,15.4
E00053670,0.8,24.6,72.3,2.3
E00053671,48.7,20,20,11.3
E00053672,0,48.5,41,10.4
E00053673,0,24.4,63.7,11.9
E00053674,5.3,18.2,62.9,13.6
E00053675,13.9,13.1,69.3,3.6
E00053676,1.4,17.1,80.7,0.7
E00053677,4.3,35.7,50.7,9.3
E00053678,25.9,41.8,29.7,2.5
E00053679,4.1,15.9,68.3,11.7
E00053680,6.9,43.8,43.8,5.4
E00053681,5.1,28.5,56.2,10.2
E00053682,1.5,43.5,39.7,15.3
E00053683,4.2,9.9,59.2,26.8
E00053684,57.8,37.6,3.7,0.9
E00053685,6.1,26.5,54.5,12.9
E00053686,6.9,68.3,18.6,6.2
E00053786,4.3,14.6,57.9,23.2
E00053787,41.7,13.6,23.3,21.4
E00053788,1.5,9,71.6,17.9
E00053789,1.1,9.2,59.2,30.4
E00053790,50.8,27.8,13.5,7.9
E00053791,6.1,39.5,39.5,14.9
