geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00053353,1.6,45.3,53.1
E00053357,4.3,16.5,79.1
E00053359,0.7,48.2,51.1
E00053360,7.7,32.4,59.9
E00053361,0.8,28.6,70.6
E00053362,5,25.5,69.5
E00053363,3.4,39.3,57.2
E00053364,2.8,37,60.2
E00053365,2.5,20.8,76.7
E00053366,1.5,23.5,75
E00053369,0.8,25.8,73.4
E00053370,2.7,17,80.3
E00053371,3.1,16,80.9
E00053372,5.4,23.8,70.8
E00053373,4.1,15.6,80.3
E00053374,4.6,30.3,65.1
E00053375,2.9,35,62.1
E00053376,4.8,15.6,79.6
E00053377,2.9,38.2,58.8
E00053378,2.4,42.5,55.1
E00053379,5.3,47.7,47
E00053380,2.7,37.8,59.5
E00053381,5,28.9,66.1
E00053382,8.9,43.1,48
E00053383,4.7,32.3,63
E00053384,4.5,49.3,46.3
E00053385,2.5,36.1,61.3
E00053386,4.4,49.4,46.2
E00053401,3.6,27.5,68.8
E00053403,2.4,22.4,75.2
E00053404,3.6,15.5,81
E00053405,1.5,19.7,78.8
E00053406,4.2,47.5,48.3
E00053407,4.9,15.5,79.6
E00053408,3.5,25.7,70.8
E00053410,3.2,25.6,71.2
E00053411,2,70.1,27.9
E00053412,8.5,37.7,53.8
E00053414,3.3,34.6,62.1
E00053415,2.2,35.9,61.9
E00053416,8.2,24.6,67.2
E00053417,3.6,39.3,57.1
E00053418,1.1,23.7,75.3
E00053419,2.4,63.7,33.9
E00053420,3.4,28.2,68.4
E00053421,2.1,29.8,68.1
E00053422,9.3,41.2,49.5
E00053424,1.8,53.6,44.6
E00053425,2.6,19,78.4
E00053426,3.6,44.2,52.2
E00053427,1.8,40.5,57.7
E00053428,6.7,34.6,58.7
E00053430,2.5,66.3,31.3
E00053431,2.9,27.9,69.1
E00053432,0.8,34.9,64.3
E00053434,4.4,23,72.6
E00053435,4.9,41.1,54
E00053436,1.7,33.3,65
E00053437,3.1,34,62.9
E00053438,0.7,42.3,57
E00053439,2.7,27.5,69.8
E00053451,3,33.3,63.7
E00053453,1.6,48.8,49.6
E00053454,1.4,35.6,63
E00053455,4.7,28.7,66.7
E00053456,0,20.5,79.5
E00053457,3,35.6,61.5
E00053458,5.5,28.7,65.9
E00053459,4.7,27,68.2
E00053460,2.5,39.4,58.1
E00053462,0,34.1,65.9
E00053463,5.6,24.1,70.4
E00053464,2.3,28,69.7
