geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00053353,98.2,0.5,1.4
E00053357,98.2,0.9,0.9
E00053359,93.7,2,4.4
E00053360,94.9,2.8,2.2
E00053361,97.8,1,1.3
E00053362,97.7,0,2.3
E00053363,97.7,0.3,2
E00053364,96.3,2.3,1.4
E00053365,93.8,2.1,4.2
E00053366,99.4,0,0.6
E00053369,99,1,0
E00053370,97.9,0.8,1.3
E00053371,98.7,0.3,1
E00053372,94.2,0.3,5.5
E00053373,96.6,1.6,1.8
E00053374,96.2,1,2.9
E00053375,97.9,0.4,1.8
E00053376,97.6,0.8,1.6
E00053377,96.7,0.7,2.7
E00053378,95.2,0.6,4.1
E00053379,98,0.8,1.2
E00053380,94.8,0.7,4.5
E00053381,95.9,0.7,3.4
E00053382,94.3,0.8,4.9
E00053383,96.2,0.3,3.4
E00053384,95.5,1.1,3.4
E00053385,96.8,0.8,2.4
E00053386,92.2,1.9,5.8
E00053401,96.2,1.3,2.5
E00053403,95.4,0.7,4
E00053404,95.7,0.7,3.6
E00053405,97.9,0.3,1.8
E00053406,92.8,2.3,5
E00053407,98.6,0,1.4
E00053408,97.1,1,1.9
E00053410,95,1.4,3.6
E00053411,92.5,2.1,5.3
E00053412,94.8,0,5.2
E00053414,96.2,1.7,2.1
E00053415,97.3,0.2,2.4
E00053416,90.2,3.8,6
E00053417,94.7,0.3,5
E00053418,99.1,0.7,0.2
E00053419,96.9,1.6,1.6
E00053420,97.1,1.1,1.8
E00053421,94.9,0.4,4.7
E00053422,85,2.5,12.5
E00053424,91.1,1.4,7.5
E00053425,94.7,2.3,3
E00053426,94.5,1.8,3.6
E00053427,93.8,1.2,5
E00053428,96.4,0.5,3.2
E00053430,95.1,1.3,3.5
E00053431,98.8,0.9,0.3
E00053432,95,1.4,3.6
E00053434,96.5,1.2,2.3
E00053435,92.7,1.4,5.9
E00053436,94.8,2.2,3
E00053437,97.3,1.2,1.5
E00053438,99.7,0,0.3
E00053439,98.3,0.7,1
E00053451,94.8,1,4.2
E00053453,90.8,3.2,6
E00053454,98,0,2
E00053455,97.6,1.2,1.2
E00053456,98,1,1
E00053457,96.8,2.1,1.1
E00053458,98.4,0,1.6
E00053459,97.8,0.3,2
E00053460,96.5,1.3,2.3
E00053462,98.2,0.4,1.4
E00053463,97.4,0.4,2.2
E00053464,96,1.2,2.8
E00053465,98.1,0.6,1.2
E00053466,96,2,2
E00053467,96.2,0.3,3.5
E00053468,96.6,1.5,1.9
E00053469,94.6,1.4,4
E00053470,96.8,1.2,2.1
E00053471,95.1,0.9,4.1
E00053472,96,0,4
E00053473,97.1,0.4,2.5
E00053474,94.1,0.7,5.3
E00053475,98.9,0,1.1
E00053476,93.4,2.9,3.7
E00053477,98.4,1.2,0.4
E00053478,97.3,0.5,2.2
E00053479,94.8,0.7,4.5
E00053480,97.5,2.5,0
E00053481,97.8,1.3,0.9
E00053482,97.5,0,2.5
E00053483,96.2,1.1,2.7
E00053484,97,0.3,2.7
E00053485,96.9,0.7,2.4
E00053486,98.6,0,1.4
E00053487,92.4,4.6,3
E00053488,100,0,0
E00053489,97.5,0,2.5
E00053490,97.3,0,2.7
E00053491,98.9,0,1.1
E00053493,99.8,0.2,0
E00053494,97.6,0.3,2
E00053495,96.3,0.8,2.9
E00053496,98.5,0.4,1.1
E00053497,96.6,0.7,2.7
E00053498,98.9,0.2,0.9
E00053499,95,1.8,3.2
E00053500,96.6,0.8,2.6
E00053501,98.3,0,1.7
E00053502,96.6,1.7,1.7
E00053503,97.6,0.6,1.8
E00053641,81.4,3.1,15.6
E00053642,90.9,1.1,8.1
E00053643,93.8,3.2,2.9
E00053644,90.2,4.9,4.9
E00053645,92.7,0.2,7.1
E00053646,97.7,1.2,1.1
E00053647,98.2,0,1.8
E00053648,93.4,0.9,5.7
E00053649,97.6,0.7,1.7
E00053650,94.5,0.5,5
E00053651,97.5,0,2.5
E00053652,93.5,0.4,6.1
E00053653,98.3,0.7,1
E00053654,89.4,2.7,7.9
E00053655,95.6,0.8,3.6
E00053656,97.1,0.2,2.6
E00053657,95.2,1.8,3.1
E00053658,93.3,2.2,4.6
E00053659,98.2,0,1.8
E00053660,99.2,0,0.8
E00053661,95.4,2.5,2.2
E00053663,90.8,3,6.2
E00053664,81.9,4,14.2
E00053665,89.4,2.7,7.9
E00053666,87.3,1.3,11.4
E00053667,90.7,0,9.3
E00053668,92,0.5,7.5
E00053670,83.2,3.5,13.3
E00053671,86.2,1.8,12
E00053672,83.2,3.8,13
E00053673,88.5,1.3,10.1
E00053674,88.3,0.8,10.9
E00053675,91.6,1.9,6.4
E00053676,80.4,1,18.6
E00053677,89.8,2.1,8.1
E00053678,86.4,1.1,12.5
E00053679,88,1.7,10.2
E00053680,83.6,1.8,14.6
E00053681,90.4,1.3,8.4
E00053682,91.3,2.5,6.2
E00053683,95.9,0.6,3.5
E00053684,87.5,1.2,11.3
E00053685,98,1.3,0.7
E00053686,96.4,1.2,2.4
E00053786,78.1,4.9,17
E00053787,87.1,1.3,11.7
E00053788,82.2,3.1,14.7
E00053789,90,2.5,7.5
E00053790,80.8,2,17.1
E00053791,73.6,1.9,24.5
E00053792,89.2,0.7,10
E00053793,80.7,2.1,17.3
E00053794,77.2,3.9,18.9
E00053795,73,2.1,24.9
E00053796,92,2.7,5.3
E00053797,86.7,2.1,11.2
E00053798,96.3,1.6,2.1
E00053799,91.6,2.1,6.3
E00053800,89,4,7.1
E00053801,92.2,3.9,3.9
E00053802,74,4.7,21.3
E00053803,80.6,2.6,16.8
E00053804,81.7,4.3,14
E00053805,75.9,1.7,22.4
E00053806,83.3,4.2,12.6
E00053807,81.7,2.7,15.6
E00053808,83.8,3,13.1
E00053809,79.3,1.8,18.9
E00053810,79.3,1.5,19.3
E00053811,79.7,3.3,17
E00053812,75.3,4.7,20
E00053813,84.2,1.8,14
E00053814,81.1,1.7,17.3
E00053815,77.3,1.1,21.6
E00053816,81.3,1.7,17
E00053817,91,2.5,6.5
E00053818,90.6,5.5,3.9
E00053819,97.2,1.5,1.3
E00053820,90,0.8,9.2
E00053821,61.3,1.9,36.8
E00053822,86.7,4.6,8.7
E00053823,88.6,2.3,9.1
E00053824,87.4,0.4,12.3
E00053825,88.7,4.6,6.7
E00053826,76.8,1.6,21.6
E00053827,88.3,4.5,7.2
E00053828,71.5,1.8,26.7
E00053829,86.5,3,10.5
E00053830,71.6,2.2,26.1
E00053831,88.4,2.1,9.4
E00053832,71.3,2,26.7
E00053833,76.6,4.4,19
E00053834,93.9,0.9,5.3
E00053836,89.3,4.4,6.3
E00053837,79,1.7,19.3
E00053838,83.1,1.9,14.9
E00053839,97.6,0.5,1.8
E00053841,93.1,3.1,3.8
E00053842,93.9,1.4,4.6
E00053843,87.4,2.3,10.3
E00053844,93.1,3.1,3.8
E00053845,89.7,1.6,8.7
E00053846,88.2,1.7,10
E00053847,90.8,2.8,6.5
E00053848,77,5,18
E00053850,80.7,2.6,16.7
E00053851,87.1,1.8,11.1
E00053852,82,2.6,15.4
E00053853,80.7,2.2,17.1
E00053854,87.1,4,8.9
E00053856,88,1.9,10.1
E00053857,83,0.9,16.1
E00053858,80.5,2.9,16.5
E00053859,87.6,3.5,9
E00053861,84.4,3.7,11.9
E00053862,82.9,2.3,14.7
E00053863,81.8,2,16.2
E00053864,95.3,0,4.7
E00053867,79.8,1.9,18.4
E00053868,88.3,6.2,5.5
E00053869,87.7,4.4,7.9
E00053870,87.4,2.8,9.8
E00053871,88,1.6,10.5
E00053873,84.4,3.1,12.6
E00053874,96.6,0.4,3
E00053875,86.7,4.5,8.7
E00053876,82,1.2,16.8
E00053877,95.6,0.7,3.7
E00053878,87,3.2,9.9
E00053879,71.9,2.3,25.9
E00054034,98.9,0.5,0.7
E00054035,97.5,0.5,2
E00054036,95.7,1.4,2.9
E00054037,93.2,2.5,4.4
E00054068,97.5,1.9,0.6
E00054069,93.5,1.3,5.2
E00054070,96.3,0.7,3
E00054071,92.7,0.8,6.5
E00054072,95.2,1.6,3.2
E00054073,94.8,0.4,4.8
E00054074,95.3,0.6,4.1
E00054075,98.2,0.4,1.3
E00054076,95.2,0.9,3.9
E00054127,83.2,1,15.7
E00054130,79,4.5,16.5
E00054134,81.5,3.6,15
E00054135,81.8,5,13.2
E00054136,75,4.1,20.9
E00054139,66.9,7.1,26
E00054141,80.4,5.4,14.2
E00054143,70.9,5.6,23.5
E00054144,77.5,2.1,20.4
E00054146,85.5,2.4,12.1
E00054147,77.1,3.1,19.8
E00054148,80.3,5.6,14.1
E00054150,74.7,5.4,19.9
E00054151,79,4.1,16.9
E00054152,78.7,4.1,17.2
E00054153,79.8,1.7,18.4
E00054154,84.9,2.1,13
E00054155,76.2,5.6,18.1
E00054162,84,2,14
E00054164,78.7,3.2,18.1
E00054167,72.3,0.8,26.8
E00054169,74.7,4.6,20.6
E00054172,74.7,1.8,23.5
E00054174,89.8,0.7,9.5
E00054175,98.7,0,1.3
E00054176,86.1,2.1,11.8
E00054177,97.4,0.6,2
E00054178,91.4,1.7,6.9
E00054179,97.2,0,2.8
E00054181,96,1.2,2.8
E00054182,97.6,0,2.4
E00054183,96,0.9,3.1
E00054184,91.6,0,8.4
E00054186,95.8,0.4,3.8
E00054187,96.4,1.1,2.5
E00054188,98.8,0,1.2
E00054189,94.2,0.6,5.2
E00054190,95.3,0.9,3.8
E00054191,96.6,0.3,3.1
E00054192,95.6,0.5,3.8
E00054193,97.4,0.4,2.2
E00054194,98.7,0.7,0.7
E00054196,96.7,0.3,3
E00054197,98.2,0,1.8
E00054198,98.6,0,1.4
E00054199,98.5,0,1.5
E00054200,95,3.1,1.9
E00054202,99.2,0,0.8
E00054203,97.8,0.7,1.5
E00054205,97.3,0.4,2.4
E00054206,96.1,1.7,2.2
E00054209,82.4,3.4,14.2
E00054210,85,5.7,9.3
E00054211,72.4,6.8,20.8
E00054214,79.2,4.3,16.5
E00054216,82.6,3.1,14.4
E00054218,81.8,1.5,16.7
E00054220,86.5,1.6,11.9
E00054221,90.1,3.9,6
E00054222,76.6,3.3,20.1
E00054224,84.7,2.3,13
E00054226,92.1,0.6,7.3
E00054227,100,0,0
E00054228,97.7,0.8,1.6
E00054229,96.9,0.8,2.2
E00054231,90.9,1.7,7.4
E00054232,95.2,2.7,2
E00054233,98.2,0.3,1.5
E00054234,93.6,1.1,5.3
E00054235,97.7,0.8,1.6
E00054236,90,0.4,9.7
E00054237,96.9,0.3,2.8
E00054238,99.7,0,0.3
E00054239,89.9,3.1,7
E00054240,96.8,2.2,0.9
E00054241,93.2,2.7,4.2
E00054242,95.4,0.7,3.9
E00054243,99.1,0,0.9
E00054244,95.6,1.5,2.9
E00054245,96.3,0,3.7
E00054246,92.2,3.7,4
E00054247,98.1,1.9,0
E00054248,98.6,0,1.4
E00054249,96.4,0,3.6
E00054250,98.8,0,1.2
E00054251,97.7,0.3,2
E00054252,95.7,0.3,3.9
E00054253,98.9,0.4,0.7
E00054254,94.7,3,2.3
E00054255,99.6,0,0.4
E00054256,97.1,0.6,2.3
E00054257,97.2,0.3,2.5
E00054258,98.9,0,1.1
E00054259,98.9,0.5,0.5
E00054260,94,2.6,3.4
E00054261,95,1,4
E00054262,98.9,0.4,0.8
E00054263,97.1,1.1,1.8
E00054264,92.2,0.6,7.2
E00054265,95.1,0.4,4.5
E00054266,99.6,0,0.4
E00054267,86.9,1.1,12
E00054268,96,0.6,3.3
E00054269,98.5,0,1.5
E00054270,96.3,0,3.7
E00054271,98.4,0.5,1.1
E00054272,98.5,0.4,1.2
E00054274,97.9,0.7,1.4
E00054275,98.3,0,1.7
E00054277,96.8,0,3.2
E00054278,99.7,0.3,0
E00054279,97.8,0,2.2
E00054282,84.2,2.1,13.6
E00054283,98.5,0,1.5
E00054284,90.1,1.6,8.3
E00054285,93,2.2,4.7
E00054286,85.9,4.2,10
E00054287,91.5,2.1,6.4
