geography_code,disability_3a-001,disability_3a-002
E00053353,21.3,78.7
E00053357,11.9,88.1
E00053359,23.7,76.3
E00053360,20.9,79.1
E00053361,22.2,77.8
E00053362,16.2,83.8
E00053363,25.7,74.3
E00053364,24.3,75.7
E00053365,13.7,86.3
E00053366,16.1,83.9
E00053369,15.4,84.6
E00053370,11.5,88.5
E00053371,8.7,91.3
E00053372,18.4,81.6
E00053373,28.2,71.8
E00053374,20.8,79.2
E00053375,16.5,83.5
E00053376,11.8,88.2
E00053377,23.2,76.8
E00053378,21.9,78.1
E00053379,28.7,71.3
E00053380,14.7,85.3
E00053381,21.3,78.7
E00053382,17.9,82.1
E00053383,20.5,79.5
E00053384,18.6,81.4
E00053385,17,83
E00053386,27.8,72.2
E00053401,12.1,87.9
E00053403,12.3,87.7
E00053404,8.9,91.1
E00053405,14.3,85.7
E00053406,27.9,72.1
E00053407,11.4,88.6
E00053408,17.9,82.1
E00053410,10,90
E00053411,21.4,78.6
E00053412,19.4,80.6
E00053414,20.1,79.9
E00053415,40.4,59.6
E00053416,12.4,87.6
E00053417,19.8,80.2
E00053418,13.3,86.7
E00053419,30,70
E00053420,15.7,84.3
E00053421,21.6,78.4
E00053422,27.3,72.7
E00053424,30.7,69.3
E00053425,17.3,82.7
E00053426,20.4,79.6
E00053427,17.4,82.6
E00053428,18.6,81.4
E00053430,34.2,65.8
E00053431,17.2,82.8
E00053432,23.6,76.4
E00053434,12,88
E00053435,12.2,87.8
E00053436,21.2,78.8
E00053437,13.3,86.7
E00053438,7.1,92.9
E00053439,18.2,81.8
E00053451,14.9,85.1
E00053453,23.9,76.1
E00053454,13,87
E00053455,12,88
E00053456,16.1,83.9
E00053457,18.5,81.5
E00053458,13.7,86.3
E00053459,12.4,87.6
E00053460,15.8,84.2
E00053462,15.7,84.3
E00053463,22.5,77.5
E00053464,16.4,83.6
E00053465,16.4,83.6
E00053466,15.2,84.8
E00053467,17.9,82.1
E00053468,27.2,72.8
E00053469,13.5,86.5
E00053470,21.4,78.6
E00053471,18.1,81.9
E00053472,14.7,85.3
E00053473,12.3,87.7
E00053474,31.1,68.9
E00053475,16.1,83.9
E00053476,17.5,82.5
E00053477,17.3,82.7
E00053478,15.3,84.7
E00053479,21.8,78.2
E00053480,20.4,79.6
E00053481,20.3,79.7
E00053482,13.8,86.2
E00053483,19.2,80.8
E00053484,24,76
E00053485,23.2,76.8
E00053486,15.1,84.9
E00053487,15.3,84.7
E00053488,21.5,78.5
E00053489,17.2,82.8
E00053490,35.1,64.9
E00053491,17.5,82.5
E00053493,14.8,85.2
E00053494,14,86
E00053495,21.8,78.2
E00053496,24.7,75.3
E00053497,17.9,82.1
E00053498,14.6,85.4
E00053499,19.2,80.8
E00053500,14.1,85.9
E00053501,17.4,82.6
E00053502,19.9,80.1
E00053503,16.6,83.4
E00053641,15,85
E00053642,13.1,86.9
