geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00025760,28.7,33.6,27,9.8,0.8
E00025761,26.4,35.7,27.1,9.3,1.4
E00025793,28.6,33.8,27.1,10.5,0
E00025997,28.9,34.7,27.3,7.4,1.7
E00025998,45,33.8,15.2,5.3,0.7
E00026006,41.4,34.8,18.2,5,0.6
E00026009,40.4,30.5,20.5,8.6,0
E00026012,37.3,35.4,18.4,8.9,0
E00026017,31.9,27.5,25.4,13,2.2
E00026019,27.5,25.5,32.2,14.8,0
E00026020,25.8,35.9,30.5,7.8,0
E00026023,37.5,32.7,20.2,8.7,1
E00026024,21.5,33.1,30.8,12.3,2.3
E00026025,24.8,38.5,23.9,11.1,1.7
E00026028,29.1,35.8,23.6,11.5,0
E00026032,45.9,42.9,6,5.3,0
E00026034,16,38.3,39.4,6.3,0
E00026454,36.3,34.1,20.7,8.9,0
E00026455,26,42,22.1,9.2,0.8
E00026457,35.2,35.9,21.4,6.9,0.7
E00026458,41.9,37.2,16.3,4.7,0
E00026460,20.2,45.6,26.3,7.9,0
E00026464,42,30.7,20,7.3,0
E00026465,35.9,41.4,15.2,6.9,0.7
E00026466,28.4,38.7,21.1,9.8,2.1
E00026468,43.1,38.2,15.4,3.3,0
E00026469,39.7,38.9,14.5,6.9,0
E00026470,32.4,42.6,19.6,5.4,0
E00026474,22,38.7,27.3,11.3,0.7
E00026475,42.2,39.8,15.5,2.5,0
E00026478,27,39,26.2,6.4,1.4
E00026479,24.1,27.8,32.4,15.7,0
E00026480,46,39.5,12.1,1.6,0.8
E00026481,49.2,37.5,12.5,0.8,0
E00026482,48.4,36.5,13.5,1.6,0
E00026483,45,30.8,20,4.2,0
E00026485,50.4,34.2,13.7,1.7,0
E00026487,38.9,38.1,16.8,5.3,0.9
E00026488,35.1,33.6,23.1,8.2,0
E00026575,49.6,29.6,15.6,5.2,0
E00026576,39.4,37,21.3,2.4,0
E00026577,42.1,38.3,17.3,2.3,0
E00026578,34.2,30.1,22.6,12.3,0.7
E00026579,25,35.3,29.4,10.3,0
E00026580,27.9,36.9,27.9,7.4,0
E00026581,45,30.5,19.1,5.3,0
E00026582,37.6,32.5,21.4,8.5,0
E00026583,14.1,50.5,25.3,10.1,0
E00026584,28.4,34.1,26.1,9.7,1.7
E00026585,43,33.1,16.5,6.6,0.8
E00026586,33.9,34.9,24.5,5.7,1
E00026587,30.1,36,27.2,6.6,0
E00026588,30.7,34.6,21.3,13.4,0
E00026589,32.8,35.2,22.1,9,0.8
E00026590,47.5,36.7,13.7,2.2,0
E00026591,47,33.8,17.2,2,0
E00026592,40,36.4,15.7,7.9,0
E00026593,54.2,23.8,14.3,7.7,0
E00026594,43.1,34.1,16.3,5.7,0.8
E00026595,25.2,38.2,27.6,8.9,0
E00026596,51.1,36.6,9.2,3.1,0
E00026597,47.4,31.6,17.5,3.5,0
E00026598,24.1,37.1,22.4,16.4,0
E00026599,37.6,30.1,24.8,7.5,0
E00026600,47.8,29,15.2,7.2,0.7
E00026601,36.2,35.2,23.8,4.8,0
E00026602,45.2,36.5,15.7,2.6,0
E00026603,47.5,26.6,20.9,5,0
E00026604,47.2,37,13.4,2.4,0
E00026605,45.4,30,17.7,6.9,0
E00026606,37.8,37,18.5,5,1.7
E00026608,46.2,40.3,12.6,0.8,0
E00026609,31.7,44.2,19.2,5,0
E00026610,58.8,25.4,14,1.8,0
E00026611,45.7,40.5,11.2,2.6,0
E00026613,38.2,45.5,13.8,2.4,0
E00026614,40.9,41.7,12.1,5.3,0
E00026615,52.4,34.7,10.5,2.4,0
E00026616,23.4,27.7,33.6,15.3,0
E00026617,25,41.7,23.5,9.8,0
E00026618,52.2,32.7,10.6,2.7,1.8
E00026619,30.9,30.1,26.5,11.8,0.7
E00026620,34.7,29,22.6,11.3,2.4
E00026621,50.4,27.4,15,7.1,0
E00026622,28.7,32.8,26.2,12.3,0
E00026623,43.2,38.6,15.9,2.3,0
E00026624,26.1,32.6,31.2,9.4,0.7
E00026625,49.2,34.7,14.4,1.7,0
E00026626,31.9,38.7,21,7.6,0.8
E00026627,40.9,38.6,12.9,6.8,0.8
E00026628,45.4,31.1,21,2.5,0
E00026629,33.6,27.9,21.3,14.8,2.5
E00026630,32.1,29.8,23.7,14.5,0
E00026631,20.8,42.5,23.3,11.7,1.7
E00026632,24.7,28.1,26,21.2,0
E00026634,37.7,28.1,26.4,7.4,0.4
E00026635,42.1,26.4,21.4,10,0
E00026636,35.3,37.6,21.1,6,0
E00026638,24,33.3,25.6,17.1,0
E00026639,30.4,36.7,24.7,8.2,0
E00026640,23.2,34.8,29,12.3,0.7
E00026641,23.8,39.2,26.2,9.2,1.5
E00026642,35.2,35.9,19.7,8.5,0.7
E00026643,39.7,38.9,12.2,7.6,1.5
E00026644,32.8,34.4,23.2,7.2,2.4
E00026645,25.9,33.1,26.6,14.4,0
E00026647,32.1,26.7,32.1,9.2,0
E00026648,31,35.7,23,8.7,1.6
E00026649,31.1,34.5,24.4,10.1,0
E00026650,21,29.8,26.6,16.1,6.5
E00026651,31,32.8,28.4,7.8,0
E00026652,39.4,23.2,25.4,12,0
E00026653,34.3,33.6,18.2,12.4,1.5
E00026654,28.1,35.5,24.8,11.6,0
E00026953,24.8,32.1,32.1,10.9,0
E00026954,24.3,40,25.2,10.4,0
E00026960,26,36.2,21.3,15.7,0.8
E00026962,22.1,40.4,27.2,10.3,0
E00026989,31.2,30.3,27.5,10.1,0.9
E00026992,53.3,28.6,16.2,1.9,0
E00026994,54.5,37.9,6.8,0.8,0
E00026995,26.6,36.7,27.3,9.4,0
E00026996,42.9,38.8,14.3,4.1,0
E00026997,21.2,34,31.4,12.2,1.3
E00026998,23.1,38.5,26.9,11.5,0
E00026999,50.5,32.1,15.6,1.8,0
E00027000,36.6,37.2,19.3,6.2,0.7
E00027001,36.2,34.5,21.6,7.8,0
E00027002,39.5,38.3,15.4,6.8,0
E00027003,43,47.4,7,2.6,0
E00027004,35.8,43.1,16.3,4.9,0
E00027005,37.4,43.9,15,3.7,0
E00027006,38.9,41.6,15.4,3.6,0.5
E00027007,34.8,34.8,20,9.5,1
E00027008,36.1,34.7,21.5,7.6,0
E00027009,24,38,25.6,12.4,0
E00027010,50.3,32,13.8,3.9,0
E00027047,39,30.5,24.8,5.7,0
E00027048,34.4,36.1,20.5,9,0
E00027049,46.1,34.8,15.7,3.5,0
E00027050,51.5,33.1,12.3,3.1,0
E00027051,35.1,37.8,19.6,6.8,0.7
E00027052,17.7,38.8,30.6,11.6,1.4
E00027053,49,32,13,5,1
E00027054,48.8,36,12,3.2,0
E00027055,54.2,24.4,18.3,3.1,0
E00027056,34.9,27.8,23.8,11.9,1.6
E00027057,41,35.8,19.4,3.7,0
E00027058,28,30.6,27.4,13.4,0.6
E00027059,49.6,32.8,15.3,2.3,0
E00027060,43.2,39.2,12,5.6,0
E00027061,36.6,38.6,21.4,3.4,0
E00027062,34.8,38.3,19.9,7.1,0
E00027063,32.7,38.5,25,3.2,0.6
E00027065,16.3,33.3,31.9,12.6,5.9
E00027066,54.5,33.8,9.7,1.9,0
E00027067,37,47.2,13.4,1.6,0.8
E00027068,52.5,33.6,13.1,0.8,0
E00027069,33.6,39.5,21,5.9,0
E00027070,53.2,35.1,10.8,0.9,0
E00027071,42.9,38.7,16,2.5,0
E00027072,37.1,29.4,21,12.6,0
E00027073,41.1,26.4,20.2,12.4,0
E00027074,46.6,33,13.6,5.8,1
E00027075,56.9,31.5,10,1.5,0
E00027076,57.1,31.3,8,3.6,0
E00027077,46.3,35.5,16.5,1.7,0
E00027078,46.9,42.5,8,2.7,0
E00027079,40.9,37.3,16.4,5.5,0
E00027097,20.5,41,24.4,12.8,1.3
E00027150,34.5,30.9,30,3.6,0.9
E00027151,25.6,37.9,30.3,6.2,0
E00027152,61.8,26,11.6,0.6,0
E00027153,23.8,37.8,33.5,4.9,0
E00027154,51.7,38.8,8.6,0.9,0
E00027155,35.5,42.6,15.6,5.7,0.7
E00027156,47.2,33.9,16.5,2.4,0
E00027157,47.1,30.1,19.9,2.2,0.7
E00027158,46.9,34.6,17.7,0.8,0
E00027159,31.2,36.8,24.8,7.2,0
E00027160,50,34.3,11.8,3.4,0.6
E00027161,37.6,29.6,25.6,7.2,0
E00027162,45.9,29.6,17.8,5.2,1.5
E00027163,50.4,31.4,17.4,0.8,0
E00027164,37.1,34,23.9,5,0
E00027165,27.5,35.6,26.3,8.1,2.5
E00027166,50.5,37.4,11.2,0.9,0
E00027167,48,36.8,12.8,2.4,0
E00027168,49.6,37.8,12.6,0,0
E00027169,43.6,40.9,12.7,2.7,0
E00027170,44.2,31.9,19.6,4.3,0
E00027171,46.6,39,13.6,0.8,0
E00027172,35.2,42.9,21,1,0
E00027173,51.5,32.3,13.8,2.3,0
E00027174,33.6,35.3,27.6,3.4,0
E00027175,47.8,30.3,19.4,2.5,0
E00027176,40.9,40,17.3,1.8,0
E00027177,18.9,25.6,38.9,16.7,0
E00027178,50,33.1,14.4,2.5,0
E00027179,54.9,31.3,12.8,1,0
E00027180,52.2,34.5,8.8,3.5,0.9
E00027181,53.3,34.8,11.9,0,0
E00027182,40.9,41.7,12.2,5.2,0
E00027183,40,37.5,15,7.5,0
E00027184,37,37,16.8,9.2,0
E00027185,59.9,29.2,7.3,3.6,0
E00027186,40.6,32.8,21.9,4.7,0
E00027187,35.4,37.8,16.5,9.4,0.8
E00027189,31.5,39.5,19.4,8.9,0.8
E00027190,45.6,34.9,12.8,6.7,0
E00027191,39.4,38,14.1,7.7,0.7
E00027192,53.7,32,10.9,3.4,0
E00027193,32.3,35.3,24.8,6.8,0.8
E00027194,25.4,44.3,19.7,10.7,0
E00027195,27.8,36.5,31,4,0.8
E00027196,40.4,41.2,14.9,3.5,0
E00027197,44.4,36.1,14.8,4.6,0
E00027198,19.5,36.3,30.1,13.3,0.9
E00027199,51.2,37.6,8,3.2,0
E00027200,46.2,33.6,16.1,4.2,0
E00027201,28.8,38.4,24,8.8,0
E00027202,52.4,37.3,9.5,0.8,0
E00027203,46.5,33.3,14,6.2,0
E00027204,46.8,36.3,15.3,1.6,0
E00027205,20.2,40.4,26.3,13.2,0
E00027206,49.3,35,13.6,2.1,0
E00027207,45.5,38,14.9,1.7,0
E00027208,39.5,40.3,16.1,4,0
E00027209,57.4,27.9,14,0.8,0
E00027210,52.6,33.8,11.3,2.3,0
E00027211,53.8,28.6,16,1.7,0
E00027212,37.2,35,18.2,8.8,0.7
E00027213,50.6,27.1,16.5,5.9,0
E00027214,45.8,32.1,17.9,4.2,0
E00027215,40.6,34.4,17.8,7.2,0
E00027216,36,35.2,19.2,9.6,0
E00027217,40,35.4,19.2,5.4,0
E00027218,41.7,37.5,13.1,6,1.8
E00027219,64,30.1,5.9,0,0
E00027220,38.6,38.6,11.9,10.9,0
E00027221,26.8,39.9,26.8,6.5,0
E00027222,32.4,36.6,23.4,7.6,0
E00027223,19.7,38.5,30.8,11.1,0
E00027224,31.9,33.3,29.7,5.1,0
E00027225,36.4,27.3,26.1,9.1,1.1
E00027226,33.9,33.1,26.8,6.3,0
E00027227,29.9,39.4,18.1,12.6,0
E00027228,26.7,29.6,31.1,12.6,0
E00027229,35,41.9,14.5,8.5,0
E00027230,39.7,34.6,19.1,6.6,0
E00027231,34.2,38.3,24.2,3.3,0
E00027232,39.7,32.1,22.1,4.6,1.5
E00027233,24.2,38.3,28.1,9.4,0
E00027234,36.6,36.6,16.8,9.2,0.8
E00027235,28.7,38,20.9,10.1,2.3
E00027236,28,35.6,28,8.3,0
E00027237,26.9,27.8,29.6,15.7,0
E00027238,32.8,36.6,20.9,9,0.7
E00027239,25.7,36.3,28.3,8.8,0.9
E00027240,39.7,33.3,17.5,9.5,0
E00027241,35.8,31.3,22.2,10.2,0.6
E00027242,20,33.1,36.9,10,0
E00027243,43.7,34.1,18.5,3.7,0
E00027244,28.8,30.5,32.2,7.6,0.8
E00027245,25.4,34.1,30.4,9.4,0.7
E00027246,11.7,30.8,36.7,20.8,0
E00027247,33.1,32.6,21.3,11.2,1.7
E00027248,35.7,35.7,21.7,6.2,0.8
E00027249,27.6,34.1,25.2,13,0
E00027250,37.8,33.5,24.9,3.3,0.5
E00027510,31,42.6,19.4,7,0
E00027512,24.5,39.6,25.9,9.4,0.7
E00027513,29.6,36.8,19.7,12.6,1.3
E00027514,50.4,37.6,10.4,1.6,0
E00027515,46.9,31.5,16.9,3.8,0.8
E00027516,47.2,38.6,12.6,1.6,0
E00027522,22.2,37.9,24.2,14.4,1.3
E00027523,5.2,28.7,44.3,20,1.7
E00027524,25,27,36,12,0
E00027526,31.8,37.4,24.3,6.5,0
E00027527,22.2,36.7,30.4,10.8,0
E00027528,31.7,31.7,26.9,9.6,0
E00027529,33.7,35.6,20.8,9.9,0
E00027530,23.8,39,32.4,3.8,1
E00027531,28.5,40.8,21.5,8.5,0.8
E00027532,27.7,41.1,22.3,8.9,0
E00027535,50.4,35.9,11.1,2.6,0
E00027536,33.6,35.7,22.1,8.6,0
E00027537,34.2,40.5,17.1,7.6,0.6
E00027538,46,33.1,17.3,3.6,0
E00027539,46.4,37.6,15.2,0.8,0
E00027540,43.9,41.5,11.4,3.3,0
E00027541,45.8,30.5,19.1,4.6,0
E00027542,30.6,38.1,25.4,6,0
E00027543,42.9,42.3,12.3,1.8,0.6
E00027544,25.8,35,24.2,13.3,1.7
E00027625,23.1,39.6,23.1,14.2,0
E00027627,36.3,34.2,20.5,8.9,0
E00027628,34.7,27.7,28.7,8.9,0
E00027629,24.4,38.5,29.5,6.4,1.3
E00027630,26.1,44.8,21.8,7.3,0
E00027631,19.7,46.3,25.9,8.2,0
E00027633,37.1,23.8,26.7,12.4,0
E00027634,39.2,37.6,15.5,7.7,0
E00027635,34.9,39.6,20.8,4,0.7
E00027638,15.8,28.8,38.8,15.8,0.7
E00027639,42.9,32.1,15.5,8.3,1.2
E00027641,37.5,30.6,15.3,15.3,1.4
E00027642,16.9,36.2,37.7,8.5,0.8
E00027643,20.7,33.6,29.3,16.4,0
E00027644,18.7,43.9,25.2,12.2,0
E00027646,22.3,36.2,27.7,13.8,0
E00027647,18.9,33,38.7,8.5,0.9
E00027649,36.4,37,21,4.9,0.6
E00027651,24,36.4,31.2,7.1,1.3
E00027653,28.4,33.8,27,10.8,0
E00027654,26.9,39.4,23.8,10,0
E00028007,37.2,34.5,21.6,6.8,0
E00028009,32.2,36.4,27.3,3.3,0.8
E00028010,33.1,32.3,24.4,10.2,0
E00028011,33.3,39.9,23.2,3.6,0
E00028012,35.8,37.4,17.1,9.8,0
E00028013,35.2,32,24.6,8.2,0
E00028014,50.4,44.2,5.3,0,0
E00028015,56.2,32.1,9.3,2.5,0
E00028068,43.7,41.5,14.1,0.7,0
E00028069,55.4,32.2,12.4,0,0
E00028079,48.1,40.7,9.3,1.9,0
E00028080,48.7,36.3,12.4,2.7,0
E00028083,42.2,41.4,14.8,1.6,0
E00028084,50.4,34.7,14,0.8,0
E00028088,62.2,27.7,9.2,0.8,0
E00030158,37.3,33.1,20.4,9.2,0
E00030161,41.3,35.5,14,7.4,1.7
E00030171,42,41.1,13.4,2.7,0.9
E00030179,30.8,33.6,25.2,9.8,0.7
E00030180,35.1,32.5,28.9,3.5,0
E00030181,48,30.1,17.1,4.9,0
E00030182,50,36.7,11.7,1.7,0
E00030189,35.4,38.5,22.3,3.8,0
E00030361,60.9,28.9,8.6,1.6,0
E00030362,32.8,41.4,14.1,10.9,0.8
E00030369,46.4,29.5,19.6,4.5,0
E00030393,43.5,37.9,17.7,0.8,0
E00030394,56.4,33.8,9.8,0,0
E00030395,54.9,35.2,9.8,0,0
E00030396,39.8,38.9,19.4,1.9,0
E00030400,37,34.1,23.9,5.1,0
E00030401,45,32.5,19.2,3.3,0
E00030402,32.3,43.6,18,5.3,0.8
E00030403,43.6,31.8,20,4.5,0
E00030419,34.1,36.3,20.7,7.4,1.5
E00030420,47,32.2,16.5,4.3,0
E00030421,29.7,42.3,20.7,6.3,0.9
E00030422,32.1,33.6,26.4,7.9,0
E00030424,25.2,35.5,22.4,16.8,0
E00030427,49.1,32.5,13.2,5.3,0
E00168606,23.2,32.3,30.3,14.1,0
E00168607,22,36.6,24.4,17.1,0
E00168610,23.5,30.9,38.3,6.2,1.2
E00168611,32.3,32.3,24.6,9.2,1.5
E00168625,22.6,31.3,29.6,15.7,0.9
E00168632,48.8,32.8,12,5.6,0.8
E00176033,57.8,28.9,13.3,0,0
E00176065,28.6,32.6,27.4,11.4,0
E00176066,54.8,27.8,13.5,4,0
E00176083,57.3,29,12.9,0.8,0
E00176084,45.6,32.4,16.2,5.9,0
E00180799,46.1,30.3,17.1,6.6,0
E00180809,48,34.3,14.1,3.5,0
E00180813,18.8,39.1,26.6,12.5,3.1
E00180832,61.2,28.4,10.4,0,0
E00180839,45.4,33.5,14.9,6.2,0
E00180848,55.3,26.5,15.3,2.8,0
E00180864,33.9,42.4,20.3,3.4,0
E00180930,30.9,33.7,20.4,14.9,0
E00181729,79.5,18.2,1.5,0.8,0
E00181738,30.6,27.8,29.2,12.5,0
E00181753,39.8,31.7,27.6,0.8,0
E00181755,44.2,38.4,15.1,2.3,0
E00181756,20.7,36.6,31.7,8.5,2.4
E00181758,24.4,28.1,31.9,14.1,1.5
E00181771,45.7,38.3,13.8,2.1,0
E00181775,13.8,36.8,32.2,16.1,1.1
E00181776,38.8,38.8,20.4,1.9,0
E00181778,21.2,47.5,22.2,9.1,0
E00181791,55.7,30.9,5.2,7.2,1
E00181795,36,37.5,16.2,10.3,0
E00181797,42.1,36.4,16.5,5,0
E00181808,25.4,39.4,22.5,11.3,1.4
E00181811,31.3,33.9,27.7,6.3,0.9
E00181812,60.2,25.9,13,0.9,0
E00181813,34.1,43.9,19.5,2.4,0
E00181815,16.2,35.2,40.1,7,1.4
