geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00025760,7.5,23.3,69.2
E00025761,8.1,19.1,72.8
E00025793,6.1,26,67.9
E00025997,5.9,21.2,72.9
E00025998,5.2,26.8,68
E00026006,2.2,56,41.8
E00026009,4.6,19.9,75.5
E00026012,5.1,62.7,32.3
E00026017,8.7,29,62.3
E00026019,2,81.1,16.9
E00026020,7.6,25,67.4
E00026023,6.5,25,68.5
E00026024,4.7,48.4,46.9
E00026025,6.8,22.9,70.3
E00026028,4.8,35.6,59.6
E00026032,3.7,24.6,71.6
E00026034,0.6,81,18.4
E00026454,6.7,24.6,68.7
E00026455,9,22.4,68.7
E00026457,13.7,24.7,61.6
E00026458,7.8,32.6,59.7
E00026460,8,46.9,45.1
E00026464,10.8,31.8,57.4
E00026465,8.7,22.7,68.7
E00026466,9.3,25.9,64.8
E00026468,4,30.6,65.3
E00026469,3.1,34.9,62
E00026470,8.1,24.8,67.1
E00026474,8.7,24.7,66.7
E00026475,6.2,21,72.8
E00026478,7.1,52.5,40.4
E00026479,2.7,60.4,36.9
E00026480,1.6,29.6,68.8
E00026481,7.5,18.3,74.2
E00026482,5.4,24,70.5
E00026483,7.6,31.1,61.3
E00026485,5.9,22.9,71.2
E00026487,8.8,28.3,62.8
E00026488,6.8,34.6,58.6
E00026575,6.5,30.4,63
E00026576,6.5,27.4,66.1
E00026577,8.1,19.3,72.6
E00026578,9.1,21.7,69.2
E00026579,13.9,30.7,55.5
E00026580,11.6,20.7,67.8
E00026581,6.2,27.7,66.2
E00026582,1.7,23.5,74.8
E00026583,4.1,73.2,22.7
E00026584,6.8,31.1,62.1
E00026585,9.8,22,68.3
E00026586,7.8,19.2,73.1
E00026587,10.3,18.4,71.3
E00026588,14.2,20.5,65.4
E00026589,13.1,22.1,64.8
E00026590,5.6,24.3,70.1
E00026591,4,20.7,75.3
E00026592,5.9,24.3,69.9
E00026593,7,36.8,56.1
E00026594,3.3,30.1,66.7
E00026595,8.3,22.5,69.2
E00026596,4.5,29.3,66.2
E00026597,7.8,18.3,73.9
E00026598,7,25.2,67.8
E00026599,7.4,23,69.6
E00026600,4.4,47.4,48.2
E00026601,10.6,29.8,59.6
E00026602,5.3,24.8,69.9
E00026603,5.8,24.5,69.8
E00026604,4.7,36.2,59.1
E00026605,4.8,35.5,59.7
E00026606,8,48.7,43.4
E00026608,6.7,23.3,70
E00026609,9.4,33.3,57.3
E00026610,7,30.7,62.3
E00026611,8.3,35,56.7
E00026613,4.2,34.5,61.3
E00026614,9.1,30.3,60.6
E00026615,1.6,25.2,73.2
E00026616,5.1,34.1,60.9
E00026617,10.9,28.9,60.2
E00026618,9.1,33.6,57.3
E00026619,3.6,54.7,41.7
E00026620,8.9,18.5,72.6
E00026621,5.3,28.1,66.7
E00026622,4.1,65,30.9
E00026623,8.4,30.5,61.1
E00026624,11.5,17.3,71.2
E00026625,3.3,30.3,66.4
E00026626,9.9,39.7,50.4
E00026627,6.1,19.7,74.2
E00026628,7.7,41,51.3
E00026629,8.5,19.5,72
E00026630,8.4,28.2,63.4
E00026631,3.4,63,33.6
E00026632,2.1,82.2,15.8
E00026634,9.4,38.2,52.4
E00026635,5.1,31.9,63
E00026636,3.7,37.3,59
E00026638,0.8,60.9,38.3
E00026639,7,31,62
E00026640,7.2,51.8,41
E00026641,6.8,53.8,39.4
E00026642,4.3,36.2,59.4
E00026643,6.8,28.6,64.7
E00026644,7.8,34.1,58.1
E00026645,7.9,41.7,50.4
E00026647,8.3,47,44.7
E00026648,11.4,26.8,61.8
E00026649,6.9,30.2,62.9
E00026650,8,54.4,37.6
E00026651,3.5,39.5,57
E00026652,11.3,25.4,63.4
E00026653,12.3,21,66.7
E00026654,5.7,40.2,54.1
E00026953,17.6,30.5,51.9
E00026954,21.4,15.2,63.4
E00026960,11.8,20.5,67.7
E00026962,0,25.7,74.3
E00026989,6.4,37.6,56
E00026992,3.9,21.4,74.8
E00026994,3.8,26.7,69.5
E00026995,3.1,45,51.9
E00026996,6.2,34,59.8
E00026997,4.5,51.3,44.2
E00026998,3.8,60.2,36.1
E00026999,0.9,24.3,74.8
E00027000,7,16.9,76.1
E00027001,0.9,27.4,71.7
E00027002,2.4,27.4,70.1
E00027003,4.3,23.5,72.2
E00027004,3.2,29,67.7
E00027005,5.6,29.9,64.5
E00027006,6.8,26.4,66.8
E00027007,5.3,36.7,58
E00027008,6.2,38.6,55.2
E00027009,3.1,51.2,45.7
