geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00025760,8.4,44.1,47.6
E00025761,16.3,35.6,48.1
E00025793,16.1,41.6,42.3
E00025997,16.9,37.7,45.4
E00025998,10.9,72.4,16.7
E00026006,8.1,71.5,20.3
E00026009,18.8,50.4,30.8
E00026012,14.7,62.7,22.5
E00026017,5.9,52.6,41.5
E00026019,6.2,69,24.8
E00026020,7.4,46.3,46.3
E00026023,18.7,49.5,31.8
E00026024,11.5,52.7,35.9
E00026025,15.2,43.4,41.4
E00026028,9.5,48,42.6
E00026032,12.9,65.6,21.5
E00026034,4,69.7,26.3
E00026454,15,40.1,44.9
E00026455,10.9,41.4,47.7
E00026457,19.5,33.8,46.6
E00026458,19.4,47.3,33.3
E00026460,9.6,55.3,35.1
E00026464,14.7,52.4,32.9
E00026465,15.8,27.4,56.8
E00026466,14.3,40.1,45.6
E00026468,10.4,53.1,36.5
E00026469,8.9,57.1,33.9
E00026470,13.8,47.1,39.1
E00026474,17,37.6,45.4
E00026475,19.1,42.6,38.3
E00026478,6.6,54.7,38.7
E00026479,10.9,48.9,40.2
E00026480,8.8,73.6,17.6
E00026481,14.3,72.4,13.3
E00026482,12.6,55.8,31.6
E00026483,15.8,68.3,15.8
E00026485,12.6,54,33.3
E00026487,15.5,43.6,40.9
E00026488,25.8,38.1,36.1
E00026575,12.4,57.7,29.9
E00026576,12.9,59.5,27.6
E00026577,6.5,61.3,32.3
E00026578,9.7,52.2,38.1
E00026579,10.7,50,39.3
E00026580,16.7,39.6,43.8
E00026581,9.4,60.6,29.9
E00026582,16.7,41.7,41.7
E00026583,14.1,59.8,26.1
E00026584,15.3,39.3,45.4
E00026585,10.9,57.4,31.7
E00026586,16.6,31.2,52.2
E00026587,11.4,55.3,33.3
E00026588,12.2,36.5,51.3
E00026589,10.4,44.8,44.8
E00026590,9.3,71.2,19.5
E00026591,14.5,52.7,32.7
E00026592,8,43.8,48.2
E00026593,9.9,48.8,41.3
E00026594,8.1,56.6,35.4
E00026595,15.7,41.8,42.5
E00026596,13.3,71.4,15.3
E00026597,24.5,55.1,20.4
E00026598,4.3,39.9,55.8
E00026599,12.4,51.9,35.7
E00026600,19.3,48.9,31.8
E00026601,6.4,69.7,23.9
E00026602,10.3,79.3,10.3
E00026603,9.6,59.6,30.8
E00026604,15.2,53,31.8
E00026605,11.8,64.5,23.7
E00026606,15.8,42.1,42.1
E00026608,10.8,78.5,10.8
E00026609,9.9,63.4,26.7
E00026610,1.1,81.8,17
E00026611,9.6,63.2,27.2
E00026613,19.8,61.6,18.6
E00026614,14.9,43.9,41.2
E00026615,15.9,59.8,24.4
E00026616,11.7,43.1,45.3
E00026617,11.9,40,48.1
E00026618,18.4,60.5,21.1
E00026619,7.7,45.3,47
E00026620,10.6,46.9,42.5
E00026621,13.1,60.7,26.2
E00026622,16,44.7,39.4
E00026623,8.2,61.9,29.9
E00026624,10,44.7,45.3
E00026625,9.1,53.5,37.4
E00026626,9.9,53.5,36.6
E00026627,16.3,39.8,43.9
E00026628,5.6,50.8,43.6
E00026629,10.3,44.8,44.8
E00026630,11.2,47.4,41.4
E00026631,6.9,56.9,36.3
E00026632,12.4,47.9,39.7
E00026634,12.9,41.6,45.5
E00026635,12.2,45.8,42
E00026636,22.9,44.8,32.3
E00026638,6.4,68.6,25
E00026639,12.8,50.3,36.9
E00026640,14.4,46.6,39
E00026641,11.7,53.2,35.1
E00026642,12.5,56.3,31.3
E00026643,20.7,32.6,46.7
E00026644,10,38.2,51.8
E00026645,13.5,45.1,41.4
E00026647,9.7,43.4,46.9
E00026648,9.9,37.6,52.5
E00026649,10.8,56.8,32.4
E00026650,10.6,43.4,46
E00026651,11.5,47.9,40.6
E00026652,16.3,44,39.7
E00026653,15.7,44.9,39.4
E00026654,8.3,52.3,39.4
E00026953,17.5,31.7,50.7
E00026954,11.2,19.2,69.6
E00026960,14.6,42.3,43.1
E00026962,18.2,38.3,43.5
E00026989,15.7,36.4,47.9
E00026992,3.2,71,25.8
E00026994,18.8,57.6,23.5
E00026995,11.5,51.1,37.4
E00026996,5.8,66,28.2
E00026997,15.9,42.4,41.8
E00026998,10.7,41.3,47.9
E00026999,7,68.4,24.6
E00027000,10.1,38.1,51.8
E00027001,7.2,54.4,38.4
E00027002,10.1,55.1,34.8
E00027003,5.1,62.8,32.1
E00027004,20.2,44.2,35.6
E00027005,17.3,58,24.7
E00027006,14.8,51,34.3
E00027007,10.4,45.3,44.3
E00027008,10,57,33
E00027009,7.5,56.7,35.8
E00027010,15.5,65,19.4
E00027047,15,43.5,41.5
E00027048,6.3,50.9,42.9
E00027049,14.5,61.4,24.1
E00027050,9.6,67.3,23.1
E00027051,15.4,48.1,36.4
E00027052,6.8,42.4,50.8
