geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00025760,14.7,32.1,48.6,4.6
E00025761,8.7,36.2,50.7,4.3
E00025793,13.5,24.3,57.7,4.5
E00025997,11.8,28.3,55.9,3.9
E00025998,3.8,20.1,71.2,4.9
E00026006,15.5,14.8,59.9,9.9
E00026009,7.7,26.8,60.1,5.4
E00026012,0.9,25.4,65.8,7.9
E00026017,5.4,25,62.5,7.1
E00026019,5.6,25.4,52.1,16.9
E00026020,13.4,22.4,56,8.2
E00026023,9.1,20.8,64.9,5.2
E00026024,0,22,68.3,9.8
E00026025,8.3,28.1,60.4,3.1
E00026028,9.4,25.6,54.7,10.3
E00026032,7.7,21.2,67.9,3.2
E00026034,5.4,18.9,67.6,8.1
E00026454,7.8,20.9,65.5,5.8
E00026455,13.5,30.2,49.2,7.1
E00026457,11.6,29,52.9,6.5
E00026458,10.4,23.7,59.3,6.7
E00026460,6.3,22.5,62.5,8.8
E00026464,9.4,16.9,70.6,3.1
E00026465,15.8,34.2,45.4,4.6
E00026466,12.6,26.3,54.5,6.6
E00026468,9,15.7,64.9,10.4
E00026469,12.3,17,66,4.7
E00026470,9.7,23.4,61.7,5.2
E00026474,12.8,25.6,57.3,4.3
E00026475,9.1,27.3,59.1,4.5
E00026478,16.5,32,43.3,8.2
E00026479,13.2,33.8,47.1,5.9
E00026480,9,25.5,56.6,9
E00026481,8.5,24.2,60.1,7.2
E00026482,10.5,13.1,73.3,3.1
E00026483,4.5,23.1,67.2,5.2
E00026485,10.3,17.3,65.4,7.1
E00026487,9.6,18.3,66.1,6.1
E00026488,8.9,33.1,48.4,9.7
E00026575,7.6,19.3,63.2,9.9
E00026576,7.4,19.9,65.4,7.4
E00026577,9,17.9,66.2,6.9
E00026578,8.8,25.9,57.8,7.5
E00026579,9.4,21.7,59.4,9.4
E00026580,11.2,22.4,60.3,6
E00026581,4.5,24.8,66.9,3.8
E00026582,8.1,24.4,63.7,3.7
E00026583,4.2,45.8,45.8,4.2
E00026584,10.1,31.2,53.6,5.1
E00026585,10.3,29,56.6,4.1
E00026586,7.3,25.6,64.4,2.7
E00026587,6.6,25,64.5,3.9
E00026588,14,25,55.1,5.9
E00026589,6.8,29.3,60.2,3.8
E00026590,8.5,20.1,66.5,4.9
E00026591,5.9,21.1,64.9,8.1
E00026592,4.6,20.2,68.8,6.4
E00026593,12,15.2,66,6.8
E00026594,2.8,28.2,59.9,9.2
E00026595,12.6,31.9,48.7,6.7
E00026596,5.2,15.5,72.9,6.5
E00026597,9,18.1,64.6,8.3
E00026598,13.8,34.5,47.1,4.6
E00026599,11.6,30.1,56.2,2.1
E00026600,11.5,16.9,68.5,3.1
E00026601,11.7,16.5,65,6.8
E00026602,8.5,16.1,66.9,8.5
E00026603,19,20.4,54.7,5.8
E00026604,11.4,16.4,66.4,5.7
E00026605,8.5,16.9,70,4.6
E00026606,9,18,65.8,7.2
E00026608,11.5,21.8,60.3,6.4
E00026609,14.2,20.8,56.6,8.5
E00026610,2.5,15.6,68,13.9
E00026611,6.3,22.7,68,3.1
E00026613,9.6,25.2,60,5.2
E00026614,7.6,24.2,59.1,9.1
E00026615,6.3,23.1,65.6,5
E00026616,6,26.5,63.2,4.3
E00026617,4.3,32.8,56.9,6
E00026618,8.7,18.8,60.9,11.6
E00026619,9.5,24.2,66.3,0
E00026620,10,25.4,60.8,3.8
E00026621,4.4,22.1,64,9.6
E00026622,9.3,16,64,10.7
E00026623,5.4,19.6,68.2,6.8
E00026624,7.8,26.8,59.5,5.9
E00026625,3.3,22.8,67.5,6.5
E00026626,4.5,31.8,57.3,6.4
E00026627,6.8,27.4,62.3,3.4
E00026628,6.8,14.5,60.7,17.9
E00026629,11.8,33.3,50,4.9
E00026630,7.6,21.4,64.1,6.9
E00026631,6.4,21.8,70.5,1.3
E00026632,16.3,16.3,65.3,2
E00026634,13.5,18.5,59,9
E00026635,13,16.3,63.4,7.3
E00026636,6.7,20.8,65.8,6.7
