areacd,in_full_time_education-001,in_full_time_education-002
E00125017,23.5,76.5
E00125018,15.5,84.5
E00125019,18.3,81.7
E00125020,18.2,81.8
E00125021,22.4,77.6
E00125022,15.4,84.6
E00125023,18.4,81.6
E00125024,23.4,76.6
E00125025,24.2,75.8
E00125026,29.8,70.2
E00125027,15.4,84.6
E00125028,24.7,75.3
E00125029,22.6,77.4
E00125030,20.8,79.2
E00125069,14.2,85.8
E00125070,18.6,81.4
E00125071,9,91
E00125072,12.4,87.6
E00125073,9.5,90.5
E00125074,17.9,82.1
E00125075,10.8,89.2
E00125076,14.6,85.4
E00125077,23.2,76.8
E00125078,9.3,90.7
E00125079,14.1,85.9
E00125080,13.6,86.4
E00125081,12.5,87.5
E00125082,19.5,80.5
E00125083,9.3,90.7
E00125084,13.1,86.9
E00125085,8.8,91.2
E00125086,11.2,88.8
E00125087,19,81
E00125088,24.1,75.9
E00125089,14.6,85.4
E00125091,18.2,81.8
E00125092,8.1,91.9
E00125093,18.6,81.4
E00125094,15.2,84.8
E00125095,22.8,77.2
E00125096,19.6,80.4
E00125097,21.8,78.2
E00125099,13.5,86.5
E00125100,25,75
E00125101,22.4,77.6
E00125102,18,82
E00125103,17.2,82.8
E00125104,15.6,84.4
E00125105,21.9,78.1
E00125106,11.3,88.7
E00125107,8.9,91.1
E00125108,18.4,81.6
E00125109,13.5,86.5
E00125110,16.8,83.2
E00125111,12.8,87.2
E00125112,11.5,88.5
E00125114,15.9,84.1
E00125129,23.4,76.6
E00125130,8.5,91.5
E00125132,15.7,84.3
E00125133,11.1,88.9
E00125134,10.7,89.3
E00125135,8.4,91.6
E00125136,15.4,84.6
E00125137,11.1,88.9
E00125138,3.1,96.9
E00125139,17.2,82.8
E00125140,25.2,74.8
E00125141,19.5,80.5
E00125142,6.5,93.5
E00125144,9.7,90.3
E00125145,19.5,80.5
E00125146,16.2,83.8
E00125147,18.8,81.2
E00125148,14,86
E00125149,9.3,90.7
E00125150,17.4,82.6
E00125151,10.1,89.9
E00125178,12.2,87.8
E00125183,13.3,86.7
E00125185,21.2,78.8
E00125187,2.9,97.1
E00125189,29.2,70.8
E00125190,24.9,75.1
E00125192,27.7,72.3
E00125193,32.3,67.7
E00125194,31.5,68.5
E00125195,29.6,70.4
E00125202,14.5,85.5
E00125203,12.1,87.9
E00125204,14.1,85.9
E00125205,3.8,96.2
E00125206,16.7,83.3
E00125207,17.2,82.8
E00125208,14.7,85.3
E00125209,15.6,84.4
E00125210,21.3,78.7
E00125211,17.5,82.5
E00125212,21.9,78.1
E00125213,39.3,60.7
E00125214,21.3,78.7
E00125215,25.6,74.4
E00125216,20.4,79.6
E00125217,16.5,83.5
E00125218,19.3,80.7
E00125219,18.6,81.4
E00125220,13.6,86.4
E00125221,25.4,74.6
E00125222,29.5,70.5
E00125223,23.1,76.9
E00125224,19.5,80.5
E00125225,15.2,84.8
E00125226,22.5,77.5
E00125227,4.9,95.1
E00125228,14.1,85.9
E00125245,12.1,87.9
E00125246,17.1,82.9
E00125247,9.1,90.9
E00125248,18.6,81.4
E00125249,13.8,86.2
E00125250,14.8,85.2
E00125300,29.4,70.6
E00125302,15.8,84.2
E00125310,18.4,81.6
E00125311,4.1,95.9
E00125314,15,85
E00125317,24.8,75.2
E00125323,21.9,78.1
E00125324,20.2,79.8
E00125325,22.5,77.5
E00125326,21.9,78.1
E00125328,18.9,81.1
E00125329,16.1,83.9
E00125330,16.8,83.2
E00125332,18.2,81.8
E00125333,8.4,91.6
E00125334,9,91
E00125335,18.6,81.4
E00125336,8.1,91.9
E00125337,17.9,82.1
E00125338,14.5,85.5
E00125339,19.5,80.5
E00125340,10.3,89.7
E00125341,18.7,81.3
E00125342,24.4,75.6
E00125343,14.4,85.6
E00125344,14.7,85.3
E00125345,4.3,95.7
E00125346,19,81
E00125364,20.2,79.8
E00125365,28.9,71.1
E00125366,13.3,86.7
E00125367,28.6,71.4
E00125368,19.7,80.3
E00125369,21.9,78.1
E00125370,13.1,86.9
E00125371,23.2,76.8
E00125372,15.5,84.5
E00125373,17.6,82.4
E00125374,21,79
E00125375,17.6,82.4
E00125376,18.3,81.7
E00125377,20.6,79.4
E00125378,29.1,70.9
E00125379,12.3,87.7
E00125402,12.9,87.1
E00125403,18.4,81.6
E00125404,21.1,78.9
E00125405,12,88
E00125406,16.4,83.6
E00125407,18.1,81.9
E00125408,23.1,76.9
E00125409,8.2,91.8
E00125410,12.1,87.9
E00125411,18.2,81.8
E00125412,21.1,78.9
E00125413,18.9,81.1
E00125414,10.1,89.9
E00125415,10.5,89.5
E00125416,22.3,77.7
E00125417,11.9,88.1
E00125418,9.4,90.6
E00125419,8.5,91.5
E00125420,19,81
E00125421,18.6,81.4
E00125422,15.9,84.1
E00125423,12.3,87.7
E00125424,20,80
E00125425,8.1,91.9
E00125426,15.8,84.2
E00190168,12.3,87.7
E00190184,16.1,83.9
