areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00125017,31.2,38.2,26.8,3.8,0
E00125018,50.7,32.1,17.2,0,0
E00125019,32.3,31.6,31,3.9,1.3
E00125020,19.7,36.9,36.9,6.6,0
E00125021,37.4,33.9,24.3,3.5,0.9
E00125022,55.4,40,4.6,0,0
E00125023,10.2,26.5,56.5,5.4,1.4
E00125024,22,31.2,43.3,2.8,0.7
E00125025,23.1,35.9,33.3,7.7,0
E00125026,31.8,35.7,27.1,4.7,0.8
E00125027,63.4,21.6,13.1,1.3,0.7
E00125028,38.5,39.3,18.5,3.7,0
E00125029,33.9,33.1,29.1,1.6,2.4
E00125030,23.8,54.8,17.5,4,0
E00125069,43.9,43,12.3,0.9,0
E00125070,37.8,31.7,25.6,4.9,0
E00125071,43.6,41,14.5,0.9,0
E00125072,31.1,46.7,20.5,1.6,0
E00125073,42.5,44.3,13.2,0,0
E00125074,63.7,22.6,12.9,0.8,0
E00125075,39.1,45.2,14.8,0,0.9
E00125076,56,30.2,12.9,0.9,0
E00125077,36,29.3,30,4.7,0
E00125078,58.7,19,21.4,0.8,0
E00125079,25.7,22,49.5,2.8,0
E00125080,27.4,37.6,32.5,2.6,0
E00125081,62.2,29.9,7.9,0,0
E00125082,73.6,19.1,5.5,1.8,0
E00125083,59.8,29.5,9.8,0.8,0
E00125084,54.2,33.3,10.8,1.7,0
E00125085,11.9,24.4,63.1,0.6,0
E00125086,18.6,40.4,37.9,3.1,0
E00125087,28.4,37.2,31.8,2.7,0
E00125088,43.3,34.2,20,2.5,0
E00125089,44.6,38.8,15.7,0.8,0
E00125091,33.8,40.8,19,5.6,0.7
E00125092,8.1,35.4,56.6,0,0
E00125093,18.9,30.4,45.3,4.7,0.7
E00125094,32,22.7,41.9,3.5,0
E00125095,36.1,36.9,25.4,0.8,0.8
E00125096,54.8,17.8,26.7,0.7,0
E00125097,32.5,34.1,31,1.6,0.8
E00125099,33,12.8,49.5,4.6,0
E00125100,46.1,27.8,25.2,0,0.9
E00125101,38.4,32.1,25,4.5,0
E00125102,29.1,40.9,22.8,5.5,1.6
E00125103,19.5,17.2,57,6.3,0
E00125104,32.1,28.9,36.5,2.5,0
E00125105,30,25.8,41.7,2.5,0
E00125106,45.8,27.5,24.2,2.5,0
E00125107,28.1,28.1,41.7,1.5,0.5
E00125108,17.2,46.7,34.3,1.8,0
E00125109,8,41.6,42.4,6.4,1.6
E00125110,27.6,28.2,39.1,5.1,0
E00125111,16.4,32.7,47.7,2.3,0.9
E00125112,19.1,31.9,45.4,2.8,0.7
E00125114,29.9,43.7,23.6,2.9,0
E00125129,41.2,44.5,10.9,3.4,0
E00125130,64.1,29.1,6,0.9,0
E00125132,48.8,33.9,15,2.4,0
E00125133,19,43.8,36.6,0.7,0
E00125134,74.2,20.2,5.6,0,0
E00125135,32.8,59.7,7.6,0,0
E00125136,65.1,25.4,7.1,2.4,0
E00125137,32.2,47.1,19,1.7,0
E00125138,67.7,26.6,4.8,0,0.8
E00125139,56.6,27.9,13.1,2.5,0
E00125140,35,32.5,29.3,3.3,0
E00125141,70.2,19.8,7.6,1.5,0.8
E00125142,7.5,60.9,31.6,0,0
E00125144,34.9,46.8,15.1,2.4,0.8
E00125145,31.4,47.1,19,2.5,0
E00125146,68.3,19.2,11.7,0,0.8
E00125147,23.8,53.8,22.3,0,0
E00125148,50.8,43.3,4.2,1.7,0
E00125149,42.7,44.4,9.7,1.6,1.6
E00125150,56,28.3,15.1,0,0.6
E00125151,43.5,41.9,12.1,1.6,0.8
E00125178,21.5,48.6,26.2,3.7,0
E00125183,48.1,37,12.6,2.2,0
E00125185,33.3,40.5,19.8,4,2.4
E00125187,53.8,39.8,3.2,3.2,0
E00125189,31.8,32.9,30.6,4.1,0.6
E00125190,20.6,39.7,26.5,11.8,1.5
E00125192,29.6,36,28,5.6,0.8
E00125193,10.8,27.5,43.3,16.7,1.7
E00125194,8,31.2,47.2,12,1.6
E00125195,2.2,19.4,59.1,19.4,0
E00125202,13.7,37,45.9,2.7,0.7
E00125203,3.5,31.5,60.1,4.2,0.7
E00125204,6.7,33.6,55.5,4.2,0
E00125205,0.9,15.5,83.6,0,0
E00125206,10.6,14.6,71.5,3.3,0
E00125207,17.2,31.4,46.6,3.9,1
E00125208,19.4,23.1,51.5,5.2,0.7
E00125209,16.9,36.2,42.3,4.6,0
E00125210,23.4,30.5,41.6,3.9,0.6
E00125211,14.3,32.9,43.5,8.1,1.2
E00125212,24.6,43.7,27,4.8,0
E00125213,36.1,34.8,26.5,2.6,0
E00125214,26.5,35.9,35,2.6,0
E00125215,40,36.6,20,2.8,0.7
E00125216,20.2,39.4,37.4,3,0
E00125217,22.2,54.1,20.7,2.2,0.7
E00125218,19.4,54,24.5,2.2,0
E00125219,16.9,40.5,39.9,2,0.7
E00125220,13.4,55.5,26.9,4.2,0
E00125221,11.3,32.4,50,5.6,0.7
E00125222,10.9,40.2,42.4,5.4,1.1
E00125223,15.9,38.4,37.7,7.2,0.7
E00125224,19.9,44.7,30.5,2.8,2.1
E00125225,28.9,30.9,36.8,2.6,0.7
E00125226,13.2,26.8,51.8,7.3,0.9
E00125227,3.2,44.9,47.5,1.9,2.5
E00125228,2.9,14.5,68.1,13.8,0.7
E00125245,59.2,29.9,9.6,1.3,0
E00125246,65.9,23.8,8.7,1.6,0
E00125247,67.1,26.4,5.7,0.7,0
E00125248,37.8,45.5,14,2.8,0
E00125249,57.1,31.7,9.5,1.6,0
E00125250,52.4,35,11.2,1.4,0
E00125300,9.2,37.6,41.8,11.3,0
E00125302,34.6,53.5,11.8,0,0
E00125310,19.4,31.7,46,2.9,0
E00125311,9.1,11.1,78.8,1,0
E00125314,21.7,34.9,41.1,1.6,0.8
E00125317,24.2,43,28.9,3.1,0.8
E00125323,39.7,42.1,16.7,0.8,0.8
E00125324,38.5,33.3,25.2,2.2,0.7
E00125325,50.4,29.5,19.4,0.8,0
E00125326,44.2,35.8,15,4.2,0.8
E00125328,22.5,31.9,44.9,0.7,0
E00125329,55.3,28.5,12.2,4.1,0
E00125330,16.9,53.5,26.7,2.9,0
E00125332,35.5,38.8,22.4,3.3,0
E00125333,44.2,45.7,10.1,0,0
E00125334,6,25.6,64.1,3.4,0.9
E00125335,51.4,32.1,15.6,0.9,0
E00125336,29.4,38.1,31.7,0.8,0
E00125337,56.7,34.6,7.1,1.6,0
E00125338,45.9,36.1,18,0,0
E00125339,43.6,35.5,20,0.9,0
E00125340,36.9,41.4,21.7,0,0
E00125341,43.5,37.1,15.3,4,0
E00125342,43.2,33.6,18.4,4.8,0
E00125343,35.4,39.6,25,0,0
E00125344,34.2,36.1,26.6,2.5,0.6
E00125345,26.1,65.8,8.1,0,0
E00125346,45.8,38.3,14.2,1.7,0
E00125364,20,52.6,22.2,4.4,0.7
E00125365,37.5,25.8,31.7,4.2,0.8
E00125366,15.4,53.8,26.2,3.8,0.8
E00125367,10.7,33,47.3,8.9,0
E00125368,25,40.5,32.7,1.2,0.6
E00125369,55.2,37,7.9,0,0
E00125370,53.8,27.3,16.1,2.8,0
E00125371,23,41.8,30.3,4.9,0
E00125372,35.1,42.5,20.1,2.2,0
E00125373,50.4,35.4,14.2,0,0
E00125374,19.2,48,25.6,5.6,1.6
E00125375,30.2,35.6,30.9,2.7,0.7
E00125376,47.9,21.8,27.7,1.7,0.8
E00125377,40.9,27.3,26.5,3.8,1.5
E00125378,10.2,34.7,40.8,12.9,1.4
E00125379,27.7,47.1,22.7,1.7,0.8
E00125402,15.6,32.1,48.6,2.8,0.9
E00125403,77,16.4,5.7,0.8,0
E00125404,36,32.8,28.8,2.4,0
E00125405,20,24.8,51.2,4,0
E00125406,39.4,47.2,11.8,1.6,0
E00125407,41.6,23.9,29.2,5.3,0
E00125408,47.1,45.6,5.9,1.5,0
E00125409,17.6,40.7,39.8,1.9,0
E00125410,52.6,34.2,13.2,0,0
E00125411,55.6,36.3,6.5,1.6,0
E00125412,56.1,33.3,8.1,2.4,0
E00125413,43.1,35.1,20,0.9,0.9
E00125414,34.7,53.7,9.9,1.7,0
E00125415,27.2,32.4,36.8,3.7,0
E00125416,61.7,31.1,5.6,1.5,0
E00125417,33.6,56.6,9,0,0.8
E00125418,64.8,27.3,7.9,0,0
E00125419,70.1,24.8,4.4,0.7,0
E00125420,44.6,32.3,20.8,1.5,0.8
E00125421,39.7,28.6,28.6,3.2,0
E00125422,27.6,38.1,30.6,3.7,0
E00125423,53.9,24.3,20.9,0,0.9
E00125424,63.1,22.1,13.9,0.8,0
E00125425,17.4,40.2,41.3,1.1,0
E00125426,43.1,26,30.9,0,0
E00190168,2.4,32.5,62.7,2.4,0
E00190184,21.4,23.7,50.4,4.6,0
