areacd,disability_3a-001,disability_3a-002
E00125017,20,80
E00125018,13.8,86.2
E00125019,23.6,76.4
E00125020,21.9,78.1
E00125021,25,75
E00125022,15.3,84.7
E00125023,26.9,73.1
E00125024,27,73
E00125025,21.5,78.5
E00125026,26,74
E00125027,25.2,74.8
E00125028,17.8,82.2
E00125029,22.4,77.6
E00125030,20.9,79.1
E00125069,16.9,83.1
E00125070,25.7,74.3
E00125071,21.4,78.6
E00125072,22.9,77.1
E00125073,22.5,77.5
E00125074,18.8,81.2
E00125075,14.8,85.2
E00125076,15.5,84.5
E00125077,19.3,80.7
E00125078,16.5,83.5
E00125079,22.6,77.4
E00125080,20.4,79.6
E00125081,28.9,71.1
E00125082,21.6,78.4
E00125083,21.8,78.2
E00125084,24.6,75.4
E00125085,33.2,66.8
E00125086,23.5,76.5
E00125087,21.4,78.6
E00125088,14.8,85.2
E00125089,19.9,80.1
E00125091,17.6,82.4
E00125092,40.9,59.1
E00125093,21.3,78.7
E00125094,24.7,75.3
E00125095,20.6,79.4
E00125096,14.6,85.4
E00125097,20.7,79.3
E00125099,23.6,76.4
E00125100,23.3,76.7
E00125101,21.3,78.7
E00125102,19.7,80.3
E00125103,21.9,78.1
E00125104,20.3,79.7
E00125105,21,79
E00125106,26.4,73.6
E00125107,22.7,77.3
E00125108,21.4,78.6
E00125109,28.2,71.8
E00125110,20.4,79.6
E00125111,22.7,77.3
E00125112,24.2,75.8
E00125114,23.9,76.1
E00125129,17.2,82.8
E00125130,19.5,80.5
E00125132,17.8,82.2
E00125133,24,76
E00125134,23.2,76.8
E00125135,27.4,72.6
E00125136,18.3,81.7
E00125137,18.8,81.2
E00125138,31.3,68.7
E00125139,23.9,76.1
E00125140,14.2,85.8
E00125141,20.4,79.6
E00125142,34.6,65.4
E00125144,25.8,74.2
E00125145,19.5,80.5
E00125146,17.9,82.1
E00125147,19.1,80.9
E00125148,23.6,76.4
E00125149,26.2,73.8
E00125150,15.3,84.7
E00125151,18.1,81.9
E00125178,30.4,69.6
E00125183,19.7,80.3
E00125185,26.7,73.3
E00125187,30.1,69.9
E00125189,22.9,77.1
E00125190,28.2,71.8
E00125192,24.6,75.4
E00125193,30.7,69.3
E00125194,23.5,76.5
E00125195,25.1,74.9
E00125202,24.7,75.3
E00125203,45.2,54.8
E00125204,34.2,65.8
E00125205,37,63
E00125206,27.5,72.5
E00125207,27.4,72.6
E00125208,28.6,71.4
E00125209,23,77
E00125210,19,81
E00125211,23.5,76.5
E00125212,16.7,83.3
E00125213,15.6,84.4
E00125214,21.8,78.2
E00125215,16.4,83.6
E00125216,16.6,83.4
E00125217,23.2,76.8
E00125218,15.2,84.8
E00125219,19.1,80.9
E00125220,17.7,82.3
E00125221,25.7,74.3
E00125222,21.1,78.9
E00125223,31.9,68.1
E00125224,19,81
E00125225,23.7,76.3
E00125226,24.2,75.8
E00125227,30.6,69.4
E00125228,39.3,60.7
E00125245,22.8,77.2
E00125246,18.2,81.8
E00125247,19.1,80.9
E00125248,16.7,83.3
E00125249,12.9,87.1
E00125250,19.4,80.6
E00125300,29.7,70.3
E00125302,21.6,78.4
E00125310,29.3,70.7
E00125311,44.7,55.3
E00125314,25.8,74.2
E00125317,22.3,77.7
E00125323,15.9,84.1
E00125324,20.3,79.7
E00125325,18.4,81.6
E00125326,15.9,84.1
E00125328,19.2,80.8
E00125329,23.2,76.8
E00125330,16.8,83.2
E00125332,20.1,79.9
E00125333,25.1,74.9
E00125334,32.8,67.2
E00125335,15.7,84.3
E00125336,26.6,73.4
E00125337,17,83
E00125338,18.8,81.2
E00125339,18.5,81.5
E00125340,21.3,78.7
E00125341,27.7,72.3
E00125342,19.4,80.6
E00125343,29.3,70.7
E00125344,30.1,69.9
E00125345,33.2,66.8
E00125346,19.5,80.5
E00125364,15.5,84.5
E00125365,21.3,78.7
E00125366,25.7,74.3
E00125367,32.2,67.8
E00125368,17.4,82.6
E00125369,9.5,90.5
E00125370,20.1,79.9
E00125371,22.9,77.1
E00125372,21.3,78.7
E00125373,22.5,77.5
E00125374,21.1,78.9
E00125375,19.3,80.7
E00125376,21.6,78.4
E00125377,20.8,79.2
E00125378,24.9,75.1
E00125379,23.7,76.3
E00125402,24.6,75.4
E00125403,17.8,82.2
E00125404,17.4,82.6
E00125405,27.3,72.7
E00125406,23.5,76.5
E00125407,12.2,87.8
E00125408,17.1,82.9
E00125409,27.1,72.9
E00125410,27.2,72.8
E00125411,18.7,81.3
E00125412,13.4,86.6
E00125413,19.2,80.8
E00125414,19.8,80.2
E00125415,35.5,64.5
E00125416,22.4,77.6
E00125417,18.9,81.1
E00125418,24.7,75.3
E00125419,21.7,78.3
E00125420,19.9,80.1
E00125421,22.7,77.3
E00125422,18.1,81.9
E00125423,20.9,79.1
E00125424,16.2,83.8
E00125425,32.7,67.3
E00125426,20.5,79.5
E00190168,24.4,75.6
E00190184,21.3,78.7
