areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00125017,19.1,35,24.2,21.7
E00125018,30.5,40.5,16,13
E00125019,26,29.9,16.9,27.3
E00125020,28.1,37.2,14,20.7
E00125021,23.7,28.1,18.4,29.8
E00125022,26.7,45.8,13,14.5
E00125023,43.2,24.7,19.9,12.3
E00125024,32.1,25,17.9,25
E00125025,30.5,29.7,16.9,22.9
E00125026,24,25.6,18.6,31.8
E00125027,22.1,49.4,9.7,18.8
E00125028,19.5,27.8,21.8,30.8
E00125029,25.8,32,16.4,25.8
E00125030,25.4,35.7,19,19.8
E00125069,37.1,37.1,10.3,15.5
E00125070,36.9,40.5,11.9,10.7
E00125071,38.5,45.3,13.7,2.6
E00125072,35,41.5,13,10.6
E00125073,36.8,46.2,7.5,9.4
E00125074,30.4,34.4,14.4,20.8
E00125075,32.2,44.3,16.5,7
E00125076,30.4,41.1,13.4,15.2
E00125077,39.7,29.8,13.2,17.2
E00125078,34.1,36.5,17.5,11.9
E00125079,50,32.7,8.2,9.1
E00125080,44.4,32.5,15.4,7.7
E00125081,24.8,53.6,9.6,12
E00125082,28.2,43.6,10,18.2
E00125083,30.6,47.9,11.6,9.9
E00125084,30.8,44.2,10.8,14.2
E00125085,54.8,31.1,7.3,6.8
E00125086,43.5,35.4,15.5,5.6
E00125087,30.2,27.5,19.5,22.8
E00125088,19.2,29.2,18.3,33.3
E00125089,20.5,36.1,22.1,21.3
E00125091,28.4,35.5,14.2,22
E00125092,71,22,5,2
E00125093,46.3,29.5,13.4,10.7
E00125094,47.3,28.4,11.8,12.4
E00125095,33.6,28.7,13.9,23.8
E00125096,33.1,31.6,20.3,15
E00125097,31.7,28.6,19.8,19.8
E00125099,49.1,29.1,12.7,9.1
E00125100,29.9,30.8,18.8,20.5
E00125101,28.3,27.4,20.4,23.9
E00125102,26.6,30.5,23.4,19.5
E00125103,48,26,11,15
E00125104,30.8,37.1,17.6,14.5
E00125105,39,26.8,15.4,18.7
E00125106,37.5,37.5,13.3,11.7
E00125107,54.5,30.2,9.4,5.9
E00125108,29.3,34.1,22.8,13.8
E00125109,46.8,32.5,12.7,7.9
E00125110,55.4,26.8,7,10.8
