areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00114240,6.5,44.8,3.2,43.5,1.9
E00114241,34.3,30.1,9.1,23.8,2.8
E00114242,33.9,29.6,3.5,32.6,0.4
E00114243,8.2,37.7,5.3,44.8,3.9
E00114245,6.7,36.2,5.7,48.9,2.5
E00114246,13.2,45.6,6.8,31.2,3.2
E00114247,9.4,34.7,4.4,46.9,4.7
E00114248,14.7,39.5,5,38.8,1.9
E00114249,7.4,38.1,5.5,47.7,1.4
E00114250,1.4,41.9,2.8,50.4,3.5
E00114251,9.8,41.9,2.8,43.9,1.6
E00114252,10.3,36.4,3.6,47.4,2.4
E00114257,11.7,38.1,6,42.5,1.7
E00114260,31.5,41.1,7.6,17.3,2.5
E00114261,7.7,33.6,2.3,55.2,1.2
E00114262,26.6,38.7,5.2,26.2,3.3
E00114263,10.3,43.6,5.9,35.5,4.8
E00114264,15.8,42.9,5.5,33.7,2.2
E00114265,19.5,37.1,5.9,34.8,2.7
E00114698,14.4,43.7,3.7,34.9,3.3
E00114702,6.5,35.5,4.6,52.1,1.4
E00114703,8.5,43.2,4.2,41.5,2.5
E00114704,11.1,52.4,5.6,27,4
E00114705,9.5,35,1.4,51.9,2.1
E00114797,10.4,30,4.4,51.7,3.5
E00114918,11.2,45,4,39.4,0.4
E00116263,8.5,39,4,47.4,1.1
E00116264,8.5,49.6,2.8,35.8,3.3
E00116265,6.6,34,2.9,52.9,3.7
E00116266,19,31.8,2.9,43.8,2.5
E00116267,6.6,39.3,5.6,48.2,0.3
E00116268,4.9,42.9,3.6,47.8,0.8
E00116269,2.4,33.8,1.7,59.9,2.1
E00116270,7.7,41.5,3.2,45.6,2
E00116272,7.2,30,5.3,54.1,3.4
E00116273,7.7,39.5,1.6,49.6,1.6
E00116274,6.4,37.5,1,52.8,2.3
E00116276,7.3,31.9,0.3,59.4,1
E00116277,13.4,39.6,5,39.6,2.3
E00116278,7.6,41.8,4.2,43.3,3
E00116279,8,36,6.8,47.7,1.5
E00116280,12.8,45.2,3.9,35.8,2.3
E00116281,7.5,42.1,4.7,44.5,1.2
E00116282,9.7,41.6,4.9,41.2,2.6
E00116283,32.1,36.5,7.1,22.4,1.9
E00116287,11.2,35.9,2.9,48.5,1.5
E00116291,1.6,55.8,3.2,39,0.4
E00116292,15.6,38.1,5.4,40.1,0.7
E00116293,9.8,39.8,6.8,40.6,3
E00116294,3.7,36,4.1,55.4,0.8
E00116295,6.7,34.2,6.3,49.8,3
E00116296,8.5,37,3.3,49.1,2.1
E00116297,7.6,38.6,2.9,49,1.9
E00116298,10.6,40.4,3.9,42.2,2.8
E00116299,13,31.8,2.7,49.8,2.7
E00116300,23.4,48.8,5.9,19.5,2.3
E00116301,10.7,30.9,2.4,54.6,1.5
E00116303,12.9,36.8,4,43.3,3
E00116304,17.6,30.5,4.8,44.8,2.4
E00116305,10.3,34.9,2.9,49.3,2.6
E00116306,23.7,43.2,3.5,26.8,2.7
E00116307,22.6,37.6,2.5,35.3,2
E00116308,11.9,41.1,4.1,40.4,2.6
E00167877,5.8,43.1,1.8,48,1.3
E00167878,3.5,48,4,44.5,0
E00167882,14.4,34.2,4.3,45.1,1.9
E00167883,9.7,40.2,4.6,44,1.5
E00167885,6.3,51,1.5,41.3,0
E00167921,7.2,51.9,4.3,35.1,1.4
E00167922,6,33,3.4,55.8,1.7
E00167923,15.5,43.1,6.1,30.9,4.4
E00167924,6.1,38.5,4,49.4,2
E00167925,5,36,3.5,54.5,1
E00167926,3.1,60.5,8,28.4,0
E00167927,6.7,51.9,5.8,32.7,2.9
E00167928,5,42,3.2,49.3,0.5
E00184866,11.1,29.6,4.4,54.1,0.7
E00184889,6.3,29.9,1.6,62.2,0
E00184921,1.1,63,6.6,28.7,0.7
E00184972,7.9,37.9,4.1,48.9,1.2
E00184973,3.1,47.4,1,46.4,2.1
E00184985,18.7,41.8,5.5,26.4,7.7
E00185022,9.8,39.8,4.5,44.6,1.3
