geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00037597,88.8,7.2,0.8,3.2
E00037598,89.8,9.4,0.8,0
E00037643,92.4,3.8,2,1.8
E00055464,90.3,5.7,0.7,3.3
E00055465,88.7,5.5,2.6,3.3
E00055466,92,3.7,1.3,3
E00055467,90.8,5.1,2.1,2.1
E00055468,89.8,3.6,1.4,5.2
E00055470,91.9,4,1.3,2.9
E00055471,96.2,0.8,0.8,2.1
E00055473,89.1,4.6,2.5,3.8
E00055474,89.5,4.7,1.2,4.7
E00055476,90.4,6.6,0,2.9
E00055477,93,3.9,2.1,0.9
E00055479,85.7,7.3,3.5,3.5
E00055480,84.1,11.9,2.2,1.9
E00055482,92.1,4.8,2.4,0.8
E00055483,92,4.6,1.1,2.3
E00055484,91.9,3.3,1.5,3.3
E00055485,93.4,2.5,1.6,2.5
E00055487,89,3.5,3.5,4
E00055488,90.7,3.8,1.7,3.8
E00055489,88.3,3.3,5.4,3
E00055490,89.7,5.7,1.4,3.2
E00055491,92,2.1,2.7,3.3
E00055492,91.5,4,2,2.6
E00055493,84.5,11.8,1.1,2.6
E00055494,88.7,4.1,2.1,5.1
E00055495,90.4,3.1,2.5,4
E00055496,89.9,7.2,0.4,2.5
E00055497,89.4,8.5,0.7,1.4
E00055498,94.9,1.3,1.7,2.1
E00055499,91.1,6.8,0.8,1.3
E00055500,91.5,4.2,2.1,2.1
E00055501,87.5,8.3,2.3,1.9
E00055502,86.6,7.7,0.7,5
E00055503,85.1,11.3,0.9,2.7
E00055505,90.3,3.8,2.4,3.5
E00055506,89.9,2.6,3.5,3.9
E00055507,87.7,6.1,1.9,4.2
E00055984,91.1,5.3,2.3,1.3
E00055985,87.8,8.4,2.4,1.4
E00055986,93.1,4.1,1.3,1.6
E00055987,93.5,4.7,0.3,1.5
E00055988,87.6,7.7,1.9,2.8
E00055989,89.5,5.8,1.2,3.5
E00055990,91.6,3.3,0.9,4.2
E00055991,89.9,5.7,2.5,1.9
E00055992,89.5,6.7,1.6,2.2
E00055993,93.2,5.5,1,0.3
E00055994,87.4,7.9,2.2,2.5
E00055995,90.7,7.1,1.6,0.5
E00055996,92.1,6.3,0.3,1.3
E00055997,91.3,5,1.7,2
E00055998,92.5,3,2.2,2.2
E00055999,91.8,4.8,1.2,2.1
E00056000,86.5,6,2.3,5.2
E00056001,93,3.7,1.5,1.8
E00056002,90.9,4.5,1.3,3.2
E00056003,88.8,6.3,1.6,3.2
E00056004,90.9,5.9,1,2.1
E00056005,89.6,6.4,1.7,2.3
E00056006,88.9,5,2.2,4
E00056008,86,7,3.3,3.7
E00056009,96.1,1.4,1.1,1.4
E00056010,90.4,4.4,2.4,2.8
E00056011,90.3,6.9,1.4,1.4
E00056012,88.6,7.1,1.1,3.2
E00056013,91.2,5,0.3,3.6
E00056014,88.7,6.9,1.2,3.2
E00056015,94,4.6,1.1,0.4
E00056016,89.8,5.5,0,4.7
E00056017,84.3,5.9,1,8.8
E00056018,89.4,7.3,2.4,0.8
E00056019,91.8,4.4,1.9,1.9
E00056020,85.1,7.3,3.5,4.2
E00056021,87,6.3,2.5,4.2
