geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00037597,99.2,0.4,0.4
E00037598,99.2,0.8,0
E00037643,99.5,0.5,0
E00055464,98,1.3,0.7
E00055465,95.7,4.3,0
E00055466,95.7,3.8,0.4
E00055467,96,3.3,0.7
E00055468,96.8,2.1,1.1
E00055470,98.3,1.5,0.2
E00055471,94.7,5.3,0
E00055473,98,2,0
E00055474,95.9,2.9,1.2
E00055476,97.1,1.5,1.5
E00055477,97.9,1.2,0.9
E00055479,94.3,5.7,0
E00055480,96.8,2.5,0.7
E00055482,99.6,0.4,0
E00055483,88.9,9.4,1.7
E00055484,90.5,9.2,0.4
E00055485,90.6,9.4,0
E00055487,99.1,0.9,0
E00055488,96.9,2,1
E00055489,91.6,6.5,1.9
E00055490,97.2,2.4,0.3
E00055491,88.5,7.5,4
E00055492,97.2,2,0.8
E00055493,99.3,0.4,0.4
E00055494,94.6,2.7,2.7
E00055495,92.6,5.3,2.1
E00055496,98.2,1.4,0.4
E00055497,97.9,1.4,0.7
E00055498,96.3,2.9,0.8
E00055499,99.6,0.4,0
E00055500,97.6,2,0.3
E00055501,99.5,0.5,0
E00055502,99,0.3,0.7
E00055503,100,0,0
E00055505,96.6,3.1,0.3
E00055506,96.6,1.7,1.7
E00055507,96.7,3.3,0
E00055984,99.7,0.3,0
E00055985,100,0,0
E00055986,99.7,0.3,0
E00055987,99.1,0.9,0
E00055988,99.8,0.2,0
E00055989,100,0,0
E00055990,98.6,1.4,0
E00055991,100,0,0
E00055992,98.1,1.8,0.2
E00055993,99.7,0.3,0
E00055994,100,0,0
E00055995,100,0,0
E00055996,99.3,0.7,0
E00055997,96,3,1
E00055998,99.3,0.7,0
E00055999,100,0,0
E00056000,99.7,0.3,0
E00056001,99.6,0,0.4
E00056002,99.7,0.3,0
E00056003,99.4,0.4,0.2
E00056004,100,0,0
E00056005,99.7,0.3,0
E00056006,98.5,0.9,0.6
E00056008,100,0,0
E00056009,97.9,2.1,0
E00056010,97.7,1.9,0.4
E00056011,98.4,1.6,0
E00056012,100,0,0
E00056013,99.5,0.5,0
E00056014,100,0,0
E00056015,99,1,0
E00056016,100,0,0
E00056017,100,0,0
E00056018,99.2,0.8,0
E00056019,99.3,0.6,0.2
E00056020,99.7,0.3,0
E00056021,99.3,0.3,0.3
E00056022,99.5,0.3,0.3
E00056023,99.6,0.4,0
E00056024,99.5,0.5,0
E00056025,100,0,0
E00056026,98.9,1.1,0
E00056027,99.1,0.6,0.3
E00056028,98.6,1.4,0
E00056029,100,0,0
E00056030,100,0,0
E00056031,98.7,1,0.3
E00056032,100,0,0
E00056033,98.8,1.2,0
E00056034,99.7,0,0.3
E00056035,99.5,0.5,0
E00056036,95.6,4.1,0.3
E00056037,99.3,0.7,0
E00056038,100,0,0
E00056039,98.8,0.8,0.4
E00056040,100,0,0
E00056041,98.7,0.4,0.9
E00056042,98.4,1.6,0
E00056280,99,1,0
E00056325,99.3,0.7,0
E00056331,99.7,0.3,0
E00056353,99.4,0.3,0.3
E00056357,99.7,0.3,0
E00056358,98.4,1.6,0
E00056362,99.7,0.3,0
E00056380,95.6,4.4,0
E00056381,98.5,1.5,0
E00056382,99.4,0.6,0
E00056383,98,2,0
E00056384,98.1,1.6,0.3
E00056385,99.2,0.8,0
E00056386,98.7,1,0.3
E00056387,97.8,0.9,1.2
E00056389,97.6,2,0.4
E00056390,98.9,1.1,0
E00056391,98.1,1.6,0.3
E00056392,99.7,0.3,0
E00056394,99.8,0.2,0
E00056395,98.2,1.2,0.6
E00056396,98.7,1,0.3
E00056397,99.6,0.2,0.2
E00056398,96.5,2.5,1
E00056399,97.9,2.1,0
E00056400,100,0,0
E00056401,97.1,2.1,0.8
E00056402,99.1,0.9,0
E00056403,99.2,0.4,0.4
E00056404,98.5,1.5,0
E00056405,95.8,3.8,0.4
E00056406,98.4,1.6,0
E00056407,98.3,1.7,0
E00056408,100,0,0
E00056409,98.2,1.4,0.4
E00056410,100,0,0
E00056411,99.5,0.5,0
E00056412,97.7,1.3,1
E00056413,97.5,2.5,0
E00056414,100,0,0
E00056415,98.6,1.4,0
E00056416,99,1,0
E00056417,100,0,0
E00056418,98.7,1.3,0
E00056419,99.5,0.5,0
E00056420,99.2,0.4,0.4
E00056421,99,1,0
E00056422,99.6,0.4,0
E00056423,99.1,0.9,0
E00056424,99.6,0.4,0
E00056425,100,0,0
E00056426,99.4,0.6,0
E00056427,100,0,0
E00056428,100,0,0
E00056429,99.3,0.7,0
E00056430,99.6,0.4,0
E00056431,97.7,2.3,0
E00056432,97,3,0
E00060193,98.9,1.1,0
E00060195,99.6,0.4,0
E00168748,98.7,0.9,0.4
E00175535,95.7,4,0.3
E00175546,98.1,1,1
E00175547,97.6,2.4,0
E00175548,98.6,1.4,0
E00178670,100,0,0
E00178681,100,0,0
E00178706,98.7,1.3,0
E00178719,99.6,0.4,0
E00180032,98.9,0,1.1
E00180074,98.9,1.1,0
