geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00037597,53.2,0,46.8
E00037598,54.8,5.2,40
E00037643,70.2,1.6,28.3
E00055464,47.1,1.4,51.4
E00055465,49.8,5.3,44.9
E00055466,70.9,4.3,24.9
E00055467,49.8,2.8,47.4
E00055468,56.8,1.9,41.3
E00055470,65.7,2.6,31.7
E00055471,59.4,3.8,36.8
E00055473,55.3,7.4,37.2
E00055474,30.1,3.3,66.7
E00055476,20.1,6.7,73.1
E00055477,63.2,5.2,31.6
E00055479,59,2.3,38.7
E00055480,59.1,1.6,39.3
E00055482,58.7,3.6,37.7
E00055483,36.5,5,58.5
E00055484,57.1,2,40.9
E00055485,56.5,5.5,38
E00055487,54.7,2.6,42.6
E00055488,39.8,1.5,58.6
E00055489,54.9,3.7,41.4
E00055490,58.1,5.1,36.8
E00055491,56.8,5.5,37.7
E00055492,51.5,2,46.5
E00055493,46.6,2.8,50.6
E00055494,40.2,4.1,55.7
E00055495,49.4,4.5,46.1
E00055496,45.8,1.7,52.5
E00055497,61.6,3.1,35.3
E00055498,57.5,2.8,39.8
E00055499,44.1,1,54.9
E00055500,50.4,4.1,45.5
E00055501,57.7,6.2,36.1
E00055502,51.3,1.1,47.6
E00055503,43.3,1,55.7
E00055505,53.7,0.8,45.5
E00055506,50.3,3.2,46.5
E00055507,39.8,2.5,57.7
E00055984,57.3,2.3,40.4
E00055985,54.6,1.6,43.8
E00055986,56.4,1.1,42.5
E00055987,55.1,3.1,41.8
E00055988,60.8,1.1,38.1
E00055989,51.9,2.8,45.4
E00055990,38.1,1,60.8
E00055991,51.2,2.1,46.7
E00055992,55.2,1.5,43.3
E00055993,71.6,0,28.4
E00055994,58,1.2,40.7
E00055995,64,0.6,35.3
E00055996,61,2.2,36.8
E00055997,63.3,2.7,34.1
E00055998,60.6,2.3,37.1
E00055999,62.3,0.7,37
E00056000,45.5,0.7,53.9
E00056001,42,2,56
E00056002,56.8,2.1,41.1
E00056003,66.9,2.6,30.5
E00056004,60.2,0,39.8
E00056005,60.7,2.7,36.6
E00056006,57.2,1.4,41.4
E00056008,60,3.3,36.7
E00056009,73.1,1.3,25.6
E00056010,61.7,2.9,35.4
E00056011,44,2.2,53.8
E00056012,59.6,4.6,35.8
E00056013,50.5,1.9,47.6
E00056014,52.2,0,47.8
E00056015,66.1,1.2,32.7
E00056016,54,2.3,43.7
E00056017,22.7,1,76.3
E00056018,69.2,0.5,30.3
E00056019,60.1,2.9,37
E00056020,30,1.5,68.5
E00056021,52,2,45.9
E00056022,66.2,0.6,33.1
E00056023,41.7,3,55.2
E00056024,73,1.8,25.2
E00056025,64.9,1.1,34.1
E00056026,65.3,1.4,33.3
E00056027,55.5,2.4,42.1
E00056028,52,1.7,46.4
E00056029,44.6,0,55.4
E00056030,62,1,36.9
E00056031,52.2,0.7,47
E00056032,56.1,1.7,42.2
E00056033,61.9,1.9,36.3
E00056034,68.3,1.6,30
E00056035,74.6,3.4,22
E00056036,63.9,2.1,33.9
E00056037,69,0.9,30.1
E00056038,52.6,0.4,47
E00056039,50.9,4.1,45
E00056040,74.7,2,23.3
E00056041,73.1,2.2,24.7
E00056042,48.2,2.6,49.3
E00056280,56.5,2.4,41.2
E00056325,61.2,2.1,36.8
E00056331,52.3,0.3,47.4
E00056353,49.7,1.7,48.6
E00056357,58.1,2.6,39.3
E00056358,60.7,3.2,36.1
E00056362,63.6,0.6,35.7
E00056380,21.5,12.7,65.7
E00056381,58.7,2.5,38.8
E00056382,52.9,1.4,45.7
E00056383,56.3,2.7,41
E00056384,49.4,3.3,47.2
E00056385,49.8,3.8,46.5
E00056386,60.9,1.5,37.6
E00056387,62,2.3,35.7
E00056389,54.1,5,40.9
E00056390,51.6,3.2,45.2
E00056391,55.3,0.6,44.1
E00056392,52.4,4,43.7
E00056394,68.4,1.5,30
E00056395,61.9,2.1,36
E00056396,60.7,0.9,38.3
E00056397,70.3,1.8,28
E00056398,49,6.5,44.5
E00056399,64.1,2.7,33.2
E00056400,53.6,2.2,44.2
E00056401,41.2,3.6,55.2
E00056402,51,4.1,44.9
E00056403,57.5,0.9,41.6
E00056404,60.4,0,39.6
E00056405,60.3,4.5,35.3
E00056406,55.2,1.7,43
E00056407,61.2,3.2,35.6
E00056408,50.9,1.7,47.4
E00056409,56.4,0.4,43.2
E00056410,52.4,2.6,44.9
E00056411,59.6,2.8,37.6
E00056412,57.2,2.5,40.3
E00056413,50.9,1.9,47.2
E00056414,56.6,1.4,41.9
E00056415,43,5.8,51.2
E00056416,46.5,2.7,50.8
E00056417,59.2,2.4,38.3
E00056418,46.2,1.2,52.7
E00056419,60.7,2,37.3
E00056420,57.1,2.5,40.4
E00056421,57.8,2.7,39.5
E00056422,64.1,0.4,35.4
E00056423,57.1,2.5,40.4
E00056424,42.4,3.2,54.4
E00056425,59.9,2.1,38
E00056426,64.9,0,35.1
E00056427,69.5,3,27.5
E00056428,59.1,2.3,38.6
E00056429,55.6,0.8,43.6
E00056430,48.1,0.4,51.4
E00056431,61.3,3.5,35.2
E00056432,57.2,1.3,41.5
E00060193,53.7,3.3,43
E00060195,54.7,3.4,41.9
E00168748,36.3,2.3,61.5
E00175535,77.1,1.4,21.4
E00175546,67.8,5.5,26.8
E00175547,79.6,1.6,18.8
E00175548,75,2.5,22.5
E00178670,55.9,4.2,39.9
E00178681,73.5,1.8,24.7
E00178706,62.2,5.5,32.3
E00178719,68.7,1.4,29.8
E00180032,80.8,0.7,18.5
E00180074,54.8,1.6,43.7
