areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00085295,38.8,22.8,19.4,18.9
E00085296,23.1,25,19.4,32.4
E00085298,16.2,33.3,21,29.5
E00085303,37.8,30.8,18.6,12.8
E00085323,18.6,36.5,22.2,22.8
E00085324,23.2,25,18.8,33
E00085325,16.4,31.1,16.4,36.1
E00085326,15.5,43.1,16.4,25
E00085327,23.2,35.7,17,24.1
E00085328,72.1,22.5,3.9,1.6
E00085329,55.6,22.2,11.9,10.4
E00085330,57.3,18,7.9,16.9
E00085340,40.9,20,14.5,24.5
E00085341,17.7,15.6,25,41.7
E00085342,15.3,18.6,25.4,40.7
E00085343,10.9,20.2,20.2,48.8
E00085344,23,18.3,15.9,42.9
E00085345,25.2,28.6,16,30.3
E00085346,7.9,33.3,28.9,29.8
E00085347,30,25.4,17.7,26.9
E00085348,9.2,24.2,20.8,45.8
E00085349,14.3,27.5,20.9,37.4
E00085350,44,27.6,15.5,12.9
E00085352,28.9,27.2,14.9,28.9
E00085354,18.3,30.3,17.4,33.9
E00085409,19.4,36.1,20.4,24.1
E00085410,22,36.2,16.5,25.2
E00085411,21.1,42.3,14.1,22.5
E00085412,11.7,36.5,23.4,28.5
E00085413,19.5,30.9,24.4,25.2
E00085414,23.6,30.7,20.5,25.2
E00085415,27.1,36.1,13.2,23.6
E00085416,23.7,33.3,18.4,24.6
E00085417,20.8,38.4,20,20.8
E00085418,25.2,25.9,20.1,28.8
E00085419,30.5,22.7,17.7,29.1
E00085420,23.4,31.5,21,24.2
E00085421,14.8,28.1,27.3,29.7
E00085422,23.3,29.2,24.2,23.3
E00085423,37.5,28.3,12.5,21.7
E00085424,10.7,30.5,25.2,33.6
E00085425,25.2,22.7,20.2,31.9
E00085426,16.8,38.4,21.6,23.2
E00085427,23.8,33.8,16.2,26.2
E00085428,30.2,34.5,17.2,18.1
E00085429,21.2,40.7,14.4,23.7
E00085430,17.5,43.8,21.2,17.5
E00085431,50.3,31.3,12.9,5.4
E00085432,19.2,34.6,20.8,25.4
E00085433,67.2,19.5,4.7,8.6
E00085434,17.3,42.9,15,24.8
E00085435,21.9,28.6,15.2,34.3
E00085436,18.7,43,15.9,22.4
E00085437,28.3,41.3,15.9,14.5
E00085438,19.8,37.9,15.5,26.7
E00085439,20,35.2,19.2,25.6
E00085440,32.7,37.3,11.8,18.3
E00085441,23.7,25.2,19.3,31.9
E00085442,26.1,33.9,13,27
E00085443,21.3,32.8,22.1,23.8
E00085444,32.8,25.2,16.8,25.2
E00085445,28.3,45,13.3,13.3
E00085446,51.3,30.3,13.2,5.3
E00085447,19.7,30.7,16.1,33.6
E00085448,20.7,27.6,22.4,29.3
E00085449,19.3,25.2,21.8,33.6
E00085450,16.1,29,21.8,33.1
E00085451,30.6,36,17.1,16.2
E00085452,42,25.9,17,15.2
E00085453,16.1,32.3,22.6,29
E00085454,11.3,36.6,22.5,29.6
E00085469,16.1,35.5,17.7,30.6
E00085741,21.3,43.2,13.5,21.9
E00085742,19.7,28.2,19.7,32.5
E00085760,19.1,31.9,20.6,28.4
E00085762,13,32.8,14.5,39.7
E00085765,15.7,46.1,13.9,24.3
E00085769,23.1,38.8,18.2,19.8
E00085844,27.9,30,23.6,18.6
E00085845,16.4,29.1,24.5,30
E00085846,17.3,38.6,22,22
E00085847,20.2,35.3,20.2,24.4
E00085848,31.9,28.4,17.2,22.4
E00085849,11.1,34.8,25.9,28.1
E00085850,31.7,35,15.8,17.5
E00085851,40.3,32.2,10.7,16.8
E00085852,38.3,33.6,8.6,19.5
E00085859,36.5,29.2,17.7,16.7
E00085863,16.1,39.3,18.8,25.9
E00085864,16.5,31.3,27,25.2
E00085865,22.7,30.9,16.4,30
E00085866,25,40.7,15,19.3
