areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00085295,80.9,4,13.8,1.3
E00085296,71.9,5.4,20.8,1.9
E00085298,94.4,0,5.6,0
E00085303,68.1,4.6,25.4,1.9
E00085323,88.2,2.8,7.9,1.2
E00085324,79.9,3.7,14.9,1.5
E00085325,80.1,5.5,13.3,1.1
E00085326,85.8,0.9,13,0.3
E00085327,91.8,0.4,7.5,0.4
E00085328,97.1,0.6,2.3,0
E00085329,85.3,3.8,10.1,0.8
E00085330,78.8,0.6,18.8,1.9
E00085340,80,5.4,13.6,1.1
E00085341,85.6,2.2,11.5,0.6
E00085342,81.3,7,10.9,0.8
E00085343,89.1,3.2,7.5,0.2
E00085344,90.1,4.9,4.7,0.3
E00085345,68.8,10.5,18.9,1.8
E00085346,93.1,1.2,5.5,0.3
E00085347,89.8,0.9,9,0.3
E00085348,85.6,6.1,8.1,0.3
E00085349,83.8,1.8,13.4,1.1
E00085350,90,0.4,9.6,0
E00085352,89.9,0,8.4,1.7
E00085354,67.2,9.8,19.2,3.8
E00085409,92.8,0.4,5.8,1.1
E00085410,88.7,0.3,9.7,1.3
E00085411,93.3,1.2,5.5,0
E00085412,91.8,0,7.2,1.1
E00085413,89.9,2.2,6.3,1.6
E00085414,92.2,0.6,6.5,0.6
E00085415,90.6,2.8,6.3,0.3
E00085416,79.9,0.6,18,1.5
E00085417,86.6,0,13.4,0
E00085418,90.7,0.3,9,0
E00085419,89.7,0.6,9.5,0.3
E00085420,88.5,1.6,9.9,0
E00085421,96.9,0.3,2.9,0
E00085422,93.7,0,5,1.3
E00085423,94.9,0.4,4.7,0
E00085424,95.6,0,4.2,0.3
E00085425,94.6,1.3,4.1,0
E00085426,91.8,1.2,7.1,0
E00085427,90.5,0.9,8,0.6
E00085428,93,0.8,6.2,0
E00085429,88.5,0.7,10.8,0
E00085430,94.3,0,5.4,0.3
E00085431,84.1,0,15.5,0.4
E00085432,95.2,0,4.5,0.3
E00085433,87.8,0,12.2,0
E00085434,92.9,0.3,5.9,0.9
E00085435,81.9,2.5,15.7,0
E00085436,95.6,1.5,3,0
E00085437,93.6,0.3,6,0
E00085438,87.2,2,10.4,0.3
E00085439,94.9,0,3.8,1.3
E00085440,93.8,0.3,4.5,1.4
E00085441,95.1,0.3,4,0.6
E00085442,94,0,6,0
E00085443,92.2,0,7.2,0.6
E00085444,93.2,0.3,6.5,0
E00085445,89.2,0,10.8,0
E00085446,92.8,0,6.5,0.7
E00085447,96,0.5,3.5,0
E00085448,94.5,1,3.6,1
E00085449,92.9,0,7.1,0
E00085450,94.7,0,5.3,0
E00085451,95.9,0.4,3.3,0.4
E00085452,92.2,0,7.4,0.4
E00085453,91.8,0.6,7.6,0
E00085454,90.3,0.5,8.2,1
E00085469,89.1,3.4,7.5,0
E00085741,92.8,0.5,6.6,0
E00085742,82.2,0.3,17.3,0.3
E00085760,84.3,0.5,12.2,2.9
E00085762,90,0.5,9.2,0.3
E00085765,92.1,0,7.6,0.3
E00085769,84.9,0.3,13.5,1.3
E00085844,94.1,0,5.9,0
E00085845,94.7,0,4.7,0.7
E00085846,96.2,0,3.5,0.3
E00085847,90.1,0,9.5,0.3
E00085848,93.5,0,6.5,0
E00085849,91.4,0.3,7.9,0.5
E00085850,89.6,0,9.3,1.1
E00085851,90.2,0.3,8.3,1.3
E00085852,85.6,0.7,11.6,2.2
E00085859,85.1,0.9,10.8,3.2
E00085863,87.2,0.7,11.8,0.3
E00085864,94.7,0.3,5,0
E00085865,92.3,0,7.7,0
E00085866,91.8,0,6.6,1.6
E00085867,93.6,1.4,5,0
E00085868,93.2,0.7,6.1,0
E00085869,86.5,0,13.5,0
