areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00015257,84.8,7.1,0.5,7.6
E00015264,75.2,7.2,5.6,12
E00015268,81.6,11.2,1.6,5.6
E00015269,84.6,7.1,3.6,4.7
E00015270,86,9.6,0,4.4
E00015271,88.4,6.5,0,5.1
E00015272,86.4,9.3,0.8,3.4
E00015273,76.7,13.8,1.7,7.8
E00015274,88.5,9.2,0,2.3
E00015275,82,9.4,0.8,7.8
E00015276,92.3,6.8,0.9,0
E00015277,80.8,10.6,0,8.7
E00015278,76.6,14.4,3.6,5.4
E00015279,74.6,7,3.5,14.9
E00015709,51.9,12.7,10.8,24.7
E00015712,83.2,8.8,3.5,4.4
E00015717,69.7,10.1,5,15.1
E00015721,77.1,11,3.4,8.5
E00015732,89,5.9,0.8,4.2
E00015733,82.2,5.9,1.7,10.2
E00015734,76.7,19.5,0.6,3.1
E00015736,87.4,6.3,0,6.3
E00015738,79.3,12.1,1.7,6.9
E00015742,72.5,15.4,2.7,9.4
E00015743,83.3,6.3,2.4,7.9
E00015746,64.9,12.3,3.5,19.3
E00015748,84.7,5.6,0.8,8.9
E00015749,71.3,10.3,5.9,12.5
E00015751,73.2,5.6,6.3,14.8
E00015805,81.4,12.4,0.9,5.3
E00015809,87.1,7.3,0,5.6
E00015813,80,8.2,1.8,10
E00015837,83.8,9.5,1.9,4.8
E00015846,94.4,3.2,0.8,1.6
E00015937,91.2,5.3,0,3.5
E00015938,88.7,6.6,2.8,1.9
E00015940,77.5,13.2,0,9.3
E00015942,58,16.1,0,25.9
E00015944,86.4,7.8,1,4.9
E00015945,69.2,16.8,8.4,5.6
E00015946,88.2,8.6,0,3.2
E00015947,73.6,13.9,1.9,10.6
E00015949,66,19.8,3.8,10.4
E00015950,67,15.5,1,16.5
E00015951,73.6,14.3,2.2,9.9
E00015953,65.7,17.6,4.9,11.8
E00015954,88,9.8,1.1,1.1
E00015955,80.1,11.8,1.5,6.6
E00015958,88.9,8.9,0.7,1.5
E00015959,84.9,9.2,0,5.9
E00015960,84.4,6.4,1.4,7.8
E00015961,80.7,10.2,2.3,6.8
E00015962,83.5,7.8,2.6,6.1
E00015965,89.4,8.9,0.8,0.8
E00015966,81.1,13.9,0,4.9
E00015967,75,16.4,3.4,5.2
E00015968,83.5,2.6,3.5,10.4
E00015969,85.6,8.7,1.9,3.8
E00015970,93,3.5,0.9,2.6
E00015971,79.3,13.8,0,6.9
E00015972,81.8,12.4,2.5,3.3
E00015973,85.8,8,0.9,5.3
E00015974,94.2,1.9,1,2.9
E00015975,91.4,6.5,0,2.2
E00015976,91.8,3.6,1.8,2.7
E00015977,95.1,2.9,1.9,0
E00015978,90.6,9.4,0,0
E00015979,91.7,4.2,1,3.1
E00015980,87.4,6.8,1,4.9
E00022487,84.7,8.3,3.5,3.5
E00022488,85.4,6.2,2.2,6.2
E00022489,78.4,11.3,1,9.3
E00022490,82.4,9.2,2,6.5
E00022491,85.2,7.4,1.5,5.9
E00022492,77.3,10.9,1.7,10.1
E00022493,91,2.8,0.7,5.5
E00022494,89.1,4.5,1.9,4.5
E00022495,78,9,1.7,11.3
E00022497,82.8,9.4,1.1,6.7
E00022498,82.1,8.3,1.3,8.3
E00022499,81.4,4.7,1.7,12.2
E00022500,89.6,6.1,0,4.3
E00022501,91.3,3.9,0,4.9
E00022502,84.2,5.9,0.5,9.4
E00022503,86,8.5,0.8,4.7
E00022504,87.3,5.9,0.8,5.9
E00022505,86.3,8.2,0.7,4.8
E00022506,91,6.2,0,2.8
E00022509,89.3,5.7,1.6,3.3
E00022511,80.9,6.9,6.1,6.1
