areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00015257,96.8,1.5,1.2,0.5
E00015264,98.3,0.4,0,1.3
E00015268,93.5,3.7,1.7,1
E00015269,96.2,2.7,0.8,0.3
E00015270,93.8,1.5,2.7,1.9
E00015271,99.2,0.8,0,0
E00015272,92.5,5.6,1,1
E00015273,94.1,1.1,1.1,3.7
E00015274,95.9,1.3,2.2,0.6
E00015275,96.2,1.9,1.1,0.8
E00015276,96.3,2,0.7,1
E00015277,96.2,2.7,1.1,0
E00015278,90,3.7,3,3.3
E00015279,95.5,2.7,0.5,1.4
E00015709,94.5,2.1,2.6,0.8
E00015712,93.6,2.6,1.9,1.9
E00015717,95,2.5,2.1,0.4
E00015721,96.3,2,0.7,1
E00015732,86.4,5.4,2.9,5.4
E00015733,90.1,6.3,2,1.6
E00015734,91.7,4.1,1.8,2.5
E00015736,90.8,4.6,1.5,3.1
E00015738,91.6,5.9,0.7,1.8
E00015742,93.4,4.6,1.5,0.5
E00015743,92.2,5.2,1.6,1
E00015746,94.3,4.6,0.9,0.3
E00015748,97.1,1.3,0.8,0.8
E00015749,96.4,1.9,0.6,1
E00015751,94.4,3.4,0.5,1.7
E00015805,95.7,2.1,0.9,1.3
E00015809,95.5,2.8,1.6,0
E00015813,94,3.2,2.3,0.5
E00015837,96.9,2.7,0,0.4
E00015846,95.9,3.7,0.4,0
E00015937,94.6,4.5,0,0.8
E00015938,98.1,0.9,0.5,0.5
E00015940,94.3,3,0.3,2.4
E00015942,93.1,3.2,2.3,1.4
E00015944,93.6,3.4,0.4,2.6
E00015945,89.2,5.4,3.1,2.3
E00015946,95.9,3.2,0.9,0
E00015947,94.3,1.8,1.1,2.7
E00015949,95.3,2.3,1.9,0.4
E00015950,95.7,2.6,0.9,0.9
E00015951,93.4,1.4,2.3,2.8
E00015953,95.9,2.1,0.7,1.4
E00015954,95,2.5,1.3,1.3
E00015955,93.6,3.5,1.9,1
E00015958,93.7,4.8,1.2,0.3
E00015959,93.2,2.6,0.8,3.4
E00015960,94.6,1.9,2.3,1.1
E00015961,94.1,1.7,1.7,2.5
E00015962,97.6,1.2,0.8,0.4
E00015965,95,3.4,0.6,0.9
E00015966,94.3,3.6,1.2,0.9
E00015967,92.7,3.8,1.3,2.2
E00015968,97.7,1.4,0.5,0.5
E00015969,96,2.8,1.2,0
E00015970,97.5,2.5,0,0
E00015971,90.5,4.8,2.9,1.9
E00015972,95,2.2,2.2,0.6
E00015973,91.7,4.3,1.6,2.4
E00015974,96.2,3.3,0,0.5
E00015975,91.6,4.2,1.8,2.4
E00015976,93.9,3.8,0.7,1.7
E00015977,92.2,3.4,2.4,1.9
E00015978,94.2,3.1,0.8,1.9
E00015979,94.8,4.6,0,0.5
E00015980,94.2,5.4,0.4,0
E00022487,94.6,3.5,1.1,0.8
E00022488,95.6,3.3,0.2,0.9
E00022489,96.7,2.2,0.4,0.7
E00022490,91.3,3.2,1.3,4.2
E00022491,96.2,1.9,0.9,0.9
E00022492,89.6,5.2,2.2,3
E00022493,95.6,3.1,0.9,0.3
E00022494,93.2,3.7,2.3,0.8
E00022495,95.6,2.4,1.2,0.9
E00022497,94.8,4.2,0.7,0.2
E00022498,94.4,3.5,0.9,1.2
E00022499,98.1,1.9,0,0
E00022500,95.3,1.8,0.9,2.1
E00022501,95.8,1.9,1.1,1.1
E00022502,96.9,1.6,1,0.5
E00022503,91.2,7.4,0.3,1
E00022504,92.8,5.4,0.7,1.1
E00022505,96.2,2.1,0.3,1.4
E00022506,93.5,4,1.4,1.1
