geography_code,in_full_time_education-001,in_full_time_education-002
W00000005,20.1,79.9
W00000006,16.8,83.2
W00000008,17.8,82.2
W00000009,22.7,77.3
W00000010,4.6,95.4
W00000011,9.9,90.1
W00000012,15.1,84.9
W00000013,24.3,75.7
W00000084,10.2,89.8
W00000086,20.1,79.9
W00000087,11.1,88.9
W00000088,10.8,89.2
W00000090,24,76
W00000100,9.6,90.4
W00000101,18.4,81.6
W00000102,12.3,87.7
W00000103,12.5,87.5
W00000104,20.2,79.8
W00000105,14.7,85.3
W00000106,14.1,85.9
W00000107,14.2,85.8
W00000108,16.2,83.8
W00000111,12.6,87.4
W00000112,23.3,76.7
W00000138,18.5,81.5
W00000141,23.4,76.6
W00000142,15.1,84.9
W00000156,16.6,83.4
W00000157,12.4,87.6
W00000158,13.9,86.1
W00000159,16.4,83.6
W00000160,14.3,85.7
W00000161,4,96
W00000162,24.7,75.3
W00000163,7.9,92.1
W00000164,12.7,87.3
W00009977,16.8,83.2
W00009978,19.1,80.9
W00009979,13.6,86.4
W00009980,12.6,87.4
W00009981,11,89
