geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00000005,41.3,35.3,16.9,6.5,0
W00000006,47.4,32.5,15.6,4.5,0
W00000008,32.8,37.8,24.4,5,0
W00000009,46.2,30.8,18.1,4.9,0
W00000010,54.6,38.3,7.1,0,0
W00000011,41.3,37.3,15.1,5.6,0.8
W00000012,53,32.8,12.7,1.5,0
W00000013,44.4,36.5,15.2,3.9,0
W00000084,41,34.6,14.1,10.3,0
W00000086,34.3,41.4,20.2,4,0
W00000087,54.8,34.5,8.3,2.4,0
W00000088,46.2,38.5,12.6,2.8,0
W00000090,44.3,26.2,23,6.6,0
W00000100,50.4,38.4,8.8,2.4,0
W00000101,49.7,30.3,18.6,1.4,0
W00000102,51.2,35.7,10.1,3.1,0
W00000103,46.5,35,15.9,2.5,0
W00000104,43.5,36.3,18.5,1.6,0
W00000105,50,33.8,14.4,1.9,0
W00000106,47.5,30.2,16.5,5,0.7
W00000107,49.1,32.3,14.9,3.7,0
W00000108,52.9,29.8,13.9,3.4,0
W00000111,49.1,34.5,15.5,0.9,0
W00000112,36,46.4,12.8,4,0.8
W00000138,43,34.5,15.5,7,0
W00000141,56,31.2,11.9,0.9,0
W00000142,38.8,39.7,18.2,3.3,0
W00000156,40.8,42.7,16.5,0,0
W00000157,50.6,29.5,18.6,1.3,0
W00000158,42.5,38.8,12.7,6,0
W00000159,48.6,38.4,13,0,0
W00000160,40.3,34.3,17.9,6.7,0.7
W00000161,62.7,27.7,6,3.6,0
W00000162,37.3,42.4,11.9,8.5,0
W00000163,54.5,33.1,9.7,2.6,0
W00000164,51.6,39.6,8.8,0,0
W00009977,35.7,33.3,24.6,6.3,0
W00009978,44.3,34.4,18.9,2.5,0
W00009979,48.3,35,13.3,3.3,0
W00009980,36.8,33.3,22.8,6.1,0.9
W00009981,46.7,40,10.8,2.5,0
