geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
W00000005,90.6,2.9,2.2,4.2
W00000006,91.6,4.4,3,1
W00000008,90.8,1.3,1.7,6.3
W00000009,91.8,3,1.7,3.5
W00000010,91.9,4.9,0.7,2.5
W00000011,87.4,4.3,2.4,5.9
W00000012,90.5,3.2,2.1,4.2
W00000013,88.7,3.6,3.3,4.3
W00000084,87.4,6.3,3.1,3.1
W00000086,88.9,3.7,3.2,4.2
W00000087,86,5.8,4.7,3.5
W00000088,86.7,6.5,2.9,4
W00000090,86,6.7,3.3,4
W00000100,88.4,5.6,1.2,4.8
W00000101,90.3,4.3,1.7,3.7
W00000102,87,6.1,1,5.8
W00000103,89.2,5.4,1.7,3.7
W00000104,89.3,4.4,2.2,4
W00000105,88.5,5.4,1.7,4.5
W00000106,90.3,3.8,2.1,3.8
W00000107,88.3,4.4,3.8,3.5
W00000108,91.6,3.2,0.6,4.5
W00000111,87,8.5,1.6,2.8
W00000112,91.6,3.3,3.6,1.5
W00000138,91.1,1.7,1,6.2
W00000141,88.8,6.1,2.2,2.9
W00000142,87.4,4.1,3.7,4.8
W00000156,83.1,6.8,2.5,7.6
W00000157,90.6,2.9,2,4.6
W00000158,88,5.7,1.6,4.7
W00000159,87.6,5.7,1.9,4.8
W00000160,89.1,4.9,1.1,4.9
W00000161,91.3,4.7,0.7,3.4
W00000162,89.5,3.1,3.5,3.9
W00000163,89.8,5.3,0.7,4.3
W00000164,91.2,5.3,1.2,2.3
W00009977,87.4,3.4,3.8,5.5
W00009978,90.4,4,2,3.6
W00009979,90.3,3.8,0.8,5.1
W00009980,85.9,8,1,5
W00009981,85.3,6.4,3.7,4.6
