geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00098112,28.3,47,4.1,18.3,2.3
E00098114,21.3,39.1,9.9,29.7,0
E00098115,27.1,52,7.6,12.9,0.4
E00098116,20.4,45.3,9.1,23.8,1.5
E00098117,31.6,34.8,11,19.5,3.2
E00098118,24.6,50.9,9.4,12.9,2.2
E00098119,29.7,44.8,6.2,17.8,1.4
E00098120,32.8,41,4.8,19.7,1.7
E00098121,25.7,44.6,6.5,21,2.2
E00098122,37.6,33,5.6,20.3,3.6
E00098123,38.6,35.2,5.8,17.4,3.1
E00098124,32.8,37,4.9,23,2.3
E00098125,24.8,43.5,4.2,27.6,0
E00098126,24.9,46.1,7.2,19.5,2.4
E00098127,27.2,43.7,5.8,19.9,3.4
E00098128,27.5,42.5,4.2,23.3,2.5
E00098129,30.1,42.5,5.5,18.8,3.2
E00098130,36.4,44.2,3.7,13.4,2.3
E00098131,23.4,42.9,6.5,23.4,3.9
E00098132,37.3,42.3,7.3,10.9,2.3
E00098133,22.8,47.8,8.5,17.4,3.6
E00098134,21.5,48.2,7.5,21.2,1.6
E00098135,25.8,50,5.2,15.5,3.6
E00098137,37.9,42,6.3,13.4,0.4
E00098138,26.4,41.6,9.1,21.3,1.5
E00098219,24.5,39.4,9.3,24.9,1.9
E00098220,36.3,37.6,7.2,17.7,1.3
E00098221,34.8,39.1,6,19.6,0.5
E00098222,23.1,48,8.7,17,3.1
E00098223,25.4,38.9,11,21.6,3.2
E00098224,19.8,53.1,9.9,17.2,0
E00098225,26.6,49.7,5.5,15.6,2.5
E00098226,15.4,47.6,6.3,27.3,3.4
E00098227,17,48.5,12.3,19.1,3
E00098228,41.8,34.8,5.7,15.5,2.2
E00098229,27,42.7,7.3,19,4
E00098230,17.5,54.5,8.1,19.5,0.4
E00098231,21,39.7,11.7,22.9,4.7
E00098232,14.3,48.9,8.4,27,1.3
E00098233,22,44,9.5,22.4,2.2
E00098234,20.5,42.4,10.3,24.1,2.7
E00098235,13.4,49,7,29.2,1.5
E00098275,18.6,45.8,11,21.3,3.3
E00098276,18.6,54.2,7.6,17.4,2.1
E00098277,16,52,6.9,24,1.1
E00098278,20.2,50.8,8.8,18.5,1.7
E00098279,22.8,38.6,9.1,25.6,3.9
E00098280,25.9,50.5,3.3,17.9,2.4
E00098281,25.6,47.9,11.3,13,2.1
E00098282,24.9,39.8,8.8,24.3,2.2
E00098283,21.9,49.6,8.2,18.8,1.6
E00098284,18,41.2,10.8,25.6,4.4
E00098285,23.3,44.8,8.8,18.6,4.4
E00098286,16.8,46.3,5.3,28.9,2.6
E00098287,29,42.8,11,15.5,1.7
E00098288,22.1,46.6,7.8,20.6,2.9
E00098289,32.3,46.1,4.7,13.8,3.1
E00098290,17.9,49.2,6.9,24.4,1.6
E00098291,18.7,56,8.5,13.4,3.5
E00098292,25.8,49.6,4.8,17.5,2.4
E00098311,19.2,45.5,11.8,21.6,2
E00098316,16.9,50.8,6,24.8,1.6
E00098317,20.4,48.3,4.7,23.2,3.4
E00098318,31.5,41.6,7.8,16.3,2.7
E00098319,24.8,52.7,4.7,15.9,1.9
E00098321,29.9,39.3,7.7,20.9,2.1
E00098327,20.5,37.7,5.5,32.6,3.7
E00098328,42.8,42.2,3.3,10.6,1.1
E00098329,39.3,38.4,3.1,17,2.2
E00098330,30.8,42.5,4.7,19.5,2.5
E00098331,18.6,57.9,4.9,18.2,0.4
E00098332,36.1,44.3,3.1,14.4,2.1
E00098333,24.7,42.2,6.3,23.8,3.1
E00098334,16.8,45.8,3.9,30.7,2.8
E00098335,27.3,38.6,13.6,15.5,5
E00098336,12.7,54.6,7.7,21.6,3.4
E00098337,42,32.4,6.4,16.8,2.4
E00098338,19.8,47.1,4.3,26.5,2.3
E00098339,20,52.9,5.2,20,1.9
E00098340,19.2,47.9,7.7,23.1,2.1
E00098341,20.5,51.7,8.5,16.2,3
E00098342,10.5,50.2,5.7,29.1,4.5
E00098343,27,46.4,6.4,18,2.1
E00098344,15.6,54,6.6,22.7,1.1
E00098345,21.7,44.7,8.2,23.7,1.6
E00098346,26.9,37,11.9,22.5,1.8
E00098348,13.9,44.4,7.2,30,4.4
E00098371,13,51.9,8.5,24.9,1.9
E00098372,34,46.9,5.3,11,2.9
E00098373,29.6,48.7,4.9,16.9,0
E00098374,24.3,47.7,6,22.1,0
E00098375,23.2,52.6,7.9,14.9,1.3
E00098376,19.4,50.3,7,20.6,2.7
E00098377,22.2,49.3,4.1,21.9,2.6
E00098378,16.2,50.1,6.2,24.6,3
E00098379,40.7,34.7,6.9,14.4,3.2
E00098380,31.2,40.6,7.9,18.4,1.9
E00098381,25.6,42.9,6.9,22.2,2.5
E00098382,30.2,51.2,5.7,11.4,1.4
E00098383,30.6,47.1,7.3,13.1,1.9
E00098384,23.1,46.8,5.8,21.2,3.1
E00098385,21.5,55.1,5.2,16.8,1.4
E00098386,27.1,46.2,7.6,17.1,1.9
E00098387,26.5,47.5,5,18.9,2.1
E00098388,15.3,49.2,7.8,24.9,2.8
E00098389,16.5,47.7,5.8,26.5,3.5
E00098390,20.8,43.7,10.2,23.2,2.1
E00098391,21.3,49.6,7.1,21.7,0.4
E00098392,44.8,32.9,7,12.6,2.8
E00098393,34.7,46.2,7.6,9.8,1.8
E00098394,21.3,40.4,9.7,25.8,2.6
E00098395,20.5,48.4,4.9,24.2,2
E00098396,17.9,54.7,6.9,18.9,1.7
E00098397,13.6,47.4,8.4,29.9,0.7
E00098400,28.2,39.7,7.9,21.7,2.5
E00098401,26.8,45.9,5.1,20.2,1.9
E00098405,20.6,49,5.8,22.2,2.5
E00098406,31,43.2,7,16.2,2.6
E00098408,22.1,45.9,9.4,19.7,2.9
E00098410,19.5,52,6.8,18.1,3.6
E00098412,27.9,47.9,5.3,16.3,2.6
E00098413,17.4,55.4,6.3,19.2,1.8
E00098414,20.1,44.8,5.4,27.8,1.9
E00098415,15.7,46.2,5.9,29.7,2.4
E00098416,31.2,37.6,8.6,20.8,1.8
E00098418,18.6,48.3,7.2,22.5,3.4
E00098454,21.8,51.6,5.6,19,2
E00098455,21.5,51.7,6.2,16.1,4.5
E00098456,33.2,40.2,6.1,17.2,3.3
E00098457,20.5,52.8,4.9,19,2.8
E00098458,23.9,44.7,7.8,19.8,3.8
E00098459,25.9,44.5,8.2,18.6,2.7
E00098460,23.9,48.6,7.7,17.6,2.3
E00098461,29.6,46.1,6.2,12.3,5.8
E00098462,21.3,50.2,7.2,18.2,3.1
E00098463,32.4,45.1,4.2,13.6,4.7
E00098464,30.3,47,5.6,15.4,1.7
E00098465,34.8,43,4.7,15.1,2.5
E00098466,29.6,40.3,8.6,15.1,6.5
E00098467,27.6,49.5,5.1,15,2.8
E00098468,17.9,50,7.1,22.8,2.2
E00098469,28.1,43,7.4,18.5,3
E00098470,27.9,42.9,8.4,18.1,2.7
E00098471,23.7,46.6,8.7,17.4,3.7
E00098472,38.2,38.2,5.5,15.9,2.3
E00098473,25.2,44.1,4.3,26.4,0
E00098483,15.5,46.9,7.3,28.1,2.3
E00098484,18.3,45.2,6.2,28.6,1.7
E00098485,19.1,37.9,8.1,31.5,3.4
E00098486,12.2,42,5,39.3,1.5
E00098487,10.9,46,8.8,30.5,3.9
E00098488,30.4,29,9.2,27.5,3.9
E00098489,14,47.1,8.6,25.8,4.5
E00098490,23.6,35.1,10.5,26.2,4.7
E00098491,12.2,44.6,7.4,32.1,3.7
E00098492,18.9,39.6,6,32.1,3.4
E00098493,25.5,40.8,7.9,23.6,2.2
E00098494,32.2,41.5,5.2,21.1,0
E00098495,13.4,48.4,5.8,29.6,2.9
E00098496,16.1,42.4,6.7,31.3,3.6
E00098497,22.3,46.8,7.3,19.5,4.1
E00098498,11.9,47.5,6.4,34.2,0
E00098499,15.6,47.1,10.3,24.7,2.3
E00098519,18.4,45.6,8.8,22.8,4.4
E00098528,15.9,53.7,6.1,22,2.4
E00098529,34.5,42.9,6.4,10.3,5.9
E00098530,28.4,56,4,9.6,2
E00098531,27.6,47,8.2,14.7,2.6
E00098615,39.4,36.4,6.9,14.7,2.6
E00098616,32.8,44.4,5.4,14.9,2.5
E00098617,22.6,44.8,7,21.3,4.3
E00098618,27.2,43.8,9.4,18.1,1.5
E00098619,34.6,43.5,4.2,15,2.7
E00098620,29,44.6,4.8,16.4,5.2
E00098621,32.4,39.9,5.2,18.8,3.8
E00098622,39.5,34.8,6.2,11.9,7.6
E00098623,46.1,37.7,5,10,1.2
E00098624,24.6,48,9.3,16.1,2
E00098625,32.9,43.3,5.6,13.9,4.3
E00098626,23.2,48.4,9.2,17.5,1.6
E00098627,28.3,45.7,6.7,15.4,3.9
E00098628,24.7,49.8,7.8,15.9,1.7
E00098688,13.6,47.1,7.1,30.7,1.4
