areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E02000001,89.3,8,2.7
E02000038,84.8,11,4.2
E02000039,88.6,8.2,3.2
E02000040,86.5,9.4,4.1
E02000041,85.4,11,3.6
E02000042,83.2,12.1,4.7
E02000043,87.8,9.4,2.8
E02000044,84.6,10.6,4.8
E02000045,84.7,10.6,4.6
E02000046,87.6,9,3.3
E02000047,84.3,10.9,4.8
E02000048,87.2,9.4,3.4
E02000049,85.3,10,4.8
E02000050,84.3,11,4.7
E02000051,86.1,10.2,3.7
E02000052,86.4,10,3.6
E02000054,86.6,9.5,3.9
E02000055,86.9,9.9,3.3
E02000056,89.4,7.5,3
E02000057,88.5,8.1,3.5
E02000058,87.7,9,3.3
E02000059,84.6,11,4.4
E02000060,87.1,8.8,4
E02000061,86.4,9.8,3.8
E02000062,83.9,10.9,5.2
E02000063,84,11,5
E02000064,85.4,9.9,4.7
E02000093,86,10.3,3.7
E02000094,84.9,11,4.1
E02000095,85.6,10.9,3.5
E02000096,84.3,11.8,3.9
E02000097,84.3,11.3,4.3
E02000098,82.5,12.4,5.2
E02000099,87.6,9,3.3
E02000100,85.5,11.1,3.4
E02000101,83.4,11.6,5.1
E02000102,83,12.5,4.5
E02000103,84.3,11.1,4.7
E02000104,82.7,11.7,5.6
E02000105,85.2,10.6,4.2
E02000106,84.3,10.7,5
E02000107,84.9,10.7,4.3
E02000108,85.4,11,3.6
E02000110,84.5,10.7,4.8
E02000111,85.9,10.1,4
E02000112,85.1,11.1,3.8
E02000113,79.8,13.7,6.5
E02000114,85.9,10.1,4
E02000115,84.8,10.4,4.8
E02000116,83.5,11.3,5.2
E02000117,81.1,12.6,6.3
E02000118,86.4,10.3,3.3
E02000119,82.5,12,5.5
E02000120,86.3,9.5,4.3
E02000121,87,9.8,3.2
E02000122,85.7,9.7,4.6
E02000123,83.1,12,5
E02000124,87.8,8.9,3.2
E02000125,85.5,10,4.5
E02000126,82.8,11.5,5.8
E02000130,85.9,10.4,3.7
E02000131,87.2,9.3,3.5
E02000132,87.1,9.7,3.2
E02000135,80.9,12.3,6.8
E02000137,87,9.7,3.3
E02000138,86.5,10.4,3.1
E02000139,87.4,8.9,3.7
E02000141,86.1,10.1,3.8
E02000147,89.3,8.5,2.2
E02000150,87,9.6,3.3
E02000156,86,10.6,3.4
E02000166,83.1,10.6,6.3
E02000167,90.1,7.2,2.7
E02000168,85.1,9.9,5
E02000169,90.6,7.1,2.3
E02000170,87.7,8.6,3.7
E02000171,86.1,9.3,4.6
E02000172,79.9,12.5,7.6
E02000173,89.9,6.9,3.1
E02000174,83.1,10.9,6
E02000175,87.3,8.5,4.1
E02000176,89.2,7.5,3.4
E02000177,81.2,12.7,6.1
E02000178,83.5,10.4,6.1
E02000179,86.7,9.4,3.9
E02000180,84.7,10.2,5.1
E02000181,89.3,7.6,3
E02000182,87.6,8.4,4
E02000183,84.6,10.5,4.9
E02000184,83.2,11,5.8
E02000185,80.9,12.4,6.8
E02000186,86.3,9.4,4.3
E02000187,81,12.3,6.7
E02000188,81.7,12.3,6
E02000191,88.3,8,3.7
E02000192,81.3,11.8,6.9
E02000193,84.5,10.1,5.4
E02000194,86.2,10.5,3.3
E02000195,85.1,10.7,4.2
E02000196,83.2,12,4.8
E02000197,84.2,11.5,4.3
E02000198,84.5,11.1,4.4
E02000199,86.3,10.4,3.3
E02000200,84.4,11.9,3.7
E02000201,83.7,11.7,4.6
E02000202,84.8,11.4,3.8
E02000203,82.4,12.3,5.3
E02000204,83.8,12,4.2
E02000206,83.9,11,5.1
E02000207,82.9,11.8,5.3
E02000208,83.3,11.7,5
E02000209,85.3,10.8,3.9
E02000210,86.2,9.9,3.9
E02000211,84.9,11.4,3.8
E02000212,83.7,11.6,4.7
E02000213,84.2,11.2,4.5
E02000214,85.6,11,3.4
E02000215,84.8,10.5,4.7
E02000216,85.5,10.4,4.1
E02000217,85.6,10.5,3.8
E02000218,84.4,11.3,4.3
E02000219,85,11.2,3.8
E02000221,83.1,12.1,4.8
E02000222,87.5,9.5,3
E02000223,81.1,12.5,6.3
E02000224,87.3,9.7,3
E02000225,80.6,13.6,5.8
