areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02000001,7.9,23.6,63.8,4.2,0.5
E02000038,28.1,29.5,33.9,7.2,1.2
E02000039,44.7,26.6,21.5,5.9,1.4
E02000040,28.3,32.6,32.6,5.7,0.8
E02000041,30.5,25.4,30.6,11.2,2.3
E02000042,21.3,26.1,42,8.7,2
E02000043,49.8,27.4,18.7,3.1,0.9
E02000044,20.4,26.9,36.7,12.3,3.6
E02000045,19.1,28.5,41.3,9.9,1.3
E02000046,27.9,27.4,36.5,7.1,1.1
E02000047,12.2,23.3,43.7,16.5,4.3
E02000048,35.6,30.9,27.5,5,1
E02000049,8.4,22.7,49.5,15.5,3.8
E02000050,26.3,26.4,37.2,8.1,2.1
E02000051,32.7,29.9,29.8,6.6,1
E02000052,24.9,29.9,38.4,5.9,0.9
E02000054,26,24,38.5,10,1.5
E02000055,24.8,23.3,39.2,10.8,2
E02000056,50.4,27.1,19.5,2.8,0.2
E02000057,29.8,26.1,34.3,7.8,1.9
E02000058,39.2,26.4,29.1,4.4,0.8
E02000059,15,25.9,44.4,11.2,3.5
E02000060,34,21,35.7,7.7,1.6
E02000061,32.8,22.9,38.9,4.5,0.8
E02000062,15.6,23.7,44.6,12.7,3.3
E02000063,25.7,23.7,39.2,9.2,2.3
E02000064,20.3,26.9,42.3,9.2,1.3
E02000093,26.1,29.2,29.7,11.1,3.9
E02000094,21.8,25.8,36.7,12.4,3.2
E02000095,28,26.3,28.1,12.3,5.3
E02000096,43.6,23.4,24.3,7,1.8
E02000097,28.1,26.1,31,10.5,4.2
E02000098,28.1,24.7,33,11.2,3
E02000099,24.2,22.1,32.4,15.2,6.1
E02000100,42,22.4,24,8.3,3.2
E02000101,18.4,22.6,39.7,15,4.4
E02000102,17.9,22.1,40.2,14.3,5.4
E02000103,20.2,20.9,41.6,14.1,3.2
E02000104,24.8,24.5,34.9,11.2,4.5
E02000105,17.7,22.8,38.3,15.7,5.5
E02000106,22,19.3,39.5,14.3,4.9
E02000107,18.5,21.7,46.1,11,2.7
E02000108,20.3,22.4,37,15,5.3
E02000110,26.9,24.3,37.8,8.6,2.4
E02000111,16.1,20.9,35.2,18.5,9.2
E02000112,19.1,20.5,35.8,14.8,10
E02000113,11.1,19.9,45.9,17.3,5.9
E02000114,14.9,22.1,49.3,10.9,2.8
E02000115,11.9,24,51.9,10,2.2
E02000116,10,21.6,48.4,16.5,3.4
E02000117,10.2,19.9,50.5,15,4.4
