areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E02000001,6.6,16.5,1,74.2,1.7
E02000038,16.4,29.1,3.2,48.5,2.9
E02000039,13.5,28.2,2.7,52.8,2.7
E02000040,13.1,28.4,3.1,52.9,2.6
E02000041,19.3,31.5,3.2,42.4,3.7
E02000042,17.2,25.9,2.8,50.8,3.2
E02000043,10.4,23.3,2.4,61.6,2.3
E02000044,20.3,31.9,3.9,40,3.9
E02000045,16.5,31.4,3.4,45.2,3.5
E02000046,11.6,24.5,3,57.5,3.4
E02000047,24,32.5,3.5,35.9,4.1
E02000048,12.5,28.3,2.9,53.7,2.6
E02000049,19.2,32.1,3.2,41.9,3.7
E02000050,15.7,28.8,2.8,49.7,2.9
E02000051,14.3,24.6,2.5,55.5,3.1
E02000052,10.4,23.5,2.5,61.2,2.2
E02000054,15.3,27.9,3.7,49.6,3.6
E02000055,16.1,30.5,3.2,46.3,3.9
E02000056,8.7,23,1.8,64.4,2.1
E02000057,15.6,32,3.2,45.5,3.8
E02000058,12.2,26.7,2.2,55.9,2.9
E02000059,20.9,28.7,3.7,43.2,3.5
E02000060,17.3,36.8,2.5,39.7,3.7
E02000061,12.3,22,2.3,60.7,2.8
E02000062,22.9,30.5,3.3,39.5,3.8
E02000063,18.5,29.4,3.7,44.3,4
E02000064,15.5,27.2,3.2,50.6,3.6
E02000093,24.2,31,3.5,37.4,3.9
E02000094,20.1,32.4,3.5,39.8,4.2
E02000095,23.9,30.8,3.4,38.3,3.6
E02000096,17.1,28.7,2.3,49,3
E02000097,23.3,33.1,4,35.4,4.2
E02000098,22.1,29.1,2.8,42.1,3.9
E02000099,20.7,30.5,3.3,40.9,4.6
E02000100,14.6,29.1,3,49.8,3.5
E02000101,22.2,31.7,3.5,38.6,4
E02000102,30.5,33.7,4.2,27.2,4.5
E02000103,23.2,32.8,3.9,36.5,3.5
E02000104,21.2,31.6,4,39,4.3
E02000105,21.6,31.3,3.4,39,4.6
E02000106,27.5,31.4,4.9,31.8,4.4
E02000107,21.3,27.7,4,43.5,3.5
E02000108,21.7,31.4,3.9,38.3,4.7
E02000110,17.2,28,3,48.2,3.6
E02000111,26.3,31.9,3.3,33.2,5.3
E02000112,25.1,32.1,3.5,33.7,5.6
E02000113,26.1,38.2,3.7,28.2,3.8
E02000114,18.9,28.7,4,44.5,3.9
E02000115,16.4,22.6,3.2,54.5,3.3
E02000116,25.2,32.6,4.4,33.4,4.4
E02000117,24.5,36.4,3.8,31.2,4.1
E02000118,31.7,31.3,3.3,28.1,5.6
E02000119,21.7,33.7,3.4,37.6,3.6
E02000120,15.1,23.7,2.7,55.6,2.9
E02000121,30.8,29.6,3.2,31.7,4.6
E02000122,13.8,27.3,3,52.9,3
E02000123,24.5,31.7,4.1,35.5,4.2
E02000124,11.6,25.2,2.2,58.6,2.5
E02000125,16.1,27.3,3.1,50.6,3
E02000126,18.5,33,3.3,41.9,3.2
E02000130,11.6,27.4,2.7,55.5,2.8
E02000131,11,26.2,2.7,57.6,2.5
E02000132,10.7,30.6,3.1,53.6,2.1
E02000135,19.5,34.6,3.7,39.2,3
E02000137,10.5,33.3,3.3,50.6,2.3
E02000138,9.9,31,3.2,53.5,2.4
E02000139,11,31.5,2.9,52.5,2.2
E02000141,12.3,35.2,3,47.3,2.2
E02000147,9.1,36.3,3.3,49.3,2
E02000150,12.7,38.9,4.2,41.6,2.6
E02000156,12.8,40.5,4.2,39.7,2.7
E02000166,11,25.3,2,59.4,2.4
E02000167,5.5,16.7,0.9,75.2,1.6
E02000168,9.5,22.5,1.8,64.1,2.1
E02000169,7.6,18.4,1.4,70.1,2.4
E02000170,9.3,20.2,1.6,66.8,2.2
E02000171,8.9,22.2,1.5,65.5,1.9
E02000172,18.7,30.7,2.6,44.7,3.3
E02000173,6.7,16.6,1,73.5,2.2
E02000174,12.6,27.7,2.1,55.2,2.3
E02000175,8.4,21.3,1.6,66.5,2.2
E02000176,6.1,15.2,1.5,74.9,2.4
E02000177,15.6,29.3,2.9,49.5,2.7
E02000178,14.4,24.3,2.3,56,3
E02000179,9.7,23.7,1.8,62.2,2.6
E02000180,12.1,28.1,2,55.5,2.2
E02000181,6.9,16.6,1.4,73.1,2
E02000182,11.9,20.7,1.5,62.4,3.6
E02000183,10.4,22.6,2,62.8,2.2
E02000184,13.2,33.6,2.2,47.6,3.4
E02000185,19.6,29,2.5,45.7,3.2
E02000186,11.2,28.1,2.2,56.1,2.3
E02000187,17.8,35.2,2.7,41.4,2.9
E02000188,17.8,38.7,1.9,38.4,3.2
E02000191,7,40.2,1.3,48.6,2.9
E02000192,14.7,28.2,2.1,51.9,3.1
E02000193,9,27.4,2,58.3,3.3
E02000194,10.7,30,3,53.6,2.8
E02000195,15.6,32.8,3.6,45.5,2.5
E02000196,18.9,33.8,3.6,40.2,3.6
E02000197,17.5,33.5,3.9,41.2,3.9
E02000198,19.4,35.9,4.2,37,3.4
E02000199,15.1,36.9,3.7,40.9,3.4
E02000200,14.1,30.5,3.4,48.4,3.6
E02000201,16.7,35.4,4.2,40.8,2.9
E02000202,19.3,36.2,4,36.8,3.7
E02000203,19.5,36.7,3.9,36.3,3.7
E02000204,19.6,36.3,3.8,36.5,3.8
E02000206,18.7,36.3,4,37.4,3.6
E02000207,16.1,40,4,37.2,2.7
E02000208,20.2,35.2,3.8,37.6,3.2
E02000209,19.2,38.3,3.8,35.1,3.6
E02000210,15.3,37.2,3.8,41.1,2.6
E02000211,15.4,40.9,5.3,35.9,2.5
E02000212,21.2,39.5,3.4,32.5,3.4
E02000213,18.6,33.7,3.8,40.1,3.8
E02000214,13.6,36.5,3.7,43.6,2.6
E02000215,16.2,31.2,3.4,46,3.1
E02000216,11.7,26.2,3,56.6,2.5
E02000217,16,35.7,3.4,41.7,3.2
E02000218,17,42.5,4.3,33.7,2.5
E02000219,15.2,38.1,4.4,39.7,2.7
E02000221,17.8,37.6,4,37.8,2.9
E02000222,10.8,33.4,3.2,50.6,2
E02000223,26.2,42.5,3.3,25.3,2.7
E02000224,11.6,35.9,3.2,46.8,2.5
E02000225,26.2,41.2,4.9,24.6,3.1
E02000226,12.5,39,4.9,40.5,3.1
E02000227,15.8,44.1,4.6,32.6,2.9
E02000228,9.5,35.4,3.2,49.6,2.2
E02000229,27.8,40.3,4.5,24.3,3.1
E02000230,12.3,32.7,3.2,49.4,2.4
E02000231,10.5,31.4,2.6,52.5,3
E02000232,16.1,42,5.2,34.2,2.6
E02000233,12.5,38.8,3.5,42.9,2.3
E02000234,12.9,37,3.5,44.2,2.5
E02000235,10.5,38.9,4.2,43.7,2.7
E02000236,11.5,38.3,3.4,44.7,2
E02000237,15.8,41.9,4.8,34.7,2.7
E02000238,18.3,34.5,4.9,38.3,4
E02000239,18.9,32.8,4,40.1,4.2
E02000240,21.9,35.8,4.5,34,3.8
E02000241,19.3,34.7,4.3,37.6,4.1
E02000242,21.3,33.6,4.4,36.3,4.4
E02000243,20.1,34.3,4.9,36.7,4
E02000244,18.8,29.4,4.8,42.2,4.8
E02000245,22.9,36.2,4.4,32.6,3.9
E02000246,24.1,36.9,4.1,31.1,3.8
E02000247,21.2,34.7,4.6,33.8,5.7
E02000248,15.3,26.2,3.8,50.2,4.4
E02000249,21,32.8,5.4,36.1,4.6
E02000250,7.7,23.7,2.3,63.5,2.7
E02000251,22.6,34.6,4.5,33.8,4.5
E02000252,15.3,37.6,3.2,40.3,3.6
E02000253,21.9,35.3,3.9,35.6,3.3
E02000254,27,35.5,3.2,28.6,5.6
E02000255,12.2,28.5,2.6,53.1,3.6
E02000256,9.4,22,2.1,63.9,2.6
E02000258,14.4,26.2,3.2,51.7,4.4
E02000259,11.5,29.6,4.4,50.8,3.7
E02000260,28.5,34.1,3.2,27.2,7
E02000261,15.2,28.1,3.4,49.3,4
E02000262,14.5,26.5,3.1,52.1,3.8
E02000263,30.6,34.5,2.9,24.4,7.6
E02000264,10.8,21.9,2.4,61.6,3.3
E02000265,15.2,27.8,3.1,51.2,2.6
E02000266,23.9,34.8,2.9,34.1,4.3
E02000267,13.3,30,3.9,49.5,3.3
E02000268,12.2,24.8,2.6,57.9,2.4
E02000269,7.9,22.3,2.3,64.3,3.2
E02000270,14,26.3,3.2,53,3.5
E02000271,7.4,20.1,1.7,69,1.8
E02000272,11.5,26.5,2.8,56.4,2.7
E02000275,28.5,32.8,2.6,29.4,6.7
E02000276,10.1,24.6,2.7,60.6,2
E02000308,18.6,31,3.5,43.2,3.6
E02000309,27.9,35.4,3.8,29.2,3.7
E02000311,24.9,33.6,3.8,33.7,4
E02000312,18.4,27.3,4.4,46.5,3.5
E02000345,33.8,31.6,2.8,27,4.8
E02000346,18.3,26.2,2.6,50.4,2.3
E02000347,27.8,31.7,2.6,34.5,3.4
E02000348,31.1,32.7,2.9,29.4,4
E02000350,16.6,24.4,2.5,53.7,2.8
E02000351,11.6,21.2,1.9,63.5,1.7
E02000352,14.8,26,3.7,53.3,2.1
E02000353,11.1,22.4,1.9,63,1.6
E02000354,16.6,27.1,2.7,50.9,2.7
E02000355,14,25.3,1.8,56.8,2.1
E02000356,9.8,20.6,1.7,66.2,1.8
E02000357,21.4,33.2,3.3,39,3.1
E02000358,14.4,22.4,2.6,58.1,2.6
