areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02000001,73,2.2,18.3,6.4
E02000038,89.8,0.3,8.6,1.2
E02000039,89.2,0.4,9.1,1.3
E02000040,86.3,0.4,11.4,1.9
E02000041,90.9,0.3,7.5,1.2
E02000042,86.5,0.4,11.4,1.7
E02000043,89.4,0.3,8,2.3
E02000044,91.8,0.4,6.9,1
E02000045,90.4,0.3,8.2,1
E02000046,84.8,0.3,13,1.8
E02000047,89.8,0.2,8.7,1.2
E02000048,90.7,0.4,7.9,1
E02000049,91.9,0.3,6.7,1.1
E02000050,89.1,0.4,9.1,1.5
E02000051,87.9,0.3,10.1,1.7
E02000052,86.7,0.4,11.5,1.4
E02000054,85.5,0.5,11.9,2.2
E02000055,81.9,0.8,13.7,3.5
E02000056,88.8,0.3,9.2,1.6
E02000057,86.7,0.4,10.9,2
E02000058,88.5,0.3,10.1,1.2
E02000059,87.3,0.3,11.1,1.3
E02000060,89.3,0.3,9,1.5
E02000061,81.7,0.7,14.7,2.9
E02000062,89.6,0.3,8.9,1.2
E02000063,89,0.3,9,1.7
E02000064,85.5,0.5,12.2,1.8
E02000093,87.8,0.1,10.4,1.7
E02000094,89.5,0.3,9,1.2
E02000095,90.7,0.2,7.7,1.4
E02000096,92.3,0.2,6.4,1
E02000097,90.4,0.2,8.1,1.3
E02000098,91.4,0.2,7.3,1.1
E02000099,87.2,0.3,10.8,1.7
E02000100,87,0.6,9,3.4
E02000101,89.8,0.2,8.3,1.7
E02000102,91.7,0.1,7.3,0.9
E02000103,89.7,0.3,8.9,1
E02000104,90.1,0.3,8.2,1.4
E02000105,88.6,0.2,9.5,1.7
E02000106,88.2,0.1,10.2,1.5
E02000107,84.2,0.4,13.4,2.1
E02000108,89.4,0.4,8.8,1.5
E02000110,85.8,0.5,12,1.7
E02000111,88.6,0.1,9.7,1.5
E02000112,82,0.2,15.6,2.2
E02000113,92.7,0.1,6.8,0.5
E02000114,81.2,0.4,16.5,2
E02000115,83,0.3,14.8,1.9
E02000116,86.1,0.1,12.5,1.3
E02000117,90.6,0.2,8,1.3
E02000118,88.6,0.2,9.4,1.7
E02000119,88.2,0.2,10.3,1.2
E02000120,79.7,0.6,17.3,2.4
E02000121,89.2,0.1,9.1,1.6
E02000122,87.1,0.3,11.1,1.5
E02000123,86.8,0.3,11.6,1.3
E02000124,84.6,0.4,13.2,1.8
E02000125,87.3,0.2,11,1.4
E02000126,89.4,0.3,9.4,1
E02000130,89.4,0.3,9.4,0.9
E02000131,85.8,0.2,13,1
E02000132,86.4,0.2,12.4,1
E02000135,89.6,0.2,9.5,0.7
E02000137,89.8,0.2,9.2,0.8
E02000138,88.5,0.3,10.4,0.8
E02000139,89.6,0.1,9.7,0.6
E02000141,90,0.2,9.1,0.7
E02000147,92.3,0.4,6.7,0.6
E02000150,92.3,0.3,6.7,0.7
E02000156,92.6,0.3,6.6,0.5
E02000166,88.6,0.5,9.6,1.3
E02000167,81.9,0.6,14.1,3.3
E02000168,84.3,1.1,12.9,1.7
E02000169,83,0.6,13.1,3.4
E02000170,81.5,0.6,15.6,2.4
E02000171,84.8,0.6,12.4,2.2
E02000172,84.7,1.2,11.2,2.9
E02000173,78.9,0.9,15.7,4.5
E02000174,84,1.4,13.1,1.5
E02000175,76.9,1.1,18.9,3.1
E02000176,80.2,0.5,15.9,3.4
E02000177,84.1,1.3,12.5,2.1
E02000178,79.5,0.6,17.6,2.4
E02000179,85.8,0.7,10.7,2.8
E02000180,79.7,2.7,15.2,2.4
E02000181,78.6,0.7,17.7,2.9
E02000182,80.5,0.8,14.3,4.5
E02000183,83.1,1,12.5,3.4
E02000184,73.5,3.5,17.1,5.9
E02000185,84.7,0.5,12.7,2
E02000186,73.4,3.7,18.1,4.8
E02000187,82.1,2.6,11.1,4.3
E02000188,80.8,2.7,12.2,4.3
E02000191,54.8,5.2,26.2,13.8
E02000192,83.5,2.4,10.4,3.6
E02000193,71.5,5.2,15.7,7.7
E02000194,87,0.3,11.7,1
E02000195,92.2,0.3,6.7,0.8
E02000196,89.9,0.3,8.7,1.1
E02000197,90.9,0.2,7.8,1
E02000198,89.5,0.2,9.3,0.9
E02000199,90.8,0.3,8,0.9
E02000200,88,0.3,10.8,0.9
E02000201,90.8,0.1,8.6,0.6
E02000202,90.6,0.2,8,1.2
E02000203,89.7,0.2,9,1.1
E02000204,90.7,0.2,7.8,1.3
E02000206,89.3,0.2,9.4,1.1
E02000207,90.8,0.2,8.3,0.7
E02000208,88.3,0.2,10.2,1.4
E02000209,91.7,0.3,6.9,1.2
E02000210,90.7,0.2,8.5,0.7
E02000211,92.6,0.3,6.5,0.6
E02000212,90.2,0.3,7.8,1.8
E02000213,86,0.3,12.1,1.6
E02000214,92.4,0.2,6.7,0.6
E02000215,86,0.2,12.4,1.4
E02000216,87.9,0.2,9.7,2.2
E02000217,88.4,0.2,10.6,0.8
E02000218,93.8,0.2,5.4,0.6
E02000219,93.2,0.3,6,0.4
E02000221,91.4,0.2,7.7,0.7
E02000222,88.3,0.3,10.7,0.7
E02000223,96.1,0.1,3.5,0.2
E02000224,90.4,0.2,8.8,0.6
E02000225,95,0.2,4.4,0.5
E02000226,91.9,0.4,6.7,1
E02000227,92.6,0.2,6.7,0.5
E02000228,92.4,0.4,6.8,0.4
E02000229,94.6,0.2,4.9,0.3
E02000230,89.1,0.3,9.8,0.8
E02000231,89.3,0.5,9.4,0.8
E02000232,92.5,0.3,6.8,0.4
E02000233,91.6,0.3,7.6,0.5
E02000234,90.1,0.2,9.2,0.5
E02000235,91.9,0.4,7.2,0.5
E02000236,92.3,0.2,7.3,0.2
E02000237,93.3,0.3,6.3,0.2
E02000238,89.8,0.3,8.7,1.2
E02000239,91.3,0.2,7.3,1.3
E02000240,92.1,0.3,6.5,1.1
E02000241,89.8,0.2,8.6,1.4
E02000242,91.6,0.1,7.2,1.1
E02000243,91.6,0.2,7,1.3
E02000244,90.3,0.2,8.3,1.2
E02000245,89.8,0.2,9.1,0.8
E02000246,93,0.2,6.2,0.6
E02000247,92.4,0.2,6.6,0.8
E02000248,88,0.2,9.6,2.2
E02000249,91,0.3,7.6,1.1
E02000250,90.4,0.3,8.2,1.1
E02000251,91.9,0.2,6.9,1
E02000252,70.1,1.8,21.8,6.3
E02000253,92.9,0.2,6.2,0.6
E02000254,91.5,0.2,7.2,1.1
E02000255,89.4,0.4,9,1.2
E02000256,83.3,0.5,13.6,2.5
E02000258,84.6,0.9,11.7,2.8
E02000259,90.5,0.2,7.9,1.4
E02000260,90.8,0.1,7.5,1.6
E02000261,84.4,0.4,13.2,2
E02000262,83.3,0.4,14.9,1.5
E02000263,91.4,0.1,6.8,1.6
E02000264,81.4,0.7,15.6,2.3
E02000265,86,0.3,12.1,1.6
E02000266,90.2,0.1,8.3,1.3
E02000267,89.4,0.3,9.4,0.8
E02000268,85.8,0.7,11.7,1.8
E02000269,86.9,0.4,11.3,1.4
E02000270,81.7,0.4,16.4,1.4
