areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02000001,16.5,83.5
E02000038,33,67
E02000039,32.3,67.7
E02000040,29.3,70.7
E02000041,36.1,63.9
E02000042,30.3,69.7
E02000043,27.6,72.4
E02000044,33.3,66.7
E02000045,32.8,67.2
E02000046,27.5,72.5
E02000047,33.5,66.5
E02000048,33.3,66.7
E02000049,33.4,66.6
E02000050,30.1,69.9
E02000051,32.9,67.1
E02000052,28,72
E02000054,32.8,67.2
E02000055,34.7,65.3
E02000056,31.2,68.8
E02000057,36.5,63.5
E02000058,35.8,64.2
E02000059,30.1,69.9
E02000060,47.4,52.6
E02000061,30.3,69.7
E02000062,35.2,64.8
E02000063,36.7,63.3
E02000064,32.2,67.8
E02000093,29.3,70.7
E02000094,29.1,70.9
E02000095,28.9,71.1
E02000096,29.3,70.7
E02000097,31.6,68.4
E02000098,32.3,67.7
E02000099,29.5,70.5
E02000100,28.5,71.5
E02000101,34.6,65.4
E02000102,37.6,62.4
E02000103,36.3,63.7
E02000104,31.5,68.5
E02000105,30.4,69.6
E02000106,36.8,63.2
E02000107,31.3,68.7
E02000108,29,71
E02000110,30.1,69.9
E02000111,29.5,70.5
E02000112,27.5,72.5
E02000113,39.5,60.5
E02000114,30.5,69.5
E02000115,26.5,73.5
E02000116,35.7,64.3
E02000117,38.4,61.6
E02000118,26.4,73.6
E02000119,34.1,65.9
E02000120,26,74
E02000121,28.6,71.4
E02000122,30.7,69.3
E02000123,36.8,63.2
E02000124,25.2,74.8
E02000125,27.2,72.8
E02000126,31.5,68.5
E02000130,26.7,73.3
E02000131,23.3,76.7
E02000132,21.5,78.5
E02000135,29.3,70.7
E02000137,24.5,75.5
E02000138,22.6,77.4
E02000139,24.3,75.7
E02000141,26.6,73.4
E02000147,29.1,70.9
E02000150,28.5,71.5
E02000156,29.5,70.5
E02000166,31,69
E02000167,23.5,76.5
E02000168,25,75
E02000169,25.1,74.9
E02000170,23.3,76.7
E02000171,25.5,74.5
E02000172,30.3,69.7
E02000173,20,80
E02000174,26.6,73.4
E02000175,20.3,79.7
E02000176,20.8,79.2
E02000177,27.8,72.2
E02000178,23.7,76.3
E02000179,27.8,72.2
E02000180,26.9,73.1
E02000181,18.2,81.8
E02000182,22.9,77.1
E02000183,25,75
E02000184,29.5,70.5
E02000185,32.6,67.4
E02000186,25.5,74.5
E02000187,35.2,64.8
E02000188,35.8,64.2
E02000191,26,74
E02000192,30.5,69.5
E02000193,26.3,73.7
E02000194,26.9,73.1
E02000195,31.2,68.8
E02000196,31.3,68.7
E02000197,31.2,68.8
E02000198,32.6,67.4
E02000199,30.4,69.6
E02000200,27.9,72.1
E02000201,31.3,68.7
E02000202,33,67
E02000203,31.9,68.1
E02000204,33.9,66.1
E02000206,30.2,69.8
E02000207,28.8,71.2
E02000208,35,65
E02000209,35.6,64.4
E02000210,25.6,74.4
E02000211,28.6,71.4
E02000212,34.8,65.2
E02000213,29.2,70.8
E02000214,28.1,71.9
E02000215,26.5,73.5
E02000216,23.4,76.6
E02000217,29.2,70.8
E02000218,32.8,67.2
E02000219,29.9,70.1
E02000221,30.8,69.2
E02000222,23.4,76.6
E02000223,37,63
E02000224,26,74
E02000225,31.8,68.2
E02000226,28.2,71.8
E02000227,29.6,70.4
E02000228,29.5,70.5
E02000229,33.9,66.1
E02000230,26.1,73.9
E02000231,28.7,71.3
E02000232,31.1,68.9
E02000233,26.6,73.4
E02000234,26.5,73.5
E02000235,27,73
E02000236,25.3,74.7
E02000237,30.3,69.7
E02000238,30.5,69.5
E02000239,28.8,71.2
E02000240,32,68
E02000241,30.3,69.7
E02000242,30.5,69.5
E02000243,31.5,68.5
E02000244,31.2,68.8
E02000245,33,67
E02000246,34,66
E02000247,31.2,68.8
E02000248,31.4,68.6
E02000249,33,67
E02000250,27.4,72.6
E02000251,31.6,68.4
E02000252,29.9,70.1
E02000253,35.4,64.6
E02000254,32.6,67.4
E02000255,29,71
E02000256,23.7,76.3
E02000258,29.1,70.9
E02000259,29,71
E02000260,34,66
E02000261,27.7,72.3
E02000262,28.6,71.4
E02000263,32.5,67.5
E02000264,26.4,73.6
E02000265,28.2,71.8
E02000266,31.5,68.5
E02000267,28.8,71.2
E02000268,26.8,73.2
E02000269,23.6,76.4
E02000270,24.6,75.4
E02000271,23.3,76.7
E02000272,28.2,71.8
E02000275,33.6,66.4
E02000276,24,76
E02000308,32.1,67.9
E02000309,42.3,57.7
E02000311,37.6,62.4
E02000312,31,69
E02000345,62.2,37.8
E02000346,27.1,72.9
E02000347,53.9,46.1
E02000348,57.9,42.1
E02000350,33.5,66.5
E02000351,22.4,77.6
E02000352,29.9,70.1
E02000353,26.1,73.9
E02000354,30.3,69.7
E02000355,27.2,72.8
E02000356,23.9,76.1
E02000357,36.2,63.8
E02000358,26.6,73.4
E02000359,29.6,70.4
E02000360,30.9,69.1
E02000361,26.2,73.8
E02000362,28.9,71.1
E02000363,33.7,66.3
E02000364,25.5,74.5
E02000366,29.3,70.7
E02000367,22.3,77.7
E02000368,27.6,72.4
E02000369,23.9,76.1
E02000370,23.7,76.3
E02000372,27,73
E02000373,36.2,63.8
E02000374,26.6,73.4
E02000375,26.7,73.3
E02000376,21.3,78.7
E02000377,27.1,72.9
E02000378,21.2,78.8
E02000379,25.5,74.5
E02000380,22.7,77.3
E02000381,22.2,77.8
E02000382,24,76
E02000383,24,76
E02000384,24.8,75.2
E02000385,17.9,82.1
E02000386,26.9,73.1
E02000387,23.8,76.2
E02000388,18.7,81.3
E02000389,21,79
E02000390,21.7,78.3
E02000391,20.7,79.3
E02000392,19.3,80.7
E02000393,17.5,82.5
E02000394,21.2,78.8
E02000395,20.2,79.8
E02000396,22.4,77.6
E02000397,34.7,65.3
E02000398,40.7,59.3
E02000400,33,67
E02000401,37.6,62.4
E02000402,39.5,60.5
E02000403,31.3,68.7
E02000404,36.1,63.9
E02000405,29.2,70.8
E02000406,35.5,64.5
E02000407,36.8,63.2
E02000408,38,62
E02000409,35.3,64.7
E02000410,29.3,70.7
E02000411,32.9,67.1
E02000412,34.1,65.9
E02000413,28.4,71.6
E02000414,32,68
E02000415,34.2,65.8
E02000416,26.8,73.2
E02000417,29.6,70.4
E02000418,27,73
E02000419,27.6,72.4
E02000420,34,66
E02000421,37.1,62.9
