areacd,disability_3a-001,disability_3a-002
E00084445,19.3,80.7
E00084446,13.7,86.3
E00084447,11.8,88.2
E00084450,14.3,85.7
E00084451,14,86
E00084453,14.7,85.3
E00084454,23.6,76.4
E00084456,26.3,73.7
E00084457,22.3,77.7
E00084458,16.6,83.4
E00084674,10,90
E00084684,9.2,90.8
E00084686,15.1,84.9
E00084687,13.8,86.2
E00084688,17.2,82.8
E00084690,8.6,91.4
E00084861,11.9,88.1
E00084862,11.5,88.5
E00084863,11.3,88.7
E00084864,13.8,86.2
E00084865,14.6,85.4
E00084866,13.2,86.8
E00084867,11.6,88.4
E00084868,16.8,83.2
E00084869,8.5,91.5
E00084870,15.9,84.1
E00084871,8.1,91.9
E00084872,23.8,76.2
E00084873,21.6,78.4
E00084874,13.3,86.7
E00084875,12.1,87.9
E00084876,12,88
E00084877,8.1,91.9
E00084878,16.6,83.4
E00084879,10.9,89.1
E00084880,10.1,89.9
E00084881,24.7,75.3
E00084882,9.4,90.6
E00084883,16.2,83.8
E00084884,9.2,90.8
E00084885,17.7,82.3
E00084886,12.1,87.9
E00084887,13.3,86.7
E00084888,15.7,84.3
E00084889,22.7,77.3
E00084891,11.6,88.4
E00084892,18.2,81.8
E00084893,10.8,89.2
E00084894,9.3,90.7
E00084895,20.5,79.5
E00084896,16.4,83.6
E00084897,37.3,62.7
E00084898,14.2,85.8
E00084899,13.6,86.4
E00084900,14.7,85.3
E00084901,8.6,91.4
E00084902,11.1,88.9
E00084903,12.6,87.4
E00084904,14.1,85.9
E00087774,9.9,90.1
E00087775,10.7,89.3
E00087776,12.9,87.1
E00087777,9.2,90.8
E00087778,24.2,75.8
E00087779,21,79
E00087780,11.9,88.1
E00087781,16.6,83.4
E00087847,16.6,83.4
E00087864,14.1,85.9
E00087912,13.9,86.1
E00087949,14.2,85.8
E00087950,12.9,87.1
E00087951,16.9,83.1
E00087952,19.1,80.9
E00088117,11.9,88.1
E00088124,19.1,80.9
E00088125,12.2,87.8
E00088126,11.9,88.1
E00088127,7.7,92.3
E00088128,19.1,80.9
E00088129,25.5,74.5
E00088130,12.5,87.5
E00088131,12.5,87.5
E00088721,13.4,86.6
E00088722,23.1,76.9
E00088724,14.2,85.8
E00088941,15.5,84.5
E00088942,13.4,86.6
E00088943,16.6,83.4
E00088944,8.7,91.3
E00088945,12.6,87.4
E00088946,21,79
E00088947,17.4,82.6
E00088948,12.1,87.9
E00088949,21.3,78.7
E00089187,10.8,89.2
E00089188,13.7,86.3
E00089189,15.2,84.8
E00175414,11.8,88.2
E00175415,9.5,90.5
E00175417,10.4,89.6
E00175418,9.1,90.9
E00175419,10.9,89.1
E00175420,10,90
E00175421,6.7,93.3
E00175426,5.2,94.8
E00175427,8.8,91.2
E00175428,11.5,88.5
E00175429,8.3,91.7
E00175430,14.4,85.6
E00175431,11.6,88.4
E00175434,8.5,91.5
E00175439,5.6,94.4
E00175440,3.7,96.3
E00175441,8.6,91.4
E00175443,8.8,91.2
E00175444,16.1,83.9
E00175446,6.5,93.5
E00175448,7.3,92.7
E00175449,5.9,94.1
E00175451,10.3,89.7
E00175452,13.3,86.7
E00175454,0.8,99.2
E00175495,4.4,95.6
E00175509,8.8,91.2
E00175511,16.6,83.4
E00183424,5,95
E00183442,13,87
E00183443,13.4,86.6
E00183444,6.1,93.9
E00183445,9.1,90.9
E00183446,13.1,86.9
E00183453,13.8,86.2
E00183454,10.1,89.9
E00183460,11.4,88.6
E00183461,9.7,90.3
E00183473,9.5,90.5
E00183647,8.8,91.2
E00183652,7,93
E00183653,8.5,91.5
E00183654,5.3,94.7
E00183655,6.2,93.8
E00183656,4,96
E00183657,8.7,91.3
E00183658,5.8,94.2
E00183659,2.7,97.3
E00183660,11.3,88.7
E00183661,6.5,93.5
E00183662,4.1,95.9
E00183663,8.9,91.1
E00183664,8.3,91.7
E00183665,8.1,91.9
E00183666,6.8,93.2
E00183667,8.4,91.6
E00183668,8.4,91.6
E00183687,5.1,94.9
E00183688,8.4,91.6
E00183689,5.8,94.2
E00183703,2.6,97.4
E00183704,3.1,96.9
E00183705,13,87
E00183706,4.5,95.5
E00183707,12.8,87.2
