areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00084445,0,9.1,39.9,51
E00084446,8.4,18.5,41.2,31.9
E00084447,7.4,16.9,34.4,41.3
E00084450,1,18.1,47.6,33.3
E00084451,0,21.3,39.4,39.4
E00084453,0,12.9,34.7,52.4
E00084454,5.5,31,29,34.5
E00084456,29.1,32.7,28.2,10
E00084457,9.2,10.8,54.2,25.8
E00084458,8,33.3,47.8,10.9
E00084674,0.9,5.4,30.4,63.4
E00084684,2.8,37.2,53.1,6.9
E00084686,9.5,43.9,39.9,6.8
E00084687,5.3,30.3,55.3,9.1
E00084688,23.1,45.6,26.9,4.4
E00084690,9.9,17.9,38.4,33.8
E00084861,0.8,9.2,23.5,66.4
E00084862,0,0,4.6,95.4
E00084863,0.7,23.3,32.2,43.8
E00084864,14.8,30.7,15.3,39.2
E00084865,10.9,65.9,13,10.1
E00084866,12.1,36.2,28.4,23.4
E00084867,0,1.7,23.7,74.6
E00084868,2.2,34.3,36.6,26.9
E00084869,0,22.5,22.5,54.9
E00084870,15.8,38.8,20.6,24.8
E00084871,5.5,34.5,18.2,41.8
E00084872,17.4,53,28.7,0.9
E00084873,14.2,41.8,33.3,10.6
E00084874,18.7,59,9.7,12.7
E00084875,48,24,17.3,10.7
E00084876,20.8,50,20.8,8.3
E00084877,4.2,14.6,20.1,61.1
E00084878,24.6,41.8,24.6,9
E00084879,43.5,26.1,23.9,6.5
E00084880,8.8,23.5,49.3,18.4
E00084881,15.4,45.6,21.3,17.6
E00084882,3.6,13.6,27.9,55
E00084883,9.3,39,26.3,25.4
E00084884,0.8,0.8,33.6,64.8
E00084885,18.5,45.2,26.7,9.6
E00084886,24.2,34.2,34.2,7.5
E00084887,22.1,31.1,35.2,11.5
E00084888,7.9,37.3,42.1,12.7
E00084889,17,53.2,29.1,0.7
E00084891,8.8,24.3,15.4,51.5
E00084892,27.6,33.9,23.6,15
E00084893,8.2,32.8,42.5,16.4
E00084894,13.9,62,22.6,1.5
E00084895,17.3,51.8,23.7,7.2
E00084896,13.6,12,36.8,37.6
E00084897,8.6,46,23,22.3
E00084898,41.8,24.6,23.8,9.8
E00084899,10.3,61.1,10.3,18.3
E00084900,23.1,32.2,11.6,33.1
E00084901,0,16.9,42.3,40.8
E00084902,0,15.8,31.6,52.6
E00084903,11.6,38.8,22.3,27.3
E00084904,7.9,24.4,37.8,29.9
E00087774,4.7,17.3,29.1,48.8
E00087775,7,16.9,45.1,31
E00087776,0,19.9,16.2,64
E00087777,3.4,21.8,25.9,49
E00087778,20.3,18,50,11.7
E00087779,15.4,8.3,45.5,30.8
E00087780,5,16,24.4,54.6
E00087781,8.4,34.6,33.6,23.4
E00087847,2.1,10.5,74.1,13.3
E00087864,9.3,9.3,43,38.4
E00087912,5.6,19.1,31.5,43.8
E00087949,0.8,8.3,57.6,33.3
E00087950,5.7,18,42.4,33.9
E00087951,8.6,5.7,54.3,31.4
E00087952,10.2,8.8,62,19
E00088117,0,17.7,30.6,51.6
E00088124,20.1,34.6,21.4,23.9
E00088125,5.8,19.6,13,61.6
E00088126,5.7,14.8,35.2,44.3
E00088127,6.3,14.6,35.4,43.8
E00088128,7.2,13.8,48.1,30.9
E00088129,20.4,36.5,32.8,10.2
E00088130,3.6,33.1,30.7,32.5
E00088131,11,20.7,41.4,26.9
E00088721,10.1,19.6,27.1,43.2
E00088722,7.9,45.7,25,21.4
E00088724,2.1,23.3,33.6,41.1
E00088941,7.6,25.3,20,47.1
E00088942,0.8,3.1,69.2,26.9
E00088943,16.2,47.4,23.4,13
E00088944,0,4.3,12.2,83.5
E00088945,2,31.3,23.3,43.3
E00088946,1.6,44.8,30.4,23.2
E00088947,4.7,22.8,33.9,38.6
E00088948,6.5,12.3,53.6,27.5
E00088949,23.5,31.1,29.4,16
E00089187,1.6,14,24,60.5
E00089188,2.3,12.5,23.4,61.7
E00089189,6.2,23.7,40.2,29.9
E00175414,6.2,38.2,31.5,24.2
E00175415,0,3,37.6,59.4
E00175417,4.8,32.3,48.4,14.5
E00175418,5.4,21.6,9.5,63.5
E00175419,45.5,39.4,7.6,7.6
E00175420,23.2,13.1,25.3,38.4
E00175421,13.2,16.2,42.6,27.9
E00175426,15.7,49,25.5,9.8
E00175427,10.7,28.2,20.4,40.8
E00175428,8.1,54.7,18.6,18.6
E00175429,0,10.9,45.7,43.5
E00175430,9.8,64.7,15,10.4
E00175431,6.6,17.6,24.2,51.6
E00175434,6,20.9,29.1,44
E00175439,9.5,18.1,22.4,50
E00175440,1.6,35.9,4.7,57.8
E00175441,22.9,52.1,16.7,8.3
E00175443,16.8,27.2,24,32
E00175444,29.3,37,16.3,17.4
E00175446,0.9,2.7,42,54.5
E00175448,21,32.3,29,17.7
E00175449,22.2,68.1,4.2,5.6
E00175451,1.2,9.5,9.5,79.8
E00175452,9.1,40,12.7,38.2
E00175454,9.1,69.1,5.5,16.4
E00175495,37.7,28.3,17,17
E00175509,3.4,23.3,20.7,52.6
E00175511,32,47.5,12.3,8.2
E00183424,11.9,11.9,20.2,56
E00183442,10.4,40.8,28.8,20
E00183443,6,24.8,20.3,48.9
E00183444,3.3,25,31.7,40
E00183445,6.1,15.2,39.6,39.1
E00183446,4.7,9.4,45,40.9
E00183453,1.2,22.4,20,56.5
E00183454,6.8,40.8,34.7,17.7
E00183460,0,4.3,16,79.8
E00183461,0,21.8,14.3,63.9
E00183473,0,9.5,23.4,67.2
E00183647,0,13,28.6,58.4
E00183652,3,35.8,23.9,37.3
E00183653,11,44.9,29.1,15
E00183654,2.2,3.9,25.8,68
E00183655,8.6,30.9,30.3,30.3
E00183656,4.7,25.2,39.3,30.8
E00183657,6.1,11,20.7,62.2
E00183658,24.7,44.9,13.5,16.9
E00183659,5.9,30.9,32.9,30.3
E00183660,21.7,30.4,23.5,24.3
E00183661,11.9,28.4,37.3,22.4
E00183662,7.7,29.9,23.1,39.3
E00183663,9.1,35.2,14.8,40.9
E00183664,3.2,52.6,18.9,25.3
E00183665,2.6,29.1,34.4,33.8
E00183666,10,69.2,8.5,12.3
E00183667,7.3,36.6,24.4,31.7
E00183668,1.4,11.5,17.6,69.6
E00183687,6.7,30.5,17.1,45.7
E00183688,0,27.3,20.8,51.9
E00183689,7.1,29,22.9,41
E00183703,6.9,24.1,53.4,15.5
E00183704,0.7,6.6,54.4,38.2
E00183705,8.4,25.3,37.9,28.4
E00183706,7.1,40.7,27.5,24.7
E00183707,3.3,35.2,33.6,27.9
