areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00084445,89.6,3.8,6.6
E00084446,87.5,1.8,10.7
E00084447,88.4,2.4,9.1
E00084450,84.9,5.5,9.6
E00084451,86.5,5.4,8.1
E00084453,89.8,3.3,6.9
E00084454,82.3,5.8,11.9
E00084456,84,5.3,10.6
E00084457,80.3,3.1,16.6
E00084458,86.3,5.5,8.2
E00084674,82.6,12.8,4.6
E00084684,59.3,30.9,9.8
E00084686,61.7,29.3,9
E00084687,67.4,27.8,4.8
E00084688,74.3,12.5,13.1
E00084690,81.8,14.8,3.3
E00084861,82.5,16.2,1.3
E00084862,92.6,5.5,1.9
E00084863,82.1,12.8,5.1
E00084864,76.5,17.2,6.3
E00084865,65.9,22.7,11.4
E00084866,82.1,10.6,7.3
E00084867,90,5,5
E00084868,79.3,12.5,8.2
E00084869,88.2,8.7,3.1
E00084870,77.5,13,9.6
E00084871,84.8,13.1,2.1
E00084872,71.2,8.5,20.4
E00084873,74.1,10.3,15.6
E00084874,68.7,25.3,6.1
E00084875,57.1,33.8,9.1
E00084876,53.9,34,12.1
E00084877,86.9,10.1,3
E00084878,71.4,22.4,6.3
E00084879,67.6,23.3,9.1
E00084880,72.9,18.5,8.6
E00084881,70.4,11.7,17.9
E00084882,86,8.6,5.4
E00084883,81.9,8.5,9.6
E00084884,88.5,6.8,4.7
E00084885,64.5,17.4,18.1
E00084886,69.1,25.2,5.7
E00084887,75,7.5,17.5
E00084888,72.4,13.3,14.3
E00084889,75.4,8.5,16.1
E00084891,86,9.9,4.2
E00084892,76.9,12.6,10.5
E00084893,67,26.3,6.7
E00084894,63.5,25.6,11
E00084895,73.8,14.3,12
E00084896,84.2,6.8,8.9
E00084897,59.7,15.3,25
E00084898,65.7,25.9,8.4
E00084899,72.3,16.5,11.2
E00084900,74.3,14.5,11.2
E00084901,69.2,25.2,5.6
E00084902,78.8,15.3,5.9
E00084903,74.5,16.2,9.4
E00084904,73,17.8,9.2
E00087774,87.5,5.3,7.2
E00087775,92.2,5.4,2.4
E00087776,93.1,6,0.9
E00087777,91.2,3.7,5.2
E00087778,73.1,8.6,18.3
E00087779,82.8,3,14.2
E00087780,92.1,3.4,4.5
E00087781,84.3,5.4,10.3
E00087847,78.1,4,17.9
E00087864,88.7,2.5,8.8
E00087912,86.7,6.2,7.2
E00087949,82.8,7.3,9.9
E00087950,86.8,4.4,8.8
E00087951,87,2.3,10.7
E00087952,77.3,3.6,19.1
E00088117,85.1,7.5,7.5
E00088124,85.6,5.2,9.3
E00088125,90.9,3.9,5.2
E00088126,88.1,4.4,7.6
E00088127,84.9,6.8,8.2
E00088128,86.9,3.4,9.7
E00088129,78.2,3.8,17.9
E00088130,85.1,7.2,7.7
E00088131,85.9,5.3,8.8
E00088721,90,5,5
E00088722,74.7,1.4,23.9
E00088724,89.2,5.1,5.6
E00088941,89.2,3.8,7
E00088942,89.9,3,7.1
E00088943,84.8,4.4,10.8
E00088944,94.4,2.4,3.1
E00088945,89.5,4.8,5.6
E00088946,81,5.2,13.7
E00088947,86.4,4.5,9.1
E00088948,89.8,4.4,5.8
E00088949,80,5.9,14.1
E00089187,88.3,3.8,7.9
E00089188,88.6,3.5,7.9
E00089189,89.1,1.7,9.1
E00175414,88.4,6,5.6
E00175415,83.7,14.5,1.8
E00175417,57,31.3,11.7
E00175418,75.1,17,7.9
E00175419,47.9,45,7.1
E00175420,60.1,31.9,8
E00175421,63.5,26,10.6
E00175426,70.7,25.9,3.4
E00175427,70.4,22.4,7.2
E00175428,55.9,36.1,7.9
E00175429,75.3,17.8,6.8
E00175430,67.3,26.3,6.4
E00175431,76.4,15.4,8.1
E00175434,66,27.3,6.8
E00175439,75.6,19.7,4.8
E00175440,61.3,32.5,6.2
E00175441,57.5,30.6,11.9
E00175443,68.8,24.1,7.2
E00175444,77.5,13.1,9.4
E00175446,85.7,9,5.4
E00175448,65.4,24.1,10.5
E00175449,42.2,48.7,9.1
E00175451,77.7,16.5,5.9
E00175452,61,28,11
E00175454,47.7,44.7,7.6
E00175495,54.5,39.6,6
E00175509,60.9,34.4,4.6
E00175511,76.3,12.5,11.2
E00183424,69.3,26.1,4.6
E00183442,67.7,19.7,12.5
E00183443,86.1,5.4,8.5
E00183444,83.1,8.4,8.4
E00183445,88.5,6.6,4.9
E00183446,89.8,4.3,5.9
E00183453,90.7,3.3,6.1
E00183454,77.6,16.7,5.7
E00183460,91,6.3,2.7
E00183461,78.1,19.9,1.9
E00183473,85.1,10.1,4.8
E00183647,90.3,7.2,2.6
E00183652,73.6,21.9,4.5
E00183653,71.6,19.9,8.6
E00183654,83.9,11.3,4.8
E00183655,72.5,19.2,8.3
E00183656,69.2,24.1,6.8
E00183657,74.6,21.7,3.6
E00183658,77.6,17.6,4.9
E00183659,76.1,19,4.9
E00183660,69.6,22.6,7.8
E00183661,59.5,29.7,10.8
E00183662,60.6,34.1,5.4
E00183663,77.5,15.6,6.9
E00183664,59,33.7,7.2
E00183665,60.2,32.9,6.9
E00183666,53.4,38.3,8.3
E00183667,57.9,25.6,16.5
E00183668,81.5,14.9,3.6
E00183687,61.4,34.1,4.5
E00183688,60.6,29.9,9.5
E00183689,66.8,29.2,4.1
E00183703,83,11.8,5.2
E00183704,79.6,17.3,3.1
E00183705,81.6,8,10.4
E00183706,67.4,24.2,8.5
E00183707,87.2,5.7,7.1
