geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E02001514,72.5,5.6,21.9
E02001522,69,5.4,25.7
E02001528,73.3,4,22.7
E02001530,73,4.6,22.4
E02001533,76.2,2.2,21.6
E02001534,76.4,4.2,19.5
E02001539,65.8,8,26.2
E02001540,78.5,2.4,19.1
E02001541,73,6.1,20.9
E02001542,70.5,3.7,25.7
E02001543,74.4,2.8,22.8
E02001544,74.3,3.2,22.6
E02001545,83.6,2.3,14.1
E02001546,78.4,1.7,19.9
E02001547,71.4,5.6,23
E02001548,66,8.5,25.6
E02001549,80.8,4.2,15
E02001550,78.2,3.9,17.9
E02001551,73.4,8,18.6
E02001552,72.4,9.9,17.7
E02001553,67.3,14.1,18.6
E02001554,83.9,1.9,14.2
E02001555,80.2,5,14.8
E02001556,63.7,15.7,20.6
E02001557,64.3,20.4,15.4
E02001558,85.4,1.2,13.4
E02001559,86.8,1.8,11.4
E02001560,46.8,32.5,20.7
E02001561,55.8,21.9,22.3
E02001562,73.7,7.8,18.5
E02001563,82,6,12
E02001564,87.5,2.2,10.3
E02001565,84.6,7,8.4
E02001566,65.8,17.2,17
E02001567,68.4,8.7,22.9
E02001568,72.5,4.1,23.3
E02001569,67.5,5.1,27.4
E02001570,70.7,2.7,26.7
E02001571,80.6,3.4,16
E02001572,67.8,9.7,22.5
E02001573,76.9,1.6,21.5
E02001574,84,3.4,12.6
E02001575,69.1,5.2,25.7
E02001576,85.2,2.1,12.7
E02001577,85.1,1.8,13.1
E02001578,80.4,2.2,17.4
E02001579,75.7,1.9,22.4
E02001580,79.1,1.3,19.6
E02001581,78.9,1.4,19.7
E02001582,78.1,1.1,20.8
E02001583,74.6,2.5,22.9
E02001585,69,4.3,26.6
E02001586,71.9,2.2,25.9
E02001587,72.1,2.8,25.1
E02001588,71.3,3.9,24.8
E02001589,85.9,1.3,12.8
E02001590,64.8,5.8,29.4
E02001591,66.4,12.7,20.9
E02001592,77.6,3.4,19
E02001593,62.9,15.9,21.2
E02001594,55.2,21,23.8
E02001595,84.8,1.2,14
E02001596,81.4,1.5,17.1
E02001597,70.8,2.5,26.7
E02001598,79.9,2.7,17.3
E02001600,81.8,9.1,9.1
E02001602,80.3,3.4,16.3
E02001603,76.8,2.1,21.1
E02001604,81.1,4.1,14.8
E02001605,81.6,2,16.4
E02001606,77.8,2,20.2
E02001607,78.7,1.6,19.7
E02001608,83.9,2,14.1
E02001609,85.3,1,13.7
E02001610,84.2,1.6,14.2
E02001628,68.1,20.1,11.9
E02001642,79,7,14.1
E02001647,80.9,3.4,15.7
E02001654,79.4,2.7,17.9
E02001655,72.6,4.6,22.8
E02001659,73,3.5,23.6
E02001666,79.7,1.9,18.4
E02001671,84.6,2.4,13
E02001673,87.9,1.4,10.7
E02001675,76.8,2.7,20.5
E02002330,89.6,2.1,8.4
E02002331,80.5,2.6,16.9
E02002334,88.1,2,9.9
E02002359,88.3,2.3,9.4
E02002403,82.7,2.3,15
E02002406,87.9,2.1,10
E02002417,83.9,1.9,14.2
E02002418,84.7,1.6,13.7
E02002432,84.4,1.7,14
E02002438,66.5,5.9,27.6
E02002439,74,5.9,20.1
E02002440,73.7,4.3,22
E02002441,75.8,4.5,19.7
E02002442,80.1,4.6,15.3
E02002447,73.3,3.4,23.3
E02002448,71.3,4.3,24.4
E02002449,81.5,3.6,14.9
E02002450,79.7,7.1,13.3
E02002452,74.6,5.5,19.8
E02002455,71.7,3.9,24.4
E02002460,85.5,1.8,12.8
E02002461,79.3,3.7,16.9
E02002464,74.4,4.7,20.8
E02002471,85.8,2.2,12
E02002476,70.1,5.3,24.6
E02002478,78.2,4.7,17.1
E02002479,76.2,2.6,21.1
E02002480,68.9,8.4,22.7
E02002481,72.5,7.9,19.6
E02002482,73.3,5.3,21.3
E02002653,62.7,3.1,34.2
E02002654,49.6,15,35.4
E02002655,64.9,4.2,30.8
E02002656,79.5,4,16.6
E02002657,79.6,3.4,17
E02002658,81.9,1.6,16.6
E02002659,57.1,12.6,30.3
E02002660,70.3,3.4,26.3
E02002661,71.3,3.7,25
E02002662,75.9,2.2,21.9
E02002663,75.8,12.1,12.1
E02002664,87.4,1.1,11.5
E02002665,78.9,5.4,15.7
