geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E02001514,5.3,28,66.7
E02001522,4.1,31.8,64.1
E02001528,3.9,30.1,66
E02001530,4.1,31.3,64.6
E02001533,4.5,28.4,67.2
E02001534,4,29.1,66.9
E02001539,5.1,25.3,69.5
E02001540,4.2,28.1,67.7
E02001541,4.8,32.2,63.1
E02001542,5.4,29.3,65.3
E02001543,4.5,30.6,64.9
E02001544,3.5,29.1,67.4
E02001545,2.6,30.9,66.6
E02001546,3.9,27.7,68.4
E02001547,5.6,27.3,67.1
E02001548,5.9,35.1,59
E02001549,3.4,27.5,69.1
E02001550,3.4,31.1,65.5
E02001551,4.2,35.1,60.7
E02001552,5.7,30.1,64.2
E02001553,5.6,30.7,63.7
E02001554,2.5,28.1,69.4
E02001555,3.1,32.3,64.5
E02001556,6.2,29.7,64.1
E02001557,7.8,42.6,49.7
E02001558,2.8,28.7,68.5
E02001559,2.9,26.4,70.7
E02001560,9.2,42.1,48.7
E02001561,6.9,41,52.1
E02001562,4.9,34,61.1
E02001563,4.7,30.1,65.2
E02001564,3.1,25,72
E02001565,4.1,26.1,69.8
E02001566,6.9,30.5,62.5
E02001567,5.6,31,63.4
E02001568,4,31.9,64
E02001569,4.2,35.3,60.5
E02001570,3.9,38.9,57.2
E02001571,3.7,28.3,67.9
E02001572,4.4,32.3,63.3
E02001573,4.2,27.6,68.1
E02001574,4.1,25.5,70.4
E02001575,5.5,29.2,65.3
E02001576,3.6,29.2,67.2
E02001577,2.5,31.6,65.9
E02001578,3.6,26.7,69.7
E02001579,4.1,30.7,65.2
E02001580,3.1,32,64.9
E02001581,3.5,27.7,68.8
E02001582,3.7,28.2,68.1
E02001583,4,27.8,68.2
E02001585,3.7,39,57.3
E02001586,3.3,43.1,53.6
E02001587,3.9,34.3,61.8
E02001588,3.8,30.7,65.5
E02001589,3,26.5,70.5
E02001590,6.5,30.4,63.1
E02001591,7.6,33.5,58.9
E02001592,3.8,29.1,67.1
E02001593,7.3,37.8,54.9
