areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00070199,77.6,10.6,11.8
E00070200,83.3,8.6,8.2
E00070201,74.7,9.5,15.9
E00070202,85.5,7,7.4
E00070203,77.9,10.7,11.4
E00070204,84.5,5.6,9.9
E00070306,78.3,11.1,10.5
E00070309,59.5,32.2,8.3
E00070310,58.7,20.1,21.1
E00070312,77.6,8.7,13.7
E00070313,59.5,23.1,17.4
E00070315,77.9,10.8,11.3
E00070316,70.7,20.2,9.1
E00070317,62.4,15.6,22.1
E00070318,89.1,5.7,5.1
E00070319,77.9,7.9,14.2
E00070321,72.7,15.4,11.9
E00070322,73.3,11.7,15
E00070325,81,10.6,8.4
E00070326,65.4,21.9,12.7
E00070327,65.7,17.9,16.4
E00070328,72,14.4,13.6
E00070331,60.3,23.7,16
E00070334,57.2,22.7,20.1
E00070337,54.4,24.9,20.7
E00070339,56.8,24.2,19
E00070341,64,16.9,19.1
E00070342,62.9,16.9,20.2
E00070344,59.2,21.6,19.2
E00070345,83.8,3.2,13
E00070346,60.8,24.7,14.5
E00070347,87.4,6.3,6.3
E00070352,81.1,7.6,11.3
E00070353,68.5,18.8,12.8
E00070354,68.7,14.6,16.7
E00070355,80.1,2.1,17.8
E00070356,76.7,6.7,16.6
E00070357,84.4,3.1,12.6
E00070358,85.1,3.5,11.5
E00070359,74,10.9,15.1
E00070360,63.2,17.6,19.2
E00070415,58.7,22.3,19.1
E00070416,43.2,41.1,15.8
E00070417,67.2,16.6,16.2
E00070418,55.2,20.4,24.4
E00070419,51.3,9.6,39.1
E00070420,63.5,17.9,18.7
E00070421,63.1,16,20.9
E00070424,59,19.8,21.2
E00070425,72.4,14.3,13.3
E00070426,59.4,17.3,23.4
E00070427,57.8,27.7,14.5
E00070429,55.2,27.2,17.6
E00070430,56.8,16.4,26.8
E00070439,60.7,22.5,16.8
E00070466,47.4,33.6,19.1
E00070467,63.4,12.1,24.5
E00070476,89.2,6.9,3.8
E00070481,85.7,6.1,8.2
E00070484,83.6,7,9.4
E00070502,57.5,22.8,19.6
E00070503,66.7,9.9,23.5
E00070507,84.2,3.5,12.3
E00070510,76.1,12.2,11.8
E00070518,84.7,2.2,13.1
E00070520,82.5,8.2,9.3
E00143395,75.1,2.7,22.2
E00143396,85.5,3.1,11.3
E00143397,86.9,3.5,9.6
E00143398,86.7,1.4,11.8
E00143399,79.7,2.4,18
E00143400,86.9,1,12.1
E00143401,91.1,1.9,7
E00143402,74.8,2.7,22.4
