areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00070199,85.6,5,9.4
E00070200,89.6,0.7,9.6
E00070201,88.6,1.3,10
E00070202,88.3,2.7,9
E00070203,88,2.1,10
E00070204,90.2,2.6,7.2
E00070306,86.9,2.2,10.9
E00070309,65,2.8,32.2
E00070310,79.5,1.2,19.2
E00070312,87.8,2.3,9.9
E00070313,74.7,3,22.4
E00070315,90.3,0.8,8.9
E00070316,78.3,6.1,15.6
E00070317,82.5,0.4,17.1
E00070318,91.8,3.6,4.5
E00070319,89.5,3,7.5
E00070321,83.7,2.6,13.7
E00070322,85.7,0.7,13.7
E00070325,87.6,4,8.4
E00070326,80.7,0.3,18.9
E00070327,82.8,1.2,16
E00070328,85.2,2.1,12.7
E00070331,78.3,1.9,19.8
E00070334,74.7,3.8,21.5
E00070337,69.4,1.4,29.2
E00070339,69.8,2.4,27.9
E00070341,80.2,3.9,16
E00070342,80.1,1.6,18.3
E00070344,73.5,2.4,24.1
E00070345,96.2,1.1,2.7
E00070346,70.5,2.3,27.2
E00070347,89.2,2.7,8.1
E00070352,92.9,0,7.1
E00070353,76.4,1.7,21.9
E00070354,83.9,0.7,15.4
E00070355,96.8,0,3.2
E00070356,86.3,3.6,10.2
E00070357,95.5,0,4.5
E00070358,93.4,1,5.6
E00070359,88.3,0.8,10.9
E00070360,77,1.6,21.3
E00070415,74.8,1.2,24
E00070416,53.6,2.1,44.3
E00070417,78.2,2.1,19.7
E00070418,68.5,0,31.5
E00070419,84.7,1.1,14.2
E00070420,72.8,2,25.2
E00070421,74.4,1.5,24
E00070424,73.1,3.3,23.7
E00070425,82.7,2.2,15.1
E00070426,82.6,1,16.4
E00070427,69.6,3.1,27.3
E00070429,69.1,3.3,27.6
E00070430,77.3,1.6,21.1
E00070439,73.7,2.5,23.8
E00070466,64.2,4.6,31.1
E00070467,83.3,1.3,15.3
E00070476,91.5,1.9,6.6
E00070481,86.2,5,8.9
E00070484,92.5,1,6.5
E00070502,76.3,3.7,20
E00070503,88.4,2.8,8.8
E00070507,92.6,2.3,5.1
E00070510,84.3,3.5,12.2
E00070518,94.9,1.1,4
E00070520,90.2,1.5,8.3
E00143395,97.3,1.2,1.5
E00143396,92.1,3.8,4.1
E00143397,93.1,1.7,5.2
E00143398,97.1,1.2,1.7
E00143399,96.3,0.7,3.1
E00143400,97.1,1.3,1.6
E00143401,96.2,1.3,2.5
E00143402,99.3,0.7,0
E00143403,95.3,2,2.7
E00143404,92.1,1.1,6.7
E00143405,96.2,0.8,3.1
E00143406,93.2,3.8,3
E00143455,91.7,3.2,5.1
E00143456,97.4,0,2.6
E00143457,93.2,0.7,6.2
E00143458,93.7,0.6,5.7
E00143459,95.6,0,4.4
E00143462,85.2,4,10.8
E00143463,91.5,1.5,6.9
E00143464,90.4,2.7,6.8
E00143465,93.2,2.7,4.1
E00143466,94.9,1.9,3.3
E00143467,90.5,1.1,8.4
E00143468,91.4,3.1,5.5
E00143469,90.2,3,6.8
E00143470,93.3,0.5,6.2
E00143471,94.1,1.1,4.9
E00143472,91.1,0.2,8.6
E00143473,88.1,3.7,8.1
E00143474,88.9,2.6,8.5
E00143475,92.2,1.8,6
E00143476,94.7,2.3,3
E00143477,82.8,1.9,15.3
E00143479,93.2,1.8,5.1
E00143480,86,1.8,12.3
E00143481,92.8,0.4,6.8
E00143482,96.3,0.3,3.4
E00143483,93.6,1,5.4
E00143484,89.1,1,9.9
E00143485,93.6,3.4,3
E00143486,94,0.8,5.2
E00143487,89,2.8,8.3
E00143488,93.4,1.6,4.9
E00143489,94.7,1.1,4.3
E00143490,91.5,0.3,8.1
E00143491,88.9,0.5,10.6
E00143492,95,0,5
E00143493,91.5,1.8,6.7
E00143494,92.5,2.3,5.3
E00143495,92.9,1.6,5.5
E00143496,97.3,0,2.7
E00143497,82.9,2.7,14.4
E00143498,78.3,2.3,19.4
E00143499,94.4,0,5.6
E00143500,91.1,1.5,7.4
E00143501,81.8,1.8,16.5
E00143502,94.4,1.5,4.1
E00143503,96.5,0,3.5
E00143506,94.3,0.4,5.3
E00143507,94.7,2.3,3
E00143508,94,1.7,4.3
E00143509,90,0.6,9.3
E00143510,96.8,0,3.2
E00143511,92.7,2.2,5.1
E00143512,91.4,0,8.6
E00143514,94.7,0,5.3
E00143518,93.8,1.8,4.3
E00143520,92.7,1.6,5.7
E00143521,87.8,2.9,9.4
E00143522,88.6,1.4,10
E00143523,96.8,0.7,2.4
E00143524,96.7,1.2,2.1
E00143525,97.6,0.3,2.1
E00143526,98.7,0.3,1
E00143527,94.8,0.3,4.9
E00143529,94.4,0.5,5.1
E00143530,96,0,4
E00143531,96.7,2.2,1.1
E00143532,97.2,1.2,1.5
E00143533,96.5,0.9,2.5
E00143534,90.1,2.9,7
E00143535,94,2.2,3.8
E00143536,97.4,0.4,2.2
E00143537,98.1,0,1.9
E00143538,94.1,2.6,3.3
E00143539,94.4,1.2,4.4
E00143540,96,0.7,3.3
E00143541,98.2,0.7,1.1
E00143542,94.5,0.4,5.1
E00143543,95.8,0.4,3.8
E00143544,96.1,1.3,2.6
E00143545,94.4,0.3,5.3
E00143546,91.3,1.2,7.5
E00143547,96,1.1,2.9
E00143548,95.2,1.2,3.6
E00143549,93.1,0,6.9
E00143550,96.4,0,3.6
E00143551,96.2,0.7,3.1
E00143552,94.4,3.5,2
E00143553,95,0.4,4.6
E00143554,99,0,1
