geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00080611,47.5,34.2,17.5,0.8,0
E00080612,45.1,30.1,23.3,1.5,0
E00080613,46,37.3,16.7,0,0
E00080614,42.3,40,16.9,0.8,0
E00080615,50.4,34.5,11.8,3.4,0
E00080616,40.6,40.6,17.2,1.6,0
E00080617,50.7,37.3,8.5,3.5,0
E00080618,48,42.4,9.6,0,0
E00080619,52.8,36.6,8.9,0.8,0.8
E00080620,39.5,41.1,17.8,1.6,0
E00080621,54.3,34.9,8.5,2.3,0
E00080622,43.6,37.1,17.1,0.7,1.4
E00080623,41.2,44.7,14,0,0
E00080624,45.5,34.1,14.4,4.5,1.5
E00080625,59,29.1,11.1,0.9,0
E00080626,53.8,30.8,15.4,0,0
E00080627,36.1,38.3,17.3,7.5,0.8
E00080628,41.2,42.3,13.4,3.1,0
E00080785,47.4,41.6,9.1,1.9,0
E00080787,48.1,38.9,12,0.9,0
E00080788,38.8,37.8,17.3,6.1,0
E00080789,57,31.3,9.4,2.3,0
E00080794,47.9,41.4,10.7,0,0
E00080795,47.8,36.5,13.9,1.7,0
E00080796,46.8,38.9,13.5,0.8,0
E00080797,48.3,39.4,10,2.2,0
E00080798,46,37.3,15.9,0.8,0
E00080799,54,34.9,10.3,0.8,0
E00080800,53.7,40.7,5.7,0,0
E00080801,42.9,36.6,18.8,1.8,0
E00080812,46,42.5,9.7,1.8,0
E00080813,49.1,30.4,14.3,5.4,0.9
E00080814,40.3,34.7,16.1,6.5,2.4
E00080815,42.3,33.8,19.7,4.2,0
E00080816,41.7,41.7,15.2,1.5,0
E00080817,50,36.5,12.7,0.8,0
E00080818,34.8,37.1,22.7,5.3,0
E00080819,48.8,33.6,16.8,0.8,0
E00080820,43.7,29.1,20.4,6.8,0
E00080821,34.4,41.2,22.9,1.5,0
E00080822,36,44,20,0,0
E00080823,31.4,42.1,23.1,3.3,0
E00080824,33.9,44.1,18.1,3.9,0
E00080825,41.9,37.6,18.8,1.7,0
E00080826,40,39,20,1,0
