geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00038588,98.1,1.5,0.4
E00038589,100,0,0
E00038590,99.2,0.8,0
E00038591,99.2,0.4,0.4
E00038595,98.3,1.2,0.4
E00038596,100,0,0
E00038598,100,0,0
E00038599,99.6,0.4,0
E00038600,99.5,0.5,0
E00038601,100,0,0
E00038602,99,1,0
E00038603,97.9,1.1,1.1
E00038604,99.6,0,0.4
E00038605,99.6,0.4,0
E00038606,99.6,0.4,0
E00038789,99.6,0.4,0
E00038790,99.1,0.7,0.2
E00038791,98.2,1.5,0.3
E00038792,99.1,0.9,0
E00038793,99.7,0.3,0
E00038794,97.4,2.6,0
E00038795,100,0,0
E00038796,98.2,1.1,0.7
E00038797,99.4,0.3,0.3
E00038798,99.3,0.7,0
E00038799,99.6,0.4,0
E00038800,99.5,0.3,0.3
E00038801,99.3,0,0.7
E00038802,99.6,0,0.4
E00038803,100,0,0
E00038804,99.6,0,0.4
E00038805,99.2,0.8,0
E00038806,99.6,0.4,0
E00038807,99.2,0.8,0
E00038808,99.3,0.3,0.3
E00038809,98.2,0.7,1.1
E00038810,100,0,0
E00038811,100,0,0
E00038812,99.3,0.4,0.4
E00038813,99.4,0.6,0
E00038814,97.9,1.7,0.3
E00038815,100,0,0
E00038816,98.6,1.4,0
E00038817,99.3,0.7,0
E00038818,98.8,0.8,0.4
E00038819,98.8,0.4,0.8
E00038820,100,0,0
E00038821,100,0,0
E00038822,100,0,0
E00038823,99.6,0.4,0
E00038824,100,0,0
E00038825,98.6,1.1,0.4
E00038826,99.7,0.3,0
E00039275,98.6,1.4,0
E00039276,96.6,2.3,1.1
E00039277,99.1,0.3,0.6
E00039278,99,1,0
E00039279,98.1,0.8,1.2
E00039280,99.6,0,0.4
E00039281,97.5,0.8,1.7
E00039282,100,0,0
E00039283,95.7,3.9,0.4
E00039284,100,0,0
E00039285,98.1,1.9,0
E00039286,92.1,4.1,3.8
E00039287,100,0,0
E00039288,95.8,0,4.2
E00039289,95.1,3.1,1.8
E00039290,100,0,0
E00039291,99.2,0.5,0.3
E00039292,100,0,0
E00039293,95.4,4.6,0
E00039294,95.9,4.1,0
E00039295,98.3,1.3,0.3
E00039296,95.3,4.2,0.5
E00039297,97.8,2.2,0
E00039298,95.8,3.6,0.7
E00039299,95.5,3.7,0.8
E00039300,99.7,0.3,0
E00039301,98.8,0.6,0.6
E00039302,100,0,0
E00039303,99,0.8,0.3
E00039304,98.5,1,0.5
E00039305,99.4,0.6,0
E00039306,99.5,0.5,0
E00039307,99.6,0.4,0
E00039308,97.1,1.6,1.3
E00039309,99.5,0.5,0
E00039310,98.8,1.2,0
E00039311,93.1,5.6,1.3
E00039312,100,0,0
E00039313,100,0,0
E00039314,100,0,0
E00039315,97.8,1.1,1.1
E00039316,100,0,0
E00039317,99.6,0.4,0
E00039318,100,0,0
E00039319,97,1.5,1.5
E00039320,100,0,0
E00039321,97.6,2.4,0
E00039322,99.6,0.4,0
