geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00038588,92.5,6.7,0,0,0.7
E00038589,97.5,2.5,0,0,0
E00038590,98,2,0,0,0
E00038591,97.3,1.9,0.8,0,0
E00038595,94.4,4.4,0,1.2,0
E00038596,99.1,0.4,0,0,0.4
E00038598,97.1,2.9,0,0,0
E00038599,96.6,1.1,0.4,1.9,0
E00038600,98.6,0.9,0,0.5,0
E00038601,95.7,3.2,0.7,0,0.4
E00038602,95.9,2.5,1.5,0,0
E00038603,96.9,1.4,1.4,0.3,0
E00038604,98.7,0.8,0,0,0.4
E00038605,98.4,1.6,0,0,0
E00038606,95.6,4,0,0,0.4
E00038789,98.8,1.2,0,0,0
E00038790,97.1,2.5,0,0.5,0
E00038791,97.1,2.3,0,0.6,0
E00038792,98.9,1.1,0,0,0
E00038793,99,0.7,0,0.3,0
E00038794,95.8,3.8,0.4,0,0
E00038795,99.6,0.4,0,0,0
E00038796,96.4,3.3,0.4,0,0
E00038797,96.8,1.7,0.6,0.9,0
E00038798,99.3,0.7,0,0,0
E00038799,98,1.6,0,0.4,0
E00038800,97.5,2.2,0,0.2,0
E00038801,96.4,3.2,0,0.3,0
E00038802,97,2.2,0.7,0,0
E00038803,97.5,2.5,0,0,0
E00038804,99.6,0.4,0,0,0
E00038805,97.5,2.5,0,0,0
E00038806,97.3,1.9,0.8,0,0
E00038807,97.8,2.2,0,0,0
E00038808,97.9,2.1,0,0,0
E00038809,98.3,1.4,0,0,0.3
E00038810,98.6,0.5,0,1,0
E00038811,98.3,1.5,0,0.2,0
E00038812,96.8,1.4,1.8,0,0
E00038813,97.6,2.4,0,0,0
E00038814,95.9,3.7,0,0.3,0
E00038815,98.3,1.1,0.3,0.3,0
E00038816,97.9,1.1,0,0.8,0.3
E00038817,97.2,2.8,0,0,0
E00038818,97.1,1.6,0.4,0,0.8
E00038819,94.5,4.3,1.2,0,0
E00038820,95.3,2.7,1,0,1
E00038821,98.6,1.4,0,0,0
E00038822,96,4,0,0,0
E00038823,99.6,0,0,0.4,0
