geography_code,disability_3a-001,disability_3a-002
E00038588,15,85
E00038589,30,70
E00038590,20.7,79.3
E00038591,15,85
E00038595,17.2,82.8
E00038596,21.2,78.8
E00038598,26.8,73.2
E00038599,10.6,89.4
E00038600,31.9,68.1
E00038601,17.8,82.2
E00038602,25.4,74.6
E00038603,17.5,82.5
E00038604,19.7,80.3
E00038605,15.5,84.5
E00038606,17.9,82.1
E00038789,29.2,70.8
E00038790,15.5,84.5
E00038791,14.7,85.3
E00038792,24.1,75.9
E00038793,18,82
E00038794,20.5,79.5
E00038795,15.8,84.2
E00038796,23.6,76.4
E00038797,16.3,83.7
E00038798,15.6,84.4
E00038799,13.4,86.6
E00038800,12.5,87.5
E00038801,16.2,83.8
E00038802,17.1,82.9
E00038803,17.5,82.5
E00038804,21.5,78.5
E00038805,19.7,80.3
E00038806,19.7,80.3
E00038807,22.3,77.7
E00038808,30.8,69.2
E00038809,15.3,84.7
E00038810,18.3,81.7
E00038811,14,86
E00038812,36.2,63.8
E00038813,21.8,78.2
E00038814,29.4,70.6
E00038815,15.3,84.7
E00038816,11.7,88.3
E00038817,22.2,77.8
E00038818,21.5,78.5
E00038819,18.9,81.1
E00038820,17.4,82.6
E00038821,18.9,81.1
E00038822,20.9,79.1
E00038823,18.6,81.4
E00038824,23.3,76.7
E00038825,14.9,85.1
E00038826,18.2,81.8
E00039275,18.1,81.9
E00039276,27.3,72.7
E00039277,20.8,79.2
E00039278,19.5,80.5
E00039279,24.3,75.7
E00039280,26,74
E00039281,21.4,78.6
E00039282,26,74
E00039283,30.7,69.3
E00039284,24.5,75.5
E00039285,29.4,70.6
E00039286,20.2,79.8
E00039287,26.2,73.8
E00039288,39.5,60.5
E00039289,20.1,79.9
E00039290,24.1,75.9
E00039291,20.6,79.4
E00039292,54.1,45.9
E00039293,21,79
E00039294,22,78
E00039295,29.7,70.3
E00039296,24.6,75.4
E00039297,18.1,81.9
E00039298,22.3,77.7
E00039299,26.7,73.3
E00039300,26.6,73.4
E00039301,17.3,82.7
E00039302,20.4,79.6
E00039303,10.8,89.2
E00039304,13.9,86.1
E00039305,22.8,77.2
E00039306,15.8,84.2
E00039307,11.5,88.5
E00039308,11.4,88.6
E00039309,19.4,80.6
E00039310,28.6,71.4
E00039311,25.1,74.9
E00039312,18.4,81.6
E00039313,20.9,79.1
E00039314,34.3,65.7
E00039315,19.9,80.1
E00039316,22.1,77.9
E00039317,29.6,70.4
E00039318,29.3,70.7
E00039319,22.9,77.1
E00039320,19.7,80.3
E00039321,23.6,76.4
E00039322,16.3,83.7
E00039323,21.1,78.9
E00039324,22.5,77.5
E00039325,15.4,84.6
E00039326,17.9,82.1
E00039327,22.7,77.3
E00039328,15.5,84.5
E00039329,28.4,71.6
E00039330,19.9,80.1
E00039331,20.2,79.8
E00039332,30.8,69.2
E00039333,20.5,79.5
E00039434,25.5,74.5
E00039435,42.7,57.3
E00039436,24.6,75.4
E00039437,13.2,86.8
E00039438,14.1,85.9
E00039439,15.1,84.9
E00039440,25.6,74.4
E00039441,19,81
E00039442,23.6,76.4
E00039443,20.3,79.7
E00039445,24.9,75.1
E00039446,25.8,74.2
E00039447,31.4,68.6
E00039448,20.5,79.5
E00039449,38.4,61.6
E00039450,11.8,88.2
E00039451,33.5,66.5
E00039452,32.7,67.3
E00039453,17,83
E00039454,18.7,81.3
E00039455,19.1,80.9
E00039456,17.2,82.8
E00039457,19.9,80.1
E00039458,12.6,87.4
E00039459,25.7,74.3
E00039460,27.2,72.8
E00039461,17.6,82.4
E00039462,16,84
E00039463,17.3,82.7
E00039464,29.8,70.2
E00039465,17.7,82.3
E00039468,14.6,85.4
E00039469,21.5,78.5
E00039470,35.2,64.8
E00039471,21.8,78.2
E00142660,12.1,87.9
E00142661,14.6,85.4
E00142662,16.7,83.3
E00142663,21.3,78.7
E00142665,25.2,74.8
E00142666,21.9,78.1
E00142667,25.1,74.9
E00142668,19.6,80.4
E00142669,24.8,75.2
E00142670,14.4,85.6
E00142671,15.3,84.7
E00142672,18.7,81.3
E00142673,16.2,83.8
E00142674,21.8,78.2
E00142675,23.9,76.1
E00142676,31.6,68.4
E00142677,29.8,70.2
E00142678,24.5,75.5
E00142679,22.8,77.2
E00142680,21.8,78.2
E00142681,19.2,80.8
E00142682,20.4,79.6
E00142683,20,80
E00142684,22.9,77.1
E00142685,22.3,77.7
E00142686,20.2,79.8
E00142687,19.1,80.9
E00142786,32.6,67.4
E00142787,20,80
E00142788,24,76
E00142790,22.8,77.2
E00142791,15.2,84.8
E00142792,15.3,84.7
E00142794,21.7,78.3
E00142796,28.8,71.2
E00142797,18.6,81.4
E00142798,20.9,79.1
E00142800,16.8,83.2
E00142803,27.1,72.9
E00142804,30.1,69.9
E00142805,22.3,77.7
E00142806,25.3,74.7
E00142807,22.4,77.6
E00142810,22.5,77.5
E00142811,24.8,75.2
E00142812,18.9,81.1
E00142813,20.7,79.3
E00142814,24.1,75.9
E00142815,28.5,71.5
E00142816,27,73
E00142817,33.2,66.8
E00142910,13.3,86.7
E00142911,13.1,86.9
E00168773,13,87
E00168774,15.4,84.6
E00173385,11.8,88.2
E00176787,2.8,97.2
E00176812,25.5,74.5
E00176827,11.7,88.3
E00176832,13.4,86.6
E00176836,9.1,90.9
E00176842,20.5,79.5
E00176860,9.9,90.1
E00176885,6.4,93.6
E00176888,12.4,87.6
