areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00002291,19.1,41,30.6,9.2
W00002292,17,31.8,33,18.2
W00002293,18.4,35.9,20.4,25.2
W00002303,11.5,39.5,36.9,12.1
W00002305,6.9,31.2,42.8,19.1
W00002344,13,26.6,44.1,16.4
W00002345,20.8,25,40.5,13.7
W00002346,18.1,32.6,36.2,13.1
W00002347,25,25,38,12
W00002361,15.4,16.5,50,18.1
W00002363,11.6,28.8,37,22.6
W00002373,17.2,26.9,40.7,15.2
W00002374,20.2,23,41,15.8
W00002375,37.1,18.2,22.7,22
W00002468,21.3,23.2,38.1,17.4
W00002469,11.8,30.4,43.6,14.2
W00002470,28.4,19.9,33,18.8
W00002475,10.6,37.9,41.6,9.9
W00002476,6.9,32.1,52.8,8.2
W00002477,19.3,34.9,33,12.8
W00002610,37.2,25.5,16.1,21.2
W00002611,41.2,26.5,21.6,10.8
W00002612,43.5,25.7,15.7,15.2
W00002613,40.4,27.2,20.2,12.3
W00002614,44.4,33.3,11.1,11.1
W00002615,42.1,20,20.5,17.4
W00002616,35.2,28.6,22.9,13.3
W00002619,40.2,24.1,26.8,8.9
W00002620,45.3,28,6.7,20
W00002621,38.6,31.6,17.5,12.3
W00002622,44,25,23.8,7.1
W00002623,54.5,20.3,9.8,15.4
W00002624,62.8,18.9,8.1,10.1
W00002625,45.1,26.4,12.5,16
W00002627,30.3,22.6,35.1,12
W00002628,51.9,16.4,18,13.8
W00002629,28.6,22.7,37.8,10.9
W00002630,26.1,21.6,36,16.2
W00002631,39.4,20.2,23.2,17.2
W00002632,28.5,29.3,29.3,13
W00002633,51.1,21.3,15.6,12.1
W00002634,35.6,17.8,29.7,16.8
W00002636,39.8,22.4,28.6,9.2
W00002637,15.5,29.5,36.4,18.6
W00002638,21.5,33.1,22.7,22.7
W00002641,14.2,24,48,13.8
W00002642,24.8,18.8,43.6,12.9
W00002643,19,17.3,48.6,15.1
W00002644,21.7,24.2,30,24.2
W00002645,21.1,12.7,50.6,15.7
W00002646,11.7,23.3,47.5,17.5
W00002648,21.6,17.6,42.2,18.6
W00002692,5.8,20.4,64.2,9.5
W00002693,14,18.1,59.1,8.8
W00002694,20.7,16.2,46.5,16.7
W00009770,13.3,27.3,46.9,12.5
W00009774,23.2,36.4,15.2,25.2
W00009775,22.1,29.8,24,24
W00009776,48.1,22.8,10.5,18.6
W00009777,47.7,17.6,22.3,12.4
W00009778,24.4,28.2,28.2,19.2
W00009791,5.8,30.9,45,18.3
W00010339,10,12.9,65.2,11.9
W00010342,46.4,31.9,8.7,13
