areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
W00002291,60,32.9,6.5,0.6,0
W00002292,56.9,30.7,7.8,4.6,0
W00002293,50.4,35.7,10.4,3.5,0
W00002303,59.3,31.9,6.7,2.2,0
W00002305,63.5,29.5,7.1,0,0
W00002344,64.8,29,6.2,0,0
W00002345,51.4,32.6,13.9,2.1,0
W00002346,53.2,37,8.7,1.2,0
W00002347,63.5,24,10.6,1.9,0
W00002361,56.3,35.5,6.6,1.6,0
W00002363,53.7,38.2,7.4,0.7,0
W00002373,56.3,34.7,6.3,2.8,0
W00002374,54.2,31.6,12.3,1.9,0
W00002375,33.8,43.8,17.7,4.6,0
W00002468,49.6,36.3,11.9,2.2,0
W00002469,62,30.7,6.1,1.2,0
W00002470,50.6,36.6,9.1,3.7,0
W00002475,65.8,30.4,3.8,0,0
W00002476,57.6,32.9,8.2,1.3,0
W00002477,47,35.1,13.4,3.7,0.7
W00002610,48.6,29.5,15.8,5.5,0.7
W00002611,42.9,37,16,4.2,0
W00002612,57.5,28.1,11.6,2.1,0.7
W00002613,54.8,28.7,13.9,2.6,0
W00002614,29.1,33,32,5.8,0
W00002615,46.1,34.3,15.7,3.4,0.6
W00002616,49.3,37.9,11.4,1.4,0
W00002619,62.4,31.6,6,0,0
W00002620,31.3,35.7,23.2,9.8,0
W00002621,39.5,43.9,16.7,0,0
W00002622,52.4,39.7,7.9,0,0
W00002623,39.7,33.6,20.7,6,0
W00002624,33.1,36,20.9,8.6,1.4
W00002625,37.6,35.2,22.4,4.8,0
W00002627,54,34,11.2,0.9,0
W00002628,41.8,34.7,20.9,1.5,1
W00002629,57.3,34.2,7.7,0.9,0
W00002630,52.9,37.9,7.9,1.4,0
W00002631,56.7,30,11.7,1.7,0
W00002632,56.9,28.5,13,1.6,0
W00002633,61.7,36.4,1.9,0,0
W00002634,47.3,35.7,11.6,4.7,0.8
W00002636,46.3,35,16.3,1.9,0.6
W00002637,63,28.3,8.7,0,0
W00002638,55.2,36.4,7.1,1.3,0
W00002641,57.5,35.8,6.1,0.6,0
W00002642,52.3,32.7,14,0.9,0
W00002643,54.7,29.1,16.2,0,0
W00002644,48,44.1,7.1,0.8,0
W00002645,69.3,22.1,6.4,2.1,0
W00002646,59.4,33,6.6,0.9,0
W00002648,59.4,27.1,10.4,3.1,0
W00002692,52.8,35.8,10.4,0.9,0
W00002693,59.6,31.4,7.7,1.3,0
W00002694,56.3,30.5,13.2,0,0
W00009770,58.4,32.7,8.9,0,0
W00009774,37.1,37.7,15.4,9.1,0.6
W00009775,61.3,28.3,9.4,0.9,0
W00009776,45.7,37.8,11.2,5.3,0
W00009777,55.1,35.4,8.9,0.6,0
W00009778,49,34.4,14.6,2.1,0
W00009791,51.6,35.2,9.4,3.8,0
W00010339,52.7,32.7,10.9,3.6,0
W00010342,58.7,30.4,10.9,0,0
