areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
W00002291,4.2,37.5,58.3
W00002292,3.3,25.5,71.2
W00002293,2.6,44.4,53
W00002303,5.1,27.9,66.9
W00002305,5.1,26.9,67.9
W00002344,1.4,33.3,65.3
W00002345,4.1,19.3,76.6
W00002346,5.2,18.6,76.2
W00002347,4.7,34.9,60.4
W00002361,3.2,37.3,59.5
W00002363,1.4,30.4,68.1
W00002373,5.6,29.6,64.8
W00002374,7.1,30.5,62.3
W00002375,3.8,31.5,64.6
W00002468,2.9,29.9,67.2
W00002469,6.1,20.7,73.2
W00002470,5.5,32.1,62.4
W00002475,1.9,22.8,75.3
W00002476,4.5,26.1,69.4
W00002477,3,30.4,66.7
W00002610,3.4,42.9,53.7
W00002611,0,41.3,58.7
W00002612,4.8,30.8,64.4
W00002613,1.7,47,51.3
W00002614,2.9,46.2,51
W00002615,3.9,38.5,57.5
W00002616,2.9,43.2,54
W00002619,2.2,27.6,70.1
W00002620,4.5,32.4,63.1
W00002621,1.8,47.7,50.5
W00002622,1.6,45.2,53.2
W00002623,5.9,26.3,67.8
W00002624,5.1,27,67.9
W00002625,5.6,29,65.3
W00002627,4.6,26.4,69
W00002628,7.2,58.5,34.4
W00002629,4.3,38.3,57.4
W00002630,4.9,29.6,65.5
W00002631,0.8,51.2,47.9
W00002632,3.3,39.8,56.9
W00002633,4.6,24.1,71.3
W00002634,3.1,54.3,42.6
W00002636,1.9,58.6,39.5
W00002637,2.9,39.7,57.4
W00002638,1.9,25.8,72.3
W00002641,6.7,19.6,73.7
W00002642,0.9,25.9,73.1
W00002643,7.4,27,65.5
W00002644,2.4,34.9,62.7
W00002645,6.4,28.4,65.2
W00002646,6.6,27.4,66
W00002648,6,27,67
W00002692,12,25.9,62
W00002693,7.1,24,68.8
W00002694,5.9,22.3,71.8
W00009770,1,26.2,72.8
W00009774,2.3,42.9,54.9
W00009775,2.8,48.1,49.1
W00009776,5.4,26.3,68.3
W00009777,4.3,32.3,63.4
W00009778,6.4,39.4,54.3
W00009791,10.3,24.8,64.8
W00010339,3.6,38.4,58
W00010342,6.4,2.1,91.5
