geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
W00000231,14.1,20.5,52.6,12.8
W00000232,20.2,19.1,50,10.6
W00000233,7.2,29,44.9,18.8
W00000234,18,21.3,42.6,18
W00000235,14.5,22.3,45.2,18.1
W00000241,10.5,25.7,53.3,10.5
W00000242,9,19.1,38.2,33.7
W00000243,12.7,31.7,49.2,6.3
W00000244,16.8,23,50.4,9.7
W00000245,11.9,27.4,41.7,19
W00000246,15.4,17.9,47.2,19.5
W00000247,10.5,32.5,46.5,10.5
W00000248,22.4,25.4,29.9,22.4
W00000249,16.1,33.1,45.8,5.1
W00000263,6.8,13.6,63.6,15.9
W00000284,19,21,40,20
W00000285,9,22.5,40.4,28.1
W00000286,6.4,20.7,56.4,16.4
W00000287,16.1,25.3,42.5,16.1
W00000288,18.6,20.3,50.8,10.2
W00000289,10.6,21.1,54.7,13.7
W00000290,9.6,20.8,56,13.6
W00000291,12.3,19.6,44.9,23.2
W00000292,16.1,23.1,39.9,21
W00000304,14.4,30,48.9,6.7
W00000305,29.2,24.2,37.5,9.2
W00000306,13.3,23.8,47.6,15.4
W00000307,13.4,20.9,41.2,24.6
W00000341,9.4,22.2,49.6,18.8
W00000342,10.1,22.5,55.8,11.6
W00000343,12.3,27.2,53.5,7
W00000344,8,18.2,66.4,7.3
W00000345,9.9,16.9,54.9,18.3
W00000346,5.5,23,65.5,6.1
W00000347,10.3,25.8,51.5,12.4
W00000348,12.2,25.6,51.3,10.9
W00000349,6.4,28.8,54.4,10.4
W00000350,4.1,17.8,71.2,6.8
W00000351,6.7,29.2,49.4,14.6
W00000352,11.5,20.8,39.6,28.1
W00000353,8.6,21,60.5,9.9
W00000354,10.5,29.8,50,9.6
W00000355,7.2,28.9,57.8,6
W00000356,14.8,18.5,57.4,9.3
W00000382,16.4,26.2,39.3,18
W00000383,21.3,25.9,37,15.7
W00000384,13.7,20.2,56.5,9.7
W00000385,19.5,20.8,49.4,10.4
W00000386,9.4,27.3,54.7,8.6
W00000387,15.7,15.7,53,15.7
W00000406,24.4,18.5,47.4,9.6
W00000408,13,19,50,18
W00000427,15.6,28.1,43.8,12.5
W00000428,6,24.1,60.2,9.6
W00000429,10.8,27.7,52.3,9.2
W00000430,8.9,25,40.3,25.8
W00000431,10,23.6,41.4,25
W00000432,12.2,26.5,57.1,4.1
W00000433,16.5,22.4,49.4,11.8
W00000434,19,17.2,34.5,29.3
W00000445,13.8,13.8,39.5,32.9
W00000446,10.1,15.5,49.6,24.8
W00000447,11.5,16.7,43.1,28.7
W00000590,11.2,21.6,56,11.2
W00000591,5.8,16.7,51.3,26.3
W00000592,9.7,20.2,55.6,14.5
W00000603,5.6,20,63.2,11.2
W00000604,15.2,19.7,43.9,21.2
W00000605,13.4,29.3,52.4,4.9
W00000606,6.5,23.9,55.4,14.1
W00000607,10.2,24.5,56.1,9.2
W00000608,11,21.1,56.9,11
W00000609,19.7,23.7,43.4,13.2
W00000610,9,16.2,69.4,5.4
W00000611,7.3,25.7,61.5,5.5
W00000612,14.9,25.4,53.7,6
W00000613,9.4,20.8,55.2,14.6
W00000614,12.7,21.1,56.3,9.9
W00000615,8,33.3,54,4.6
W00002288,14,22,44,20
W00002289,14,24.5,48,13.5
W00002290,13.3,24.2,41.7,20.8
W00002311,14.4,25.1,44.3,16.2
W00002312,11.4,20.3,48.1,20.3
W00002352,10.7,22,46.3,20.9
W00002353,7.7,23.1,49,20.3
W00002354,11.6,24,50,14.4
W00002355,9.2,26.1,47.2,17.6
W00002356,14.7,15.3,47.3,22.7
W00002357,14.4,28.8,41.1,15.8
W00002358,8.9,29.9,46.5,14.6
W00002409,14,23.5,44.1,18.4
W00002410,6.7,17.5,47.5,28.3
W00002411,9.3,16.4,50.7,23.6
W00002516,14.1,26.7,50.4,8.9
W00002517,13,23.6,56.1,7.3
W00002518,11.5,28.8,56.1,3.6
W00002519,12.9,29,50,8.1
W00002520,13.8,23.4,57.4,5.3
W00002521,12.6,22,55.9,9.4
W00002522,13.7,18.3,60.8,7.2
W00002523,12,27.4,53.8,6.8
W00002778,15.6,20,55.6,8.9
W00002779,15.7,29.2,49.4,5.6
W00002780,13,26,49.4,11.7
W00002783,13.3,20,56.7,10
W00002792,7.4,21.5,61.1,10.1
W00002793,10.7,23.7,56.8,8.9
W00002794,16,20.8,52.8,10.4
W00002795,10.9,17,57.1,15
W00002796,13.3,28,40.7,18
W00010652,22.7,21.2,35.6,20.5
