geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
W00000231,10.7,53.6,25,10.7
W00000232,21.1,50.8,23.4,4.7
W00000233,14.1,35.9,29.7,20.3
W00000234,19.2,51.3,23.1,6.4
W00000235,11.9,47,26.8,14.3
W00000241,40,31.3,20.9,7.8
W00000242,38.3,44.9,12.1,4.7
W00000243,49.6,41.6,6.2,2.7
W00000244,32.3,50.4,10.5,6.8
W00000245,17.4,52.2,22.8,7.6
W00000246,5,45.3,34.5,15.1
W00000247,35.7,46,13.5,4.8
W00000248,11.3,25.4,40.8,22.5
W00000249,27.1,43.2,23.7,5.9
W00000263,16.7,41.7,28,13.6
W00000284,7.5,41.9,28,22.6
W00000285,7,47,33.9,12.2
W00000286,9.4,37,35.5,18.1
W00000287,3.1,44.6,29.2,23.1
W00000288,11.7,44.2,31.2,13
W00000289,9,37.5,29.2,24.3
W00000290,9.9,46.6,32.8,10.7
W00000291,6.9,42.8,37.9,12.4
W00000292,9.9,46.5,27.5,16.2
W00000304,11.1,41.8,33.3,13.7
W00000305,16.9,46.9,25.4,10.8
W00000306,11.7,46.1,29.2,13
W00000307,7.5,28.8,37.5,26.3
W00000341,1.1,32.2,41.1,25.6
W00000342,17.7,40,28.5,13.8
W00000343,6.1,36.5,36.5,20.9
W00000344,23.4,53.9,16.4,6.3
W00000345,36.2,53.3,10.5,0
W00000346,22.1,42.8,24.8,10.3
W00000347,35.5,47.7,11.2,5.6
W00000348,6,48.2,33.3,12.5
W00000349,30.6,45.5,21.6,2.2
W00000350,31.5,46.3,18.5,3.7
W00000351,9.6,47,23.5,20
W00000352,12.2,37.8,28.6,21.4
W00000353,7.4,51.2,32.2,9.1
W00000354,15.7,47.2,29.9,7.1
W00000355,15.8,41.7,29.2,13.3
W00000356,9.9,45.5,30.6,14
W00000382,12.1,54.3,26.7,6.9
W00000383,13.7,46.6,29.5,10.3
W00000384,17.1,48.8,21.7,12.4
W00000385,13,56.5,26.1,4.3
W00000386,13.9,48.3,25.2,12.6
W00000387,10.2,49.6,28.3,11.8
W00000406,17.5,43.8,28.8,10
W00000408,9.3,51.4,23.6,15.7
W00000427,13.7,49.6,25.6,11.1
W00000428,22.2,57.9,13.5,6.3
W00000429,15.1,52.4,24.6,7.9
W00000430,12.2,45.6,24.5,17.7
W00000431,7.9,36.7,37.4,18
W00000432,14.2,47.5,27.5,10.8
W00000433,7,40,30.4,22.6
W00000434,0,48.3,31.7,20
W00000445,0.9,33.6,36.3,29.2
W00000446,9,45.1,35.3,10.5
W00000447,4.3,29.8,43.3,22.7
W00000590,23.3,48.8,19.4,8.5
W00000591,8.1,36.6,30.9,24.4
W00000592,12.6,46.5,23.6,17.3
W00000603,22.5,45.8,21.7,10
W00000604,4.5,43.3,29.9,22.4
W00000605,36.4,44.9,13.1,5.6
W00000606,22.7,45.4,25.2,6.7
W00000607,25.4,47.6,20.6,6.3
W00000608,20,45.9,25.9,8.1
W00000609,22,55.1,15.3,7.6
W00000610,22.1,54,19,4.9
W00000611,40,43.7,11.1,5.2
W00000612,29.7,54.1,12.6,3.6
W00000613,13.1,46,30.7,10.2
W00000614,22.7,60.9,11.7,4.7
W00000615,11.3,48.5,29.9,10.3
W00002288,0,36.1,50.4,13.5
W00002289,3.1,28.9,35.8,32.1
W00002290,1.9,47.2,34.3,16.7
W00002311,8.1,51.2,29.7,11
W00002312,7.3,42.7,34.8,15.2
W00002352,6.9,33.6,39.7,19.8
W00002353,8.2,40,28.2,23.6
W00002354,7.1,38.1,29.4,25.4
W00002355,8.9,42.3,30.1,18.7
W00002356,7.6,35.9,34.4,22.1
W00002357,9.8,39.8,36.1,14.3
W00002358,4.7,43.2,37.8,14.2
W00002409,5.4,39.6,34.9,20.1
W00002410,7.5,38.1,36.6,17.9
W00002411,4.3,39,34.8,22
W00002516,29.1,41.7,22.8,6.3
W00002517,24.4,39.7,22.9,13
W00002518,31.3,43.5,20.6,4.6
W00002519,30.4,51.1,14.8,3.7
W00002520,26.9,47.1,22.7,3.4
W00002521,23.4,47.7,18.8,10.2
W00002522,16.9,40,28.5,14.6
W00002523,39.1,46.9,11.7,2.3
W00002778,22.3,50,20.5,7.1
W00002779,32.6,49.5,9.5,8.4
W00002780,31.9,41.8,16.5,9.9
W00002783,9.8,39.3,32.8,18
W00002792,6.1,52.3,24.2,17.4
W00002793,13.2,40.3,34,12.5
W00002794,13.1,50.8,25.4,10.8
W00002795,2.5,32.5,40,25
W00002796,7.9,39.7,34.9,17.5
W00010652,10.7,40,34.7,14.7
