geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
W00000231,27.3,19.5,36.4,16.9
W00000232,29.8,23.4,26.6,20.2
W00000233,18.3,26.8,40.8,14.1
W00000234,19.7,32.8,34.4,13.1
W00000235,13.3,28.3,44.6,13.9
W00000241,38.1,33.3,15.2,13.3
W00000242,36,18,34.8,11.2
W00000243,28.8,47,12.1,12.1
W00000244,29.6,37.4,20,13
W00000245,23.2,19.5,41.5,15.9
W00000246,36.6,30.1,17.9,15.4
W00000247,30.8,35.9,6.8,26.5
W00000248,9.5,38.1,38.1,14.3
W00000249,32.8,37.1,10.3,19.8
W00000263,35.3,42.1,11.3,11.3
W00000284,17.3,22.1,48.1,12.5
W00000285,12.5,18.2,52.3,17
W00000286,25,25,25.7,24.3
W00000287,11,35.2,27.5,26.4
W00000288,24.6,29.5,29.5,16.4
W00000289,16.1,26.7,35.4,21.7
W00000290,33.3,25.4,18.3,23
W00000291,31.4,20.7,28.6,19.3
W00000292,9.9,35.2,37.3,17.6
W00000304,14,20.2,43.3,22.5
W00000305,22.7,31.9,30.3,15.1
W00000306,12.6,25.9,38.5,23.1
W00000307,4.8,28.6,52.9,13.8
W00000341,25.6,23.1,30.8,20.5
W00000342,31,20.2,21.7,27.1
W00000343,27.2,25.4,26.3,21.1
W00000344,37.8,22.2,27.4,12.6
W00000345,44.4,23.6,16.7,15.3
W00000346,43.3,29.3,12.2,15.2
W00000347,51,18.8,22.9,7.3
W00000348,36.8,20.4,24.3,18.4
W00000349,48.8,22,11,18.1
W00000350,30.6,25,19.4,25
W00000351,23.9,28.4,28.4,19.3
W00000352,28.6,21.4,34.7,15.3
W00000353,21.5,38,20.3,20.3
W00000354,30,28.2,17.3,24.5
W00000355,35.7,31,13.1,20.2
W00000356,26.9,36.1,18.5,18.5
W00000382,23,27.9,31.1,18
W00000383,20.4,27.8,35.2,16.7
W00000384,30.9,19.5,26,23.6
W00000385,11.3,26.3,37.5,25
W00000386,28.5,28.5,23.1,20
W00000387,29.3,22.4,31.9,16.4
W00000406,23.9,30.6,20.9,24.6
W00000408,12.5,36.5,39.6,11.5
W00000427,19,34.9,22.2,23.8
W00000428,15.7,36.1,14.5,33.7
W00000429,25,29.7,20.3,25
W00000430,8.9,30.6,43.5,16.9
W00000431,30.5,19.1,34.8,15.6
W00000432,17,30,24,29
W00000433,4.7,42.4,43.5,9.4
W00000434,13.6,33.9,33.9,18.6
W00000445,14.5,26.3,30.9,28.3
W00000446,18,27.3,37.5,17.2
W00000447,9.7,22.9,48,19.4
W00000590,14.4,40.8,19.2,25.6
W00000591,8.8,31.9,38.8,20.6
W00000592,20.6,40.5,17.5,21.4
W00000603,37.1,20.2,27.4,15.3
W00000604,4.7,26.6,35.9,32.8
W00000605,46.3,31.7,3.7,18.3
W00000606,37.2,26.6,25.5,10.6
W00000607,41.6,29.7,10.9,17.8
W00000608,46.7,27.1,13.1,13.1
W00000609,31.6,23.7,25,19.7
W00000610,36.7,21.1,16.5,25.7
W00000611,53.8,19.8,7.5,18.9
W00000612,33.8,26.2,18.5,21.5
W00000613,22.9,30.2,24,22.9
W00000614,43.1,36.1,12.5,8.3
W00000615,43.7,27.6,11.5,17.2
W00002288,16.7,29.3,37.3,16.7
W00002289,13.5,28.5,46,12
W00002290,8.5,26.5,44.4,20.5
W00002311,13.1,40.5,30.4,16.1
W00002312,14.1,33.7,32.5,19.6
W00002352,19.1,16.9,46.1,18
W00002353,17.9,26.2,46.2,9.7
W00002354,13.5,32.4,33.1,20.9
W00002355,19.7,26.1,42.3,12
W00002356,4.7,28,51.3,16
W00002357,13.2,29.2,38.2,19.4
W00002358,12,24.7,46.2,17.1
W00002409,5.2,47.4,34.8,12.6
W00002410,10,36.7,36.7,16.7
W00002411,5.8,35.8,42.3,16.1
W00002516,30.4,23.7,31.9,14.1
W00002517,19.7,38.5,17.2,24.6
W00002518,30.5,34,13.5,22
W00002519,18.7,32.5,33.3,15.4
W00002520,25.3,30.8,28.6,15.4
W00002521,23.2,30.4,36,10.4
W00002522,29.4,33.3,20.3,17
W00002523,27.1,28.8,32.2,11.9
W00002778,34.1,13.6,35.2,17
W00002779,32.2,18.9,33.3,15.6
W00002780,32.5,13,32.5,22.1
W00002783,0,33.3,51.7,15
W00002792,33.3,22,30.7,14
W00002793,13.8,33.5,29.9,22.8
W00002794,4.1,35.2,46.7,13.9
W00002795,5.4,30.6,40.1,23.8
W00002796,9.3,28,45.3,17.3
W00010652,10.4,21.5,54.8,13.3
