areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00041369,8,42.8,49.3
E00041390,8.1,43.4,48.5
E00041577,17.7,41.7,40.6
E00041580,10.7,49.1,40.2
E00041591,10.2,63.6,26.3
E00041597,11.4,54.3,34.3
E00041598,16.9,70.8,12.3
E00041633,15.2,56.2,28.6
E00041634,5.7,62.6,31.7
E00041635,9.3,64,26.7
E00041636,12.4,34.9,52.7
E00041637,18.2,50.9,30.9
E00041638,9.4,63.2,27.4
E00041639,10.8,50,39.2
E00041640,15.1,63.5,21.4
E00041641,6.3,53.5,40.3
E00041642,4.1,59,36.9
E00041643,7.3,58.5,34.1
E00041644,6,62,32
E00041645,5.6,46.6,47.8
E00041646,6.2,45.4,48.5
E00041647,12.9,40,47.1
E00041648,9.2,43.1,47.7
E00041649,11.8,46.2,42.1
E00041650,3.9,52.8,43.3
E00041651,8,68.2,23.9
E00041652,4.7,58.1,37.2
E00041653,14.3,53.6,32.1
E00041654,2.4,55.3,42.4
E00041657,13.6,55.3,31.1
E00041658,9.6,52.6,37.7
E00041659,11.2,55.1,33.7
E00041660,7.4,51.6,41.1
E00041663,12.9,49.4,37.6
E00041665,15.9,53.7,30.5
E00041666,8.9,48.9,42.2
E00041667,7.4,45,47.7
E00041668,8.7,51.9,39.4
E00041672,10.4,53.3,36.3
E00041675,11.5,56.7,31.7
E00041676,10.1,48.7,41.2
E00041679,9.2,50.4,40.3
E00041680,11.4,42.1,46.5
E00041682,10,58.8,31.3
E00041717,8.1,51.2,40.7
E00041718,8,61.9,30.1
E00041719,8,50,42
E00041720,5.3,76.7,18
E00041721,12.4,49.7,37.9
E00041722,6,62.7,31.3
E00041723,9.8,41.7,48.5
E00041724,15.4,50,34.6
E00041725,10.1,64.6,25.3
E00041726,10.4,58.3,31.3
E00041727,6.9,53.1,40
E00041728,9.1,64.6,26.3
E00041729,3.9,73,23
E00041730,6.9,65.5,27.6
E00041731,9.9,51.5,38.6
E00041732,4.3,64.1,31.6
E00041733,16.9,59.3,23.7
E00041734,10,73.8,16.3
E00041735,13.1,65.4,21.5
E00041736,10.6,48.1,41.3
E00041737,7.1,54.1,38.8
E00041738,11.1,67.5,21.4
E00041739,7.1,57.6,35.3
E00041740,7.6,61,31.4
E00041741,3.9,51.9,44.2
E00041742,13.3,34.5,52.2
E00041743,10.9,43.6,45.5
E00041744,9.6,49,41.4
E00041745,7.1,40.6,52.4
E00041746,7.2,55,37.8
E00041747,13.4,63.4,23.2
E00041748,6.9,59.4,33.8
E00041749,8.8,61.6,29.6
E00041784,12.1,44.8,43.1
E00041785,9.5,63.8,26.7
E00041786,10.2,63.6,26.1
E00041787,9,62.9,28.1
E00041788,9.7,55.3,35
E00041789,6.9,60.8,32.4
E00041790,11.9,67,21.1
E00041791,5.3,65.8,28.9
E00041792,10.1,65.7,24.2
E00041793,8.4,60.7,30.8
E00041794,3.8,55.4,40.8
E00041795,12,58,30
E00041796,10.7,50.4,38.9
E00041797,12.3,61.4,26.3
E00041798,7.7,78,14.3
E00041799,14.6,56.3,29.2
E00041800,15.2,57.6,27.2
E00041801,12.2,60.8,27
E00041802,8,69.9,22.1
E00041803,16.9,53.8,29.2
E00041804,12.5,74,13.5
E00041805,10.6,72,17.4
E00041806,25.5,47.1,27.5
E00041807,1.1,73.4,25.5
E00041809,15.1,65.8,19.2
E00041810,13,62,25
E00041811,8.3,58.7,33
E00041812,10.6,62.8,26.5
E00042008,18.9,45.3,35.8
E00042009,10,60,30
E00042010,3.7,71.4,24.9
E00042011,11.8,45.1,43.1
E00042012,4.1,55.3,40.7
E00042013,9.6,57.4,33
E00042014,9.4,53.1,37.5
E00042015,13.4,60.6,26.1
E00042016,14,49.6,36.4
E00042017,7.2,56,36.8
E00042018,14,51.6,34.4
E00042019,3.4,62.7,33.9
E00042020,18.6,62.7,18.6
E00042021,9.7,69.4,21
E00042022,9.5,53.2,37.3
E00042023,6.3,80.3,13.4
E00042024,8.1,72.6,19.3
E00042025,4.7,61.3,34
E00042026,8.1,68.6,23.3
E00042027,10.1,69.7,20.2
E00042028,1.3,83.8,15
E00042029,6.8,72.7,20.5
E00042030,5.7,61.9,32.4
E00042031,8.7,60,31.3
E00042032,6.1,79.8,14.1
E00042033,8.7,76.8,14.5
E00042034,10.4,76,13.5
E00042035,13.5,49.4,37.1
E00042036,7.4,52.8,39.8
E00042037,8,72,20
E00042038,6,49,45
E00042039,11.2,47.4,41.4
E00042040,11.4,52.3,36.4
E00042041,9.3,64,26.7
E00042107,9.3,44.1,46.6
E00042108,10.7,44.4,45
E00042109,10.3,54.8,34.9
E00042110,28,39,33
E00042113,10.2,46.5,43.3
E00042115,8,46,46
E00042116,16.9,67.5,15.6
E00042117,27.7,63.8,8.5
E00042118,11.2,45.2,43.6
E00042120,6.4,51.8,41.8
E00042121,17.6,45.1,37.4
E00042122,12.8,53.8,33.3
E00042123,15.3,55.9,28.8
E00042124,19.6,60.9,19.6
E00042130,16.5,45.1,38.3
E00042131,20.6,39.7,39.7
E00042132,11,46.5,42.5
E00042133,10.5,40.1,49.3
E00042135,10.8,53.1,36.2
E00042137,12.9,44.7,42.4
E00042138,15,50.8,34.2
E00042139,12.2,51.3,36.5
E00042547,8.2,47.2,44.7
E00042548,9,52.6,38.5
E00042549,7,48.8,44.2
E00042550,10.5,41.4,48.1
E00042551,10.5,45.6,43.9
E00042552,7.2,47.4,45.4
E00042553,7.2,51.8,41
E00042554,10.6,52.2,37.2
E00042555,13.5,38.7,47.7
E00042561,11.7,45,43.2
E00042563,12.9,40.2,47
E00042565,21.1,36.8,42.1
E00042566,11.7,40.6,47.7
E00042567,7,43.9,49.1
E00042568,17.3,41.8,40.8
E00042569,5.6,52.3,42.1
