areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00041369,82.2,8.5,4.8,4,0.5
E00041390,88.5,4.4,3.4,1.6,2.1
E00041577,88,8,1.1,2.6,0.4
E00041580,88.8,4.5,1.2,3.3,2.1
E00041591,95.3,4.2,0.3,0,0.3
E00041597,96.2,2.9,0,0.4,0.4
E00041598,90.2,2,2,2.4,3.3
E00041633,94.1,2.1,2.8,0,1
E00041634,93.3,4.8,1.9,0,0
E00041635,97.6,2.4,0,0,0
E00041636,74.2,7.8,9.5,3.6,4.9
E00041637,91.4,3.9,2.3,2.3,0
E00041638,95.5,3.4,0.4,0,0.8
E00041639,87.8,3.7,4.9,0.8,2.8
E00041640,98.1,1.7,0,0.3,0
E00041641,90.8,7,1.6,0,0.6
E00041642,92.8,5.1,1.4,0.3,0.3
E00041643,94.5,4.4,0.4,0.7,0
E00041644,96,3.1,0,0.4,0.4
E00041645,82.8,7.9,4.6,3.8,0.9
E00041646,80.7,5.3,6.2,4.1,3.7
E00041647,85.1,9,4,0.5,1.5
E00041648,87.5,4.3,6.3,2,0
E00041649,74.5,10.1,7.9,5.8,1.7
E00041650,87,0.5,1.1,7.6,3.8
E00041651,93.1,4.6,0.6,0.6,1.1
E00041652,91.9,4.2,3.1,0.3,0.6
E00041653,90.1,3.3,0.5,2.7,3.3
E00041654,78.3,6.9,4,9.1,1.7
E00041657,95.1,3.6,0.4,0.9,0
E00041658,97.8,1.8,0.4,0,0
E00041659,97.4,2.6,0,0,0
E00041660,88.6,5.2,3.1,0.4,2.6
E00041663,92.9,4.7,2.4,0,0
E00041665,97.6,2.1,0,0.2,0
E00041666,88.9,3.8,1.7,3.4,2.1
E00041667,76.1,10.2,2,6.8,4.9
E00041668,95.3,1.8,0.4,1.8,0.7
E00041672,91.9,3.5,1.4,2.6,0.6
E00041675,89.7,5.7,3.2,1.4,0
E00041676,87.4,6.6,1.9,3.2,0.9
E00041679,96.1,2.9,1,0,0
E00041680,94.5,2.3,1.9,1.3,0
E00041682,96.8,3.2,0,0,0
E00041717,92.7,5.3,0,0.4,1.6
E00041718,95.3,2.7,1,0.7,0.3
E00041719,96.6,3,0.4,0,0
E00041720,97.8,2.2,0,0,0
E00041721,98.3,0.2,0.2,1.2,0
E00041722,95,4.1,0.9,0,0
E00041723,76.6,9.5,7.2,5.2,1.4
E00041724,98.6,0.4,1.1,0,0
E00041725,97.2,1.4,0,1.4,0
E00041726,83.9,4.9,3.5,2.5,5.3
E00041727,97.8,0.7,1.4,0,0
E00041728,96.3,1.6,2,0,0
E00041729,99.2,0.8,0,0,0
E00041730,99.6,0.4,0,0,0
E00041731,94.9,3.1,0,0.5,1.5
E00041732,98.9,1.1,0,0,0
E00041733,95.5,3,1,0.5,0
E00041734,99.1,0.9,0,0,0
E00041735,99.7,0.3,0,0,0
E00041736,93.3,4,1.2,0,1.6
E00041737,97.6,1.6,0.4,0.4,0
E00041738,99.3,0.7,0,0,0
E00041739,99.2,0.8,0,0,0
E00041740,94.8,2.6,1.3,1.3,0
E00041741,89.4,6,1.2,3.3,0
E00041742,70.2,12.8,11.6,4.3,1.1
E00041743,85.4,5.6,4.1,2.2,2.6
E00041744,89,6.1,0.5,0,4.3
E00041745,91.5,6.2,1.3,0.3,0.8
E00041746,96.1,1.1,2.5,0,0.4
E00041747,97.4,1,0.3,1,0.3
E00041748,97.4,1.6,0.7,0.2,0
E00041749,97.4,2.2,0,0,0.4
E00041784,95.2,3.8,1,0,0
E00041785,96.3,2.2,0.4,0.4,0.7
E00041786,90.8,5.7,2.1,0.4,1.1
E00041787,95.8,2.3,0.4,1.5,0
E00041788,93,5,0.3,1.7,0
E00041789,96.3,2.2,1.5,0,0
E00041790,97.7,2.3,0,0,0
E00041791,97.1,2.1,0,0,0.8
E00041792,99.6,0.4,0,0,0
E00041793,96.5,3.2,0,0.3,0
E00041794,91.9,4.7,2,0,1.4
E00041795,94.6,3.7,1.3,0,0.3
E00041796,94.6,2.8,0.5,2.1,0
E00041797,95.9,1.9,1.6,0.6,0
E00041798,95.7,3.1,1.2,0,0
E00041799,94.8,4.4,0.4,0.4,0
E00041800,95.7,1.1,2.1,1.1,0
E00041801,94.7,3.5,0.7,1.1,0
E00041802,96.6,3.4,0,0,0
E00041803,95.8,2.1,0.5,1.6,0
E00041804,94.8,4.3,0.9,0,0
E00041805,97.3,1.9,0.4,0.4,0
E00041806,86.2,2.8,2.3,2.8,6
E00041807,97.9,2.1,0,0,0
E00041809,90.4,6.6,1.5,1.5,0
E00041810,95.7,2.8,1.2,0.3,0
E00041811,94.1,5.5,0.4,0,0
E00041812,92.7,4.9,0.6,0,1.7
E00042008,96.9,2.5,0,0.4,0.2
E00042009,88.3,8.2,2.3,1.2,0
E00042010,97.5,2.1,0,0.4,0
E00042011,96.1,3.2,0.4,0.4,0
E00042012,96.9,1,1,1,0
E00042013,98.5,0.3,0,0,1.2
E00042014,90.9,2.3,0,2.7,4.2
E00042015,96.4,1.2,1.8,0.6,0
E00042016,95.1,1.7,2.1,1,0
E00042017,95.9,1,0.3,2,0.7
E00042018,99.1,0.9,0,0,0
E00042019,96.9,2.5,0,0,0.6
E00042020,98.5,1,0.5,0,0
E00042021,93.3,4.1,0.5,2.1,0
E00042022,94.1,4.4,0,0.4,1.1
E00042023,97.9,1.7,0,0.3,0
E00042024,93.4,4.4,1.1,1.1,0
E00042025,94.7,2.2,0.4,2.6,0
E00042026,96.8,3.2,0,0,0
E00042027,99.6,0.4,0,0,0
E00042028,96.1,2.7,0,0,1.2
E00042029,97.8,1.9,0.4,0,0
E00042030,93.4,3.3,3.3,0,0
E00042031,98.3,1,0.7,0,0
E00042032,96.6,1.9,1.5,0,0
E00042033,97.5,1.3,0,0,1.3
E00042034,97.2,1,1.7,0,0
E00042035,96.2,3.1,0.8,0,0
E00042036,96.8,2.5,0.4,0,0.4
E00042037,97.7,2,0.3,0,0
E00042038,96.9,0.3,0.3,2.4,0
E00042039,89.4,1.3,0.6,2.9,5.8
E00042040,92.6,0.9,3.1,0,3.5
E00042041,97.2,2.3,0,0.5,0
E00042107,69,16.9,6.2,5.9,2.1
E00042108,61.2,11.1,15.2,9,3.6
E00042109,87.7,8.6,1.1,1.1,1.5
E00042110,78.4,9.3,2.5,6.8,3
E00042113,69.7,12.2,10.5,6.8,0.7
E00042115,79.6,10.8,7.5,2.1,0
E00042116,88.2,9,1.4,1.4,0
E00042117,86.4,6.1,4.7,2.8,0
E00042118,71.2,15.5,7.3,5.2,0.8
E00042120,84.2,7,4.9,3.5,0.4
E00042121,79.2,11.5,6.2,1.5,1.5
E00042122,72.3,5,4.1,14.9,3.7
E00042123,81.3,7.8,4.7,4.7,1.6
E00042124,81.1,4.6,2,11.2,1
E00042130,84.9,8.4,1.4,4.9,0.4
E00042131,63.8,13.4,6,3.9,12.9
E00042132,77.6,9.7,4.8,5.7,2.3
E00042133,68,14.3,7.3,5.7,4.7
E00042135,75.1,17,2.9,3.6,1.4
E00042137,60.3,6.8,9.1,18.3,5.5
E00042138,78.8,10.9,4.3,3.6,2.3
E00042139,81.7,5.2,4.7,5.5,2.9
E00042547,86.3,5.1,4.1,2.8,1.8
E00042548,87.6,5.5,2.8,3.4,0.7
E00042549,89.6,6.6,2.9,0.9,0
E00042550,81.7,5.7,10.6,1.7,0.3
E00042551,76.4,8.6,13.4,1,0.6
E00042552,85.8,10.2,0.5,0.5,3
E00042553,80.5,7.6,8.7,2,1.2
E00042554,87.5,5.2,3.4,3.4,0.5
E00042555,80.5,11.9,6,1.3,0.3
E00042561,74.7,4,6.4,5.6,9.2
E00042563,93.7,4.4,1.6,0.3,0
E00042565,79.8,6.9,1.7,5.2,6.4
E00042566,63.9,9.9,9.4,7.7,9.1
E00042567,91.2,4.1,2,2.4,0.3
E00042568,87.2,6.4,3.8,2.6,0
E00042569,87.6,9.6,2.3,0.5,0
E00042570,90,3,2.1,3.6,1.2
E00042571,86.8,8.2,4.6,0.5,0
E00042572,97.3,1.7,1,0,0
E00042573,86.4,6.6,3.5,3.5,0
E00042574,87.5,6.3,3.9,2.3,0
E00042575,81.2,7.6,4.3,5.1,1.8
E00042740,85.2,6.9,3.8,2.2,1.9
E00042741,95.3,2.2,1.6,0.6,0.3
E00042743,91.8,5.9,0.7,0.7,0.7
E00042745,84.5,7.5,2.9,2.3,2.7
E00042746,90.8,4.1,3.3,1.8,0
E00042747,92.2,2.3,3.5,1.6,0.4
E00042748,98.2,0,1.3,0.4,0
E00042752,82,9.2,4.8,4,0
E00042753,59.3,15.3,4,7.3,14
E00042754,75.8,10.6,10.3,3,0.3
E00042756,97.5,2.5,0,0,0
E00042757,85.5,5.9,3,2.6,3
E00042758,96.9,2.5,0,0.6,0
E00042759,83.7,7.3,5.4,2.7,0.8
E00042761,91.5,6.4,1,0.3,0.7
E00042762,89.1,5.7,3.4,0.4,1.5
E00042763,95.3,3.1,1.2,0.4,0
E00042764,92.2,5.2,2,0.6,0
E00042766,94.2,4.9,0.9,0,0
E00042767,92.5,4.7,0.7,1.2,0.7
E00042771,91.6,2.2,3.7,1.8,0.7
E00042777,96.8,1.6,0.2,1.2,0.2
E00042778,90,3.5,2.2,3.5,0.9
E00042779,91.1,3.5,2.3,2.3,0.8
E00042801,93.6,5.6,0.5,0.2,0
E00043806,98.1,1.9,0,0,0
E00043810,96.2,1.7,0.9,1.3,0
E00043811,95.4,2.9,0,1.7,0
E00043852,97.1,2.1,0.4,0.4,0
E00043855,95.9,3.2,0.3,0.3,0.3
E00043856,89.7,3.1,0.9,1.3,4.9
E00043857,97,2.5,0.5,0,0
E00043859,91.4,4.3,0.8,2,1.6
E00043862,97,2.3,0.4,0.4,0
E00043864,97.7,1.6,0,0,0.7
E00043866,98.7,1.3,0,0,0
E00043877,96,2.6,1.1,0.2,0
E00043878,97.2,1.4,0.7,0.7,0
E00043879,94.7,3.5,0.7,0.7,0.4
E00043880,97.6,2.4,0,0,0
E00043881,97.8,1.5,0,0.7,0
E00043882,96.9,2.2,0.3,0.7,0
E00043883,98,1.4,0.3,0.3,0
E00043884,98.3,1,0.7,0,0
E00043886,96.5,1.3,0.9,0.4,0.9
E00043888,99.7,0.3,0,0,0
E00043889,98.7,0.9,0,0.4,0
E00043890,95.3,3.4,1.3,0,0
E00043891,97.1,1.8,1.1,0,0
E00043892,97.7,2.3,0,0,0
E00043893,98.9,0.7,0,0,0.4
E00043894,97.5,1.8,0.7,0,0
E00043895,99.2,0.4,0,0,0.4
E00043896,99.6,0,0,0,0.4
E00043897,96.8,3.2,0,0,0
E00043898,94.6,3.4,0.7,0.3,1
E00043899,99.2,0.4,0.4,0,0
E00043900,97.6,2.4,0,0,0
E00043930,88.5,3.6,3,2,3
E00043936,97.1,1.4,0,1.4,0
E00043937,97.1,2.3,0,0.6,0
E00043938,96.1,3.6,0,0.3,0
E00043939,96.5,1.9,1.2,0.4,0
E00043940,88.8,3.4,2.9,1.9,2.9
E00043941,98.3,1.7,0,0,0
E00043942,95,2.3,1.8,0.5,0.5
E00043943,98.5,1.5,0,0,0
E00043946,99.6,0,0.4,0,0
E00043947,98.4,1.3,0.3,0,0
E00043949,96.7,0.9,0.9,0.5,0.9
E00043950,98.2,1.3,0.4,0,0
E00043951,99.3,0.7,0,0,0
E00043952,99.6,0.4,0,0,0
E00043953,96.9,2.4,0,0.7,0
E00043954,96.5,3.5,0,0,0
E00043955,98.5,1.2,0,0.3,0
E00043958,95.8,3.6,0.7,0,0
E00043969,96.5,1.8,1.8,0,0
E00043974,96.4,2.5,1.1,0,0
E00043975,98.1,1.9,0,0,0
E00043977,98.7,1,0,0,0.3
E00043978,92.3,1.6,1.2,0,4.8
E00166169,92.4,4.3,0.8,1.9,0.6
E00166214,92.2,2.9,1.3,1.9,1.6
E00170020,97.3,1.8,0.9,0,0
E00170021,92.8,4,0.8,0,2.4
E00170023,96.2,1.9,1,1,0
E00170024,97,1.3,0.3,1.3,0
E00170030,95.3,3.7,0.3,0.7,0
E00170187,97.9,0.8,0.3,0.8,0.3
E00170188,91.5,3.8,0.9,1.9,1.9
E00175562,77.9,12.4,4.9,4,0.7
E00175582,90,3.9,1.4,2.7,2
E00182862,93.8,6.2,0,0,0
E00182863,94.6,4.1,1.4,0,0
E00182877,94.5,3.4,1.7,0,0.4
E00182886,98.4,1.3,0.3,0,0
E00182887,99.1,0.6,0.3,0,0
E00182889,97.2,1.8,0,0,1
E00182893,96.6,0.8,1.1,1.1,0.4
E00182895,92.4,3.4,0.6,3.1,0.6
E00182896,96.7,2.1,0.7,0,0.5
E00182898,97,2.1,0.8,0,0
E00182907,89.6,0.7,1.5,3.7,4.4
E00182913,96.7,2,0,0,1.2
E00182914,96.3,1.8,1,0.2,0.7
E00182916,95.7,3,0.9,0.4,0
E00189920,88.4,8,1,0.3,2.3
E00189927,91.6,3.8,3.4,0.8,0.4
E00189928,85.8,6.1,2.8,5.3,0
E00189929,86.7,6.3,3.5,2.4,1.1
E00189951,83.4,3.1,4.7,4.7,4.1
