areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00041369,78.5,12.7,8.8
E00041390,62.1,20.5,17.4
E00041577,73.7,18.6,7.7
E00041580,67.6,20.1,12.3
E00041591,78.4,14.1,7.6
E00041597,77,16.7,6.3
E00041598,87.1,9.3,3.6
E00041633,74.1,17.1,8.7
E00041634,57.6,25.7,16.7
E00041635,68.2,20.3,11.5
E00041636,76.2,13.5,10.3
E00041637,73.8,13.8,12.3
E00041638,69.6,19.4,11
E00041639,78.4,15.1,6.5
E00041640,81.4,13.9,4.7
E00041641,71.6,15.8,12.6
E00041642,66.4,20.9,12.7
E00041643,67.4,21.2,11.4
E00041644,68.9,19.6,11.6
E00041645,69.1,19.9,11
E00041646,78.4,15.1,6.5
E00041647,80.8,12.6,6.6
E00041648,69.8,18.7,11.5
E00041649,77.1,14.3,8.6
E00041650,53.2,29,17.7
E00041651,63.4,23.4,13.1
E00041652,76.4,16.1,7.5
E00041653,65.4,20.9,13.7
E00041654,70.8,18.1,11.1
E00041657,67.1,20.7,12.2
E00041658,60.6,24.8,14.6
E00041659,70.3,19.8,9.9
E00041660,64.5,19.7,15.8
E00041663,65.5,17,17.5
E00041665,86,10.7,3.3
E00041666,70.7,20.3,9.1
E00041667,48.5,35,16.5
E00041668,75.9,16.9,7.2
E00041672,74.1,17.2,8.7
E00041675,81,11.3,7.7
E00041676,74.8,15.7,9.4
E00041679,75.5,17.6,6.9
E00041680,74.1,19.4,6.5
E00041682,70.2,20.6,9.2
E00041717,59.2,22,18.8
E00041718,69.8,20.5,9.7
E00041719,64.8,20.2,15
E00041720,72,17.6,10.4
E00041721,76.8,13.7,9.5
E00041722,74.7,17.2,8.1
E00041723,77.7,13,9.2
E00041724,75.5,18.8,5.7
E00041725,78.6,15.7,5.7
E00041726,77.1,15.3,7.6
E00041727,65.5,21.2,13.3
E00041728,73.9,15.8,10.4
E00041729,75.8,19.5,4.7
E00041730,66.3,22.7,11
E00041731,83.4,10.5,6.1
E00041732,61.6,23.7,14.7
E00041733,82.1,13.4,4.5
E00041734,79,17.4,3.7
E00041735,82.5,13.4,4.1
E00041736,67.3,17.7,15
E00041737,72,18.5,9.4
E00041738,84,12.1,3.9
E00041739,75.8,17.4,6.8
E00041740,79.8,11.1,9.1
E00041741,74.9,14.2,10.9
E00041742,79.5,14.2,6.3
E00041743,74.3,14.9,10.8
E00041744,73.3,17.4,9.4
E00041745,69.4,19.4,11.1
E00041746,71.4,18.7,9.9
E00041747,79.2,12.5,8.3
E00041748,73.8,17.8,8.4
E00041749,60.8,25.9,13.4
E00041784,81.3,12.3,6.3
E00041785,82.6,13,4.4
E00041786,73.4,18.4,8.2
E00041787,77.2,15.6,7.2
E00041788,71.5,20.1,8.4
E00041789,80.7,12.4,6.9
E00041790,75.2,16.9,7.9
E00041791,75.8,13.9,10.2
E00041792,84.7,9.1,6.2
E00041793,76.8,15.3,8
E00041794,70.4,16,13.6
E00041795,73.2,16.8,10.1
E00041796,71,18.3,10.8
E00041797,75.3,14.9,9.8
E00041798,83.1,11.8,5.1
E00041799,70.9,13.8,15.4
E00041800,78.9,14.3,6.8
E00041801,86.7,10.8,2.5
E00041802,61.2,23.8,15
E00041803,75.5,16.7,7.8
E00041804,75.8,19.5,4.8
E00041805,76.2,18,5.7
E00041806,78.4,15.1,6.4
E00041807,71.3,21.9,6.8
E00041809,72.4,21.1,6.5
E00041810,76.5,16.2,7.3
E00041811,78,16.9,5.1
E00041812,78.5,14.8,6.7
E00042008,86.1,10.4,3.5
E00042009,77.9,13.8,8.3
E00042010,59.3,28.6,12.1
E00042011,70.3,19.8,9.9
E00042012,72.4,16.2,11.4
E00042013,79.9,13.5,6.6
E00042014,66.4,22.1,11.5
E00042015,72.2,15.9,12
E00042016,65.9,17.4,16.7
E00042017,67.3,22.1,10.5
E00042018,72.8,15.5,11.6
E00042019,46,22.7,31.3
E00042020,82.5,13.9,3.6
E00042021,77,16.3,6.6
E00042022,70.9,16,13.1
E00042023,77.4,13.5,9
E00042024,75.6,15.5,8.9
E00042025,74.3,13.3,12.4
E00042026,84,11.6,4.4
E00042027,72.1,16.8,11.1
E00042028,81.7,16,2.3
E00042029,75.6,20.7,3.7
E00042030,66.7,20.8,12.5
E00042031,72.6,15.7,11.7
E00042032,72.8,20.9,6.3
E00042033,79.4,13.1,7.5
E00042034,85.4,12.5,2.1
E00042035,73.6,17.6,8.8
E00042036,72.8,16.6,10.6
E00042037,79.7,14.3,6
E00042038,77.7,15.8,6.5
E00042039,77.1,16.1,6.8
E00042040,73.9,13.9,12.2
E00042041,75.9,13.9,10.2
E00042107,73.5,13.2,13.2
E00042108,71.3,16.7,12.1
E00042109,63.5,20.7,15.9
E00042110,71.6,21.2,7.2
E00042113,74.7,15.8,9.6
E00042115,70,17.4,12.6
E00042116,74.9,14.2,10.9
E00042117,90.7,5.1,4.2
E00042118,69.2,23.5,7.4
E00042120,69.7,18.3,12
E00042121,75,19.6,5.4
E00042122,74.9,14.8,10.3
E00042123,86.4,11,2.6
E00042124,86.8,10.2,3
E00042130,71.4,14.5,14.1
E00042131,70.6,18.6,10.8
E00042132,75.3,15.6,9.1
E00042133,67.3,15.7,17
E00042135,65.2,21.4,13.4
E00042137,68.2,21.4,10.5
E00042138,80.1,15,5
E00042139,61.2,23.9,14.9
E00042547,70.1,18.6,11.3
E00042548,83.4,9.3,7.3
E00042549,73.5,18.2,8.4
E00042550,72.4,18.1,9.5
E00042551,75.8,14.3,9.9
E00042552,55.6,26.8,17.7
E00042553,73.7,14.6,11.7
E00042554,82.5,11.7,5.7
E00042555,79.7,12.5,7.8
E00042561,72.7,19.3,8
E00042563,71.8,18.2,10
E00042565,73.8,15.5,10.7
E00042566,76.4,14.4,9.2
E00042567,73.4,14.7,11.9
E00042568,76.4,15.5,8.2
E00042569,63,26.9,10.2
E00042570,72.6,17.9,9.4
E00042571,64.8,16,19.2
E00042572,73.2,16.6,10.2
E00042573,74.4,15.4,10.1
E00042574,71,17.2,11.9
E00042575,71.4,14.5,14.1
E00042740,76.3,13.6,10.1
E00042741,74.4,15,10.6
E00042743,61.1,19.6,19.3
E00042745,73,15,12.1
E00042746,73.1,15.1,11.8
E00042747,78.6,16.3,5.1
E00042748,70.4,22.4,7.2
E00042752,48.6,22.7,28.7
E00042753,51.3,18.7,30
E00042754,71.4,16.9,11.7
E00042756,70.6,20.6,8.9
E00042757,79.3,10.2,10.5
E00042758,72.3,21.6,6.1
E00042759,61,23,16
E00042761,61.9,22.8,15.3
E00042762,66,23,10.9
E00042763,59.7,24.9,15.4
E00042764,75.6,18.6,5.8
E00042766,51.3,32.1,16.5
E00042767,74.4,16.2,9.5
E00042771,73.5,19.5,7
E00042777,85.9,10.6,3.5
E00042778,70.9,18.1,11
E00042779,73.3,16.3,10.5
E00042801,78,15.4,6.6
E00043806,81.9,15.2,2.9
E00043810,74.7,19.8,5.5
E00043811,76.9,16.8,6.4
E00043852,87.7,10.5,1.8
E00043855,82,14.2,3.8
E00043856,76,19.1,4.9
E00043857,66.3,22,11.7
E00043859,74.8,18.6,6.6
E00043862,85.2,12.9,1.9
E00043864,65.3,16.2,18.5
E00043866,80.3,16.3,3.4
E00043877,87.9,9.2,2.9
E00043878,77,14.8,8.1
E00043879,80.3,13.7,6
E00043880,71.3,12.6,16.2
E00043881,76.8,17,6.3
E00043882,86.6,9.6,3.8
E00043883,83.1,13.2,3.7
E00043884,85.7,8.5,5.8
E00043886,63.5,21.3,15.2
E00043888,72.2,19.6,8.2
E00043889,68.6,16.8,14.6
E00043890,80.5,13.1,6.4
E00043891,74.4,18.1,7.6
E00043892,70.6,22.1,7.3
E00043893,74.3,17.5,8.2
E00043894,77.9,15.7,6.4
E00043895,74.6,15.2,10.2
E00043896,74.7,21,4.3
E00043897,71.4,14.3,14.3
E00043898,72.2,18.7,9
E00043899,76,16.5,7.5
E00043900,69.3,18.8,11.9
E00043930,71.7,17.4,10.9
E00043936,79.9,14.3,5.7
E00043937,68,24.4,7.6
E00043938,77.6,15.8,6.7
E00043939,73.6,20.5,5.8
E00043940,76.3,16.9,6.8
E00043941,74.6,15.9,9.5
E00043942,73.1,19,7.9
E00043943,82.2,14.7,3.1
E00043946,65.7,23.2,11.1
E00043947,68.6,15.2,16.2
E00043949,73.5,16.7,9.8
E00043950,73.2,20.1,6.7
E00043951,74.6,16.7,8.7
E00043952,74.3,16.7,8.9
E00043953,72.7,17.7,9.6
E00043954,73.2,14.4,12.5
E00043955,82.7,13,4.3
E00043958,79.6,15.2,5.2
E00043969,66.7,23.9,9.5
E00043974,78.3,15.6,6.1
E00043975,74.9,19,6.1
E00043977,73.9,19,7.2
E00043978,71.4,17.7,10.9
E00166169,74.3,15.8,9.9
E00166214,87,10.1,2.9
E00170020,66.7,17.4,16
E00170021,72,22.4,5.6
E00170023,77.5,17.6,4.9
E00170024,93,7,0
E00170030,94.3,4.3,1.3
E00170187,86.4,10.7,2.9
E00170188,88.6,9.5,1.9
E00175562,74.9,16.7,8.5
E00175582,70.3,15.7,13.9
E00182862,41.1,31.8,27.1
E00182863,72.8,19.7,7.5
E00182877,95.5,3.4,1.1
E00182886,75.8,17.6,6.5
E00182887,72,19.8,8.2
E00182889,92.1,6.9,1
E00182893,71.2,17,11.7
E00182895,89.1,8.7,2.2
E00182896,80.2,17.2,2.6
E00182898,93.6,4.7,1.7
E00182907,88.9,11.1,0
E00182913,71.4,19.2,9.4
E00182914,97.1,2.7,0.2
E00182916,97.8,2.2,0
E00189920,52.3,31.3,16.3
E00189927,67.7,21.5,10.8
E00189928,70.1,20.5,9.4
E00189929,73.8,14.7,11.4
E00189951,67,22.2,10.8
