areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00041369,46.8,43.3,7.8,2.1
E00041390,53.9,35.5,7.9,2.6
E00041577,36.6,52.2,10.4,0.7
E00041580,58.8,33.3,6.1,1.8
E00041591,27.4,45.7,18.9,7.9
E00041597,26.1,46.8,22.5,4.5
E00041598,17.2,56.6,23.8,2.5
E00041633,37.6,40.8,17.6,4
E00041634,65.4,28.6,4.5,1.5
E00041635,24.8,49.6,20.4,5.1
E00041636,38.6,47.1,12.4,1.9
E00041637,49.2,39.7,9.5,1.6
E00041638,50,36.7,12.5,0.8
E00041639,45.5,37.2,16.5,0.8
E00041640,17.9,46.4,29.1,6.6
E00041641,45.2,42.5,11,1.4
E00041642,42.1,44.3,11.4,2.1
E00041643,50.9,27.7,17,4.5
E00041644,42.4,39,15.3,3.4
E00041645,51.9,38.6,9.5,0
E00041646,53.1,35.7,10.2,1
E00041647,60.5,27.6,9.2,2.6
E00041648,57,37.5,3.9,1.6
E00041649,48.6,37.6,13.1,0.8
E00041650,69.5,26.7,3.8,0
E00041651,45.7,45.7,6.2,2.5
E00041652,61.8,31.3,5.3,1.5
E00041653,52.3,36.7,10.1,0.9
E00041654,68.5,20.7,10.9,0
E00041657,52.9,35,11.4,0.7
E00041658,59.8,31.1,9,0
E00041659,40.2,37.3,18.6,3.9
E00041660,48.2,40.4,11.4,0
E00041663,43.2,46.3,8.4,2.1
E00041665,4.1,30.4,50.7,14.9
E00041666,60.2,32.7,6.1,1
E00041667,85,15,0,0
E00041668,50.5,36.9,10.8,1.8
E00041672,47.8,41,8.2,3
E00041675,45.9,40.5,12.6,0.9
E00041676,43.4,33.1,19.9,3.7
E00041679,37.4,36.6,22,4.1
E00041680,37.5,46.9,13.3,2.3
E00041682,47.7,26.2,18.7,7.5
E00041717,56.5,37.4,5.3,0.8
E00041718,43.4,39.5,14.7,2.3
E00041719,58.1,27.2,13.2,1.5
E00041720,29.5,43.2,20.9,6.5
E00041721,52.3,31.3,14.2,2.3
E00041722,41.2,34.3,18.6,5.9
E00041723,48.2,40.4,10.5,0.9
E00041724,40,36.4,19.1,4.5
E00041725,29.2,46,23,1.8
E00041726,30.8,43.6,21.1,4.5
E00041727,45.1,35.3,17.3,2.3
E00041728,30.1,48.7,16.8,4.4
E00041729,21.5,51.5,24.6,2.3
E00041730,43.4,38.8,13.2,4.7
E00041731,27.2,37.1,29.8,6
E00041732,44.1,43.1,8.8,3.9
E00041733,24.1,47.3,25.9,2.7
E00041734,22.1,53.1,21.2,3.5
E00041735,14,48.8,29.5,7.8
E00041736,48,38.6,9.4,3.9
E00041737,37.6,36.7,20.2,5.5
E00041738,11.8,50.4,26.8,11
E00041739,43.3,35.6,19.2,1.9
E00041740,34.1,43.2,16.7,6.1
E00041741,54.1,35.3,9,1.5
E00041742,39.6,49.5,9.9,0.9
E00041743,52.9,29.4,14.3,3.4
E00041744,54.6,31.9,12.1,1.4
E00041745,54.9,29.6,12.7,2.8
E00041746,49.2,38.6,10.6,1.5
E00041747,31.9,46.8,17,4.3
E00041748,36.7,29.6,26.6,7
E00041749,41.5,38.2,17.9,2.4
E00041784,43.7,35.3,21,0
E00041785,12.5,51.7,30,5.8
E00041786,39.8,41.4,14.8,3.9
E00041787,25.4,43,26.3,5.3
E00041788,27.8,49.2,21.4,1.6
E00041789,28.9,41.3,22.3,7.4
E00041790,22.9,48.6,23.9,4.6
E00041791,32.4,41.9,21.9,3.8
E00041792,22.8,36,33.3,7.9
E00041793,28.7,40.3,25.6,5.4
E00041794,43.4,40.4,12.5,3.7
E00041795,27.1,43.6,24.1,5.3
E00041796,38.9,39.6,18.1,3.4
E00041797,34.8,50,12.3,2.9
E00041798,9.7,42.7,36.9,10.7
E00041799,40,41.7,15.8,2.5
E00041800,24.8,52.1,19.8,3.3
E00041801,33.1,46.5,18.3,2.1
E00041802,46.2,36.8,14.5,2.6
E00041803,47.2,42.7,9,1.1
E00041804,27.4,55.6,14.5,2.4
E00041805,21.3,54.9,18,5.7
E00041806,50.4,40.2,7.9,1.6
E00041807,37,48.1,13,1.9
E00041809,41.2,51.3,4.2,3.4
E00041810,32.1,45.3,20.4,2.2
E00041811,37.3,31.4,24.6,6.8
E00041812,25.9,48.3,23.1,2.8
E00042008,12.2,41.8,31.2,14.8
E00042009,34.5,44.5,16.4,4.5
