geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00149399,32.5,2.2,65.4
E00149400,48.4,1.4,50.2
E00149401,45.9,0,54.1
E00149402,31.1,1.7,67.1
E00149403,47.3,5,47.7
E00149404,54.8,4.2,40.9
E00149405,67.4,2.3,30.3
E00149406,48.4,3.8,47.9
E00149407,38.3,1.9,59.8
E00149408,37.4,0.5,62
E00149409,62.9,2,35
E00149410,56,1.7,42.3
E00149411,62.2,2.5,35.3
E00149436,53.1,1.2,45.7
E00149437,47.2,3.7,49.1
E00149438,46.1,0.5,53.4
E00149442,47.8,3.2,48.9
E00149443,35.6,1.1,63.3
E00149444,24.6,2.9,72.6
E00149445,34.7,0.4,64.9
E00149446,44.1,2.3,53.6
E00149447,42.4,0,57.6
E00149448,56.5,0.4,43.1
E00149450,54,2.7,43.3
E00149451,46.2,3.4,50.4
E00149452,34.2,1.9,63.9
E00149453,56.6,1.2,42.2
E00149454,47.5,4.6,47.9
E00149455,54.8,4.3,40.9
E00149456,41.8,0.8,57.4
E00149457,29.1,2.4,68.4
E00149458,39.4,0.5,60.1
E00149459,35.8,3.7,60.5
E00149460,57.1,3.2,39.6
E00149461,52.3,2.5,45.2
E00149462,20.7,0.5,78.8
E00149463,30.7,2.7,66.7
E00149464,33.7,1.6,64.7
E00149465,66.1,0.4,33.5
E00149466,28,0.5,71.5
E00149467,40.8,3.7,55.5
E00149468,46.2,1.4,52.4
E00149488,41.5,1.9,56.6
E00149499,57.6,2.3,40.1
E00149500,50,2.6,47.4
E00149502,55.4,1.6,43
E00149508,28.4,2.2,69.4
E00149509,51.1,2.6,46.3
E00149510,37.1,2.2,60.7
E00149511,46.9,5,48.1
E00149513,48.4,2.2,49.5
E00166047,66.9,5,28.2
E00166049,46.3,3,50.7
E00166050,40.4,5.4,54.2
E00171421,37.7,1.2,61.1
W00005608,51.8,0,48.2
W00005609,41.8,5.6,52.6
W00005610,46.4,2.9,50.7
W00005611,57.6,6.1,36.3
W00005613,53.2,0.5,46.3
W00005614,36.2,3.6,60.2
W00005615,62.3,4.3,33.4
W00005616,64.8,6.4,28.8
W00005617,63.2,3.4,33.3
W00005618,48.3,3,48.7
W00005619,57.7,1.8,40.5
W00005620,50.6,3,46.4
W00005621,59.4,1.3,39.3
W00005622,34.8,2,63.2
W00005623,42.4,0.4,57.1
W00005624,70.9,4.3,24.8
W00005820,64,6,30
W00005821,68.7,2.5,28.8
W00005902,50.8,5.3,43.9
W00005903,59.4,3.1,37.5
W00005905,41.4,4.5,54.1
W00005906,51.8,1.3,46.9
W00005907,51.4,2.4,46.3
W00005908,53.1,0.5,46.4
W00005909,50.6,1.6,47.8
W00005910,36,3.4,60.6
W00005911,47.7,5.5,46.8
W00005913,49.1,2.5,48.4
W00005914,63.4,2.2,34.4
W00005915,50,2.1,47.9
W00005916,48.7,3.1,48.2
W00005917,37.8,2.7,59.6
W00005928,52.9,3.3,43.8
W00009829,45.4,4.2,50.5
W00009830,48.1,5.1,46.8
W00009835,62.8,1,36.2
W00009847,70.3,2.9,26.8
W00009848,68.5,2.9,28.6
W00009849,64,2.5,33.5
W00010504,84.7,0.9,14.4
W00010505,55.1,2.4,42.5
W00010508,84.8,1.8,13.5
W00010513,64.5,5.5,30
W00010525,79.5,2.9,17.6
W00010530,82.2,2.2,15.6
W00010539,79.8,0,20.2
W00010543,61.4,1.8,36.8
W00010564,55.4,3,41.6
W00010576,77.4,4.2,18.4
W00010582,81.4,2.2,16.5
W00010590,70.3,4.4,25.3
W00010617,55.8,3.6,40.6
W00010622,76.4,1.5,22.1
W00010634,61.5,3.7,34.8
W00010647,82.1,1.7,16.3
